frame,mocap_frame,mocap_time,CLAV_x,CLAV_y,LASI_x,LASI_y,RASI_x,RASI_y,LKNE_x,LKNE_y,LANK_x,LANK_y,LHEE_x,LHEE_y,LTOE_x,LTOE_y,RKNE_x,RKNE_y,RANK_x,RANK_y,RHEE_x,RHEE_y,RTOE_x,RTOE_y,SPINEHIP_x,SPINEHIP_y
66,1040,10.39,466.116387416678,167.178295150273,469.530343351006,230.482114222516,466.577822633213,226.307204113402,504.392298991349,301.359872164232,533.714285787895,351.849129544873,543.046342013685,350.742590923149,508.472928935685,357.365737765655,449.10791704883,292.016245496872,425.408031772267,346.883678130335,432.414164483959,352.060326111134,400.644173839681,336.895847293286,467.998528834296,228.316055369363
67,1044,10.43,456.771086032382,166.563555374613,458.852096698177,230.846063917,456.821283758104,226.294759378341,496.53956271593,300.450688358136,530.848309225299,349.307112261713,540.531206277433,346.989765770251,507.758035522003,357.423310474221,439.927623345392,291.881239619779,421.165549681167,347.859834701242,428.867798059745,351.66939358657,394.993350042229,342.900193666971,457.79863269556,228.485135631669
68,1048,10.47,447.477677804187,165.320547183165,448.266646927932,230.169628984577,447.581501477536,224.713737720927,484.776832317918,300.433864737038,525.689636004419,346.52934964663,535.793046739146,342.146909626202,506.173482806095,357.715023492753,430.517136897194,290.511250727116,419.158279049967,348.09414734772,427.309886814606,350.878429073806,392.235529691174,349.259929298149,447.911253946648,227.340086473865
69,1052,10.51,438.315733666379,163.8516909086,439.118595970957,229.118814584164,439.096913185645,222.69921701471,470.080010059065,301.64420229811,517.401242950882,342.324966838084,527.548981153911,335.105317945988,503.401114183863,357.375843163587,423.610704954857,289.555338856235,418.295397540242,348.091207707318,426.733347239065,350.110747563165,391.38834387767,350.402058101451,439.1072240996,225.789982906056
70,1056,10.55,429.665480207048,162.408809552357,430.262634859051,227.488724567338,431.243999890201,221.289059954447,454.634637489168,301.92472354761,505.851854154405,337.33519248915,514.927093839383,328.056740124796,497.110404204095,356.689206627644,418.679647787314,289.576892626233,417.860167719996,348.059361565197,426.230251778905,349.760234370093,390.91119223892,351.727932142289,430.771361221159,224.273827728749
71,1060,10.59,422.447500216228,161.001119997116,422.315875011621,225.56158523498,424.231512501183,219.806426514838,439.174693914085,301.320696389235,492.078246476803,334.067535181725,501.255538580023,325.202359734754,483.399197395678,355.596149868601,414.933927037909,289.44449979643,417.65502791156,347.987482775528,426.067135537401,349.52631735284,390.70337839808,352.471286709642,423.309005048999,222.577307901123
72,1064,10.63,415.418431589484,159.651141624831,414.876223694513,223.34725229873,417.694909306954,218.268237085562,423.960421770008,299.721086331604,475.999520492469,333.430132699148,485.404236282144,325.93017470561,464.348661385133,355.291058067747,412.42180048087,289.40173058933,417.553361421619,347.973644180119,426.015469796249,349.376315726999,390.666804317132,352.631983225923,416.337599713672,220.713563023657
73,1068,10.67,408.298627934513,158.100675492364,407.682151035981,221.343374210069,411.287024546779,216.786381385995,409.4380273872,297.241927392134,458.090243985759,335.553104055189,467.838530327601,330.025219048749,442.473971476566,357.051472988443,410.838127931362,289.395340520536,417.529828543328,347.985457354112,425.984067551571,349.240429089838,390.67130841927,352.762577855918,409.55208810996,218.979188206432
74,1072,10.71,401.135651853936,157.021179668659,400.558920152584,219.794883249752,406.014057302841,216.530161724049,396.403246415344,294.549300463692,438.566472174373,339.789217461944,448.676651927073,336.472395629036,418.468472644079,358.498702442344,409.475341811401,289.424770573666,417.526594823369,347.967555655744,426.004569905387,349.111907399337,390.644726825972,352.821271182213,403.387589238857,218.101714975544
75,1076,10.75,393.924654325144,156.571693840035,393.631752079279,218.792105909326,400.462723025182,216.370652199053,384.803537784308,292.318411728003,417.582382564062,344.911427601791,427.901624583623,343.310879326583,393.932439475803,359.679666255273,407.999544275067,289.581818087464,417.476645614368,347.920889278554,425.856951460545,349.038775998895,390.571235515161,352.916991045917,397.173787034854,217.536189986832
76,1080,10.79,386.694910170211,156.844033424472,386.706678504189,218.661778818178,394.789868286342,216.765131004014,374.728600293133,290.949589312553,395.783588821834,349.22958794554,405.637593771547,349.356211087944,369.270868800048,359.555503383981,406.019117783596,289.970397344093,417.39084459022,347.862738814101,425.848501708238,348.97073805892,390.521642771552,352.99875316631,390.897807090189,217.677980034815
77,1084,10.83,379.433972591725,157.727007837771,379.67122332845,219.412533356613,388.870777055147,217.465827960493,366.199566951666,291.213151692682,374.365689889583,351.961402744179,383.077936963278,353.62240134369,345.522682224137,357.114429973866,403.406270299438,290.427176589691,417.289408355779,347.776314694333,425.712215179468,348.752346340646,390.431326834711,353.018119994653,384.440636409292,218.402794980794
78,1088,10.87,372.060071875928,159.201617301408,372.343924129425,220.870177602273,382.672383764218,218.432425146071,358.952909097433,292.719935527542,353.900753414955,353.070160844953,361.251497129313,355.463893008125,324.002937423548,352.80283523896,400.172069296134,291.012028836168,417.127337748338,347.659731304292,425.507534473712,348.387277293583,390.351211501135,353.150850502402,377.697742113602,219.605906614898
79,1092,10.91,364.443515977797,161.052131091661,364.30783634114,222.901583149644,376.175349756514,219.799495435348,352.167779280327,295.34375177353,335.289797517044,352.553281721008,341.613577586099,355.33567808777,305.728986115397,346.535707515463,396.501697436811,291.894441260295,416.917935663862,347.496318756775,425.226729591204,347.90691580603,390.258093593177,353.248637832759,370.458219023779,221.293015461326
80,1096,10.95,356.515765665634,162.999353590876,355.660964023307,225.125001748928,369.454887242222,221.601067940559,344.982349632785,297.690951355317,320.159921534296,351.117573258294,325.92820596638,354.569572177533,292.385892491269,339.718828990942,392.493570431834,293.005387741644,416.618328457033,347.225763958081,424.872058680512,347.269449895527,390.106849074126,353.397912395457,362.807332053159,223.298115530127
81,1100,10.99,348.227523369442,164.753297589727,346.811034675451,226.727659815058,362.433883008399,223.4561046061,335.288803901193,298.32298930717,311.622963834606,351.367654701227,317.854952547802,354.851018747439,285.641862709132,338.405255444177,387.922602366292,294.13290545839,415.998272183563,346.534575555725,424.203690589824,346.029213391533,389.81046354927,353.679815749654,354.902625641108,225.031803442711
82,1104,11.03,339.558360149625,165.89680686295,337.026350449995,227.557240752404,354.306960274172,225.055963468426,324.735875822981,298.006311889076,307.81515071249,352.648062443473,315.546985429352,356.53112800967,281.391665060133,341.865125362597,382.70342328403,294.611853188085,414.789111535996,345.109301012262,422.743583043632,343.682688696945,389.217782179944,354.038819231154,345.97476173698,226.260502181368
83,1108,11.07,330.60195021471,165.702788750425,326.800178833305,227.420880696771,345.023165468679,225.820216260004,315.97673577401,297.234833825216,303.588854559368,352.775025793594,313.488958296873,355.853097978974,277.885873266068,345.94978908344,375.730873167627,294.300475826771,412.471026879504,342.898912215899,419.564158878475,339.89389672895,388.204111319314,354.288851415069,336.236094583319,226.590580333067
84,1112,11.11,321.688655002937,164.429613751262,317.071640362209,225.772150149294,335.738819786049,225.541770074064,306.930464215659,295.659964025198,301.319992349894,353.062569255107,312.535750848267,355.367191472707,276.239735330395,349.387002657182,365.227854749612,293.814131193799,408.016420309605,339.193647123082,413.426902684799,334.321997044157,386.641629540942,354.216585935498,326.738782036538,225.651571880912
85,1116,11.15,313.226754708004,163.17491146091,308.467272376518,223.919998787449,327.418542400767,224.895759665027,300.120087960147,294.9053352338,300.001286210848,353.285781616713,311.940020663473,354.981845256968,275.528859229738,351.663109444592,352.028751932366,293.927586136211,400.456570396697,332.836747213979,403.944316602328,326.367162873124,384.444925269397,353.428313749757,318.283350495736,224.424344043638
86,1120,11.19,305.431999437555,161.920599271496,300.75082969504,222.735384796012,319.854059845079,223.663105188794,295.756562062508,294.912005542497,299.486770923461,353.205279822915,311.744076440748,354.764139996773,275.449346473404,352.480527817275,338.122287342268,293.019937684471,389.037292079386,326.976508986025,390.150182939744,319.827053664209,378.361135187074,352.360012319537,310.645563333895,223.214784989998
87,1124,11.23,298.283247070413,160.48758986523,293.624255818177,221.237606864919,312.62952537579,222.066749299726,292.711351008816,294.800370560821,299.37034444667,353.045310273007,311.696167855413,354.633365751383,275.390804049049,352.754834799299,324.805197133329,290.7923983762,375.964983419054,324.000579791979,376.460321288185,317.569059855218,365.580942240541,349.621942370876,303.468064911078,221.66588734025
88,1128,11.27,291.45783874007,159.007186540072,286.975312059386,220.029527511175,305.756624175975,220.201208638675,290.261928771929,294.894400487766,299.299435047536,352.969413074418,311.676814390517,354.494413610717,275.353482085429,352.914823870498,312.003777407331,287.811864783652,360.907823917261,323.947353274224,361.761016602492,318.951887825787,346.94423338902,347.142168702001,296.703422339582,220.117089520489
89,1132,11.31,284.755907867734,157.782632390371,280.661423531646,219.236814891421,299.178977239416,218.505338086528,288.254325398736,295.112034944825,299.184339371625,352.855516646475,311.563802035293,354.352089872485,275.29932236825,353.162984405053,300.035999430733,284.780257432522,344.159147685291,326.43587468141,345.75986576245,323.127402457404,326.592744033399,346.015534233903,290.253109505104,218.856307618386
90,1136,11.35,278.128638457819,157.11174495993,274.609631440117,218.92142090329,292.657271816627,217.255825822082,286.442154473213,295.200286880414,299.119662333561,352.634017974578,311.421721104488,354.204327909078,275.265089330991,353.390143531818,289.110546519245,282.430099950637,325.836776016485,330.420176467399,328.34878393357,328.854761829315,304.435166298444,345.204642013637,283.958360011261,218.056785364332
91,1140,11.39,271.531536687825,157.002850188847,268.537056121527,218.962526568776,286.261107181918,216.515240973317,284.31249818314,295.344539312297,299.017896155421,352.410270465374,311.294249742288,354.045480584073,275.247911513113,353.562233496369,279.427419964137,281.039994832254,306.191240388532,334.55531448093,309.461521158219,334.585265800177,281.994327191297,344.133396682233,277.718284440865,217.692736477977
92,1144,11.43,264.952230056477,157.401152658182,262.358498927988,219.304650953977,279.912209146728,216.544804451866,281.910593687572,295.541465004204,298.867240353038,352.223648134493,311.416384350197,353.645805401878,275.302124296862,353.635524793718,271.074386833199,280.955954394897,285.60331180398,337.92042318119,288.897594242583,339.633307187435,259.938488911637,341.825033200132,271.451132898465,217.872910057243
93,1148,11.47,258.362230626849,158.229018972635,256.042714949195,219.945152250118,273.413539999528,217.316855645487,279.374769307314,295.827517494031,298.719275228875,352.046040833977,311.30506932155,353.315146671738,275.275212535083,353.692451623183,263.895711722593,282.338356062092,264.955884255822,339.745471377315,268.113005922146,342.863923957713,238.849935988497,338.207371669023,265.040768527441,218.581594208896
94,1152,11.51,251.731411272097,159.555976258624,249.431119058138,220.993534403374,266.477388945672,218.636433794936,276.639141136147,296.262662179692,298.543847461608,351.916140130502,311.22834043732,352.937236099865,275.285667353733,353.72163625946,257.490774715949,284.681081499942,245.474697543687,339.887684033047,248.486615221497,344.131827255216,219.645572694618,333.399624054796,258.261519876789,219.770540472092
95,1156,11.55,245.000341046546,161.271295793276,242.701669310378,222.507143884966,258.910086596924,220.426445239376,273.172131973544,296.926800732877,298.244253055088,351.786354039123,311.019252803307,352.513600107879,275.286451000979,353.760348480188,250.802473745569,286.866080189835,228.942633653491,339.138690896543,231.983007498339,344.049165604593,204.218321564419,328.510808034626,251.098706225345,221.427495314372
96,1160,11.59,238.032436620726,162.97582037937,235.839888924773,224.142483099013,250.897919483286,222.0627852682,269.045355676266,297.632929318288,297.825035320134,351.423692607869,310.691066868794,351.818401666261,275.250165555804,353.822123301542,242.842535429537,288.09979044124,217.488354801585,339.494502296928,220.82810741267,344.589437365232,193.129778270869,327.350612843719,243.641140704397,223.06351890613
97,1164,11.63,230.84967811213,164.283288165927,228.53702939642,225.686362470302,242.403755891968,222.845558017464,264.407331411468,298.015144199822,297.027456986396,350.44473798261,310.119954386232,350.493135422976,275.129302599711,353.872703470391,233.424238457325,288.571116680202,212.229357401519,341.680002027297,215.98110815245,346.678734556372,186.705506140955,331.143313387621,235.720140035051,224.213208856801
98,1168,11.67,223.4743435431,164.739073310597,220.437434570363,226.842319202593,233.521322596847,223.243774571304,258.960124596282,297.652710427438,295.418384694025,348.311607442751,308.753642060531,347.779517942197,274.767583356556,353.880687619956,224.64406223131,288.678757826947,208.964854432736,342.978631550596,213.010952322275,346.981111971828,181.890684385676,336.524528175208,227.214073845996,224.97674990945
99,1172,11.71,215.979523512963,163.95499384127,211.735559267412,226.770541596343,225.070492620026,222.171545684353,251.360099019982,296.67015708139,292.178006244945,345.20312252091,305.747931160632,343.507976894478,274.015574018129,353.931315177731,215.96784038086,287.57603437766,206.874004593854,343.339735008795,211.197480849574,346.26169102938,178.436974623268,341.985613618432,218.640081350081,224.387045937883
100,1176,11.75,208.653459792812,162.565955177204,203.483094328181,225.781353007272,217.459996315471,220.279003371784,240.299239271522,296.531674782494,286.443091757557,341.701192910973,300.092419075734,337.849613820141,272.266388475957,354.274491442723,209.074170602364,286.177798233942,206.176758973332,343.394170704317,210.58164711224,345.554783547042,177.908392390943,344.175720660993,210.71688613836,222.930722001155
101,1180,11.79,201.396848483499,161.235229041898,196.062540347671,224.665568349431,210.361324709693,218.64026797681,226.878329173452,297.280666932647,277.829276487429,336.711553802973,290.863091482335,330.253669120396,269.071802107521,353.581866108592,204.485778463771,285.882016975816,205.65964408998,343.397595465547,210.094741334396,345.111074625182,177.458972255359,345.641317356248,203.460870173727,221.54470752074
102,1184,11.83,194.465970952314,160.229520843698,189.279398707262,223.608015804907,204.228784844051,217.466933810402,213.097318108543,297.361183354024,266.773762226586,331.380090798197,278.682042266118,323.256202582571,263.031423423997,353.033675053809,201.104710728221,285.707137581111,205.398919835857,343.33605680714,209.929537622301,344.932503436371,177.17820629118,346.39632645593,197.012886510563,220.42753457994
103,1188,11.87,188.52327062622,159.532995947713,183.060014309907,222.213770627537,198.773188443744,216.200756008153,199.467433427743,296.491557295674,254.410049624024,328.03356317593,266.550546130888,320.389542523882,250.248407526853,351.459196092713,198.649627041208,285.570678994361,205.219232112887,343.302836917878,209.875841334001,344.813940717774,177.088115035238,346.730819300279,191.186555929447,219.100106630826
104,1192,11.91,182.580187337015,158.674360626046,177.192472366383,220.680524193229,193.768313682944,215.222222298434,186.338681052452,294.893022464488,240.623038295303,327.46192828066,253.271452954692,320.998635803624,233.182911116394,350.234800479853,197.056816917911,285.555955886772,205.135965100158,343.287597285904,209.814838324818,344.667530238471,177.062149678728,346.968806432564,185.764547608361,217.853945958913
105,1196,11.95,176.852244997544,157.712898860655,171.427734904977,219.233310322494,189.369054659449,214.477001848342,174.316206219299,292.834716897452,225.773708882618,329.740881345843,239.065858588882,324.84505606599,214.335982941784,351.23989915628,195.944206240372,285.531036453432,205.04813152818,343.255010362761,209.692467170483,344.529604942497,177.035610427167,347.174463198311,180.705065183504,216.769941090536
106,1200,11.99,171.300733140708,157.049768546231,165.710844129967,218.080125345203,185.392672370014,214.059846394685,163.788456889831,290.814904595253,209.906815153115,334.1915982298,223.742725485567,331.149448802163,194.076714788544,352.429529165913,194.833380927886,285.494981101956,204.968958063738,343.202715878107,209.563931169554,344.333137583995,177.00194328838,347.309377081121,175.886677457629,215.997523082257
107,1204,12.03,165.87782005932,156.736797063617,160.151195293759,217.320940069158,181.602843706251,213.998427702906,154.798195038793,289.302733088597,192.820640123824,339.438525966321,207.088814926992,337.968852459511,174.043058658288,353.603784517684,193.55168785852,285.566381779128,204.835751796789,343.138666659181,209.423856425193,344.073903259193,176.929898210718,347.411906983272,171.239426477984,215.59935790535
108,1208,12.07,160.498696137935,156.81091281177,154.692336640385,217.1844276949,177.742388929623,214.165800159511,147.3905633966,288.390644797191,175.363128748761,343.865481117943,189.669978151516,343.912105223084,154.017001827702,353.844984601363,191.826436346005,285.771396686212,204.663089433756,343.035804387003,209.178822692968,343.986971730946,176.829683877359,347.489193152079,166.603361773052,215.620047059243
109,1212,12.11,155.125514799727,157.21988978722,149.279939037237,217.591848819468,173.369173115934,214.223065667116,141.415917906324,288.430490850054,158.264598659271,346.711635070867,172.026612318989,348.152785326392,134.754713051393,352.925310821646,189.540929380834,286.101247893787,204.463132671325,342.896246001502,208.92235671505,343.762393154315,176.709432791364,347.443599457738,161.729790503182,215.845654840009
110,1216,12.15,149.730528458377,157.986131272577,143.821323320052,218.382263868357,169.662045018169,215.279753988294,136.630431441119,289.455444821066,142.064879396223,348.019901040626,155.218508850889,350.21139897076,117.282383408595,350.65509499152,186.876424775758,286.572812812363,204.242478430354,342.740477063116,208.637383783706,343.468405837808,176.587210647243,347.596443747105,157.164838124612,216.774695403718
111,1220,12.19,144.350636144944,158.995752249483,138.067185058987,219.517310716967,165.270623664634,216.096077060904,132.357785600218,291.180998394946,127.718546518473,347.910278472035,140.271435246576,350.681908220056,102.609954361595,345.785698719263,183.962654122687,287.159346746386,204.006942328448,342.557155259235,208.324452576209,343.098701104213,176.485300799179,347.664832082474,152.108096109566,217.745218416054
112,1224,12.23,138.80532674186,160.176552634208,132.022939709462,220.8141261389,160.700160080653,217.021960621374,127.759572537613,292.930232673088,116.20722935692,346.83378756458,128.156196978285,350.76114290813,92.4809456141026,339.435174053228,180.826356214269,287.826249011888,203.723780977846,342.29278203864,207.952920991089,342.565611274154,176.361134461026,347.772222249341,146.816608958081,218.850761235295
113,1228,12.27,133.04190154799,161.230014250712,125.965614473472,221.908845964643,156.028410057267,217.994203789727,121.584634753659,293.705159405965,109.612027092187,346.710173663449,121.39827096209,351.170613038749,87.8812055819246,336.253557909376,177.402061341134,288.48212752613,203.238128046202,341.763858079838,207.343736369278,341.67110592716,176.149244209379,347.917480518646,141.465187773612,219.882796439628
114,1232,12.31,127.026509227407,161.948725074182,119.511181059846,222.425529307068,150.930782188029,219.025635208593,114.828118933222,293.621951553984,106.880524940052,347.688072897466,119.855301769766,352.002371710272,85.9894888220703,339.905697849602,173.322582406288,289.050143430487,202.458970684209,340.900264023934,206.372260018284,340.323882885005,175.832051312568,348.115682484423,135.702641099493,220.665650802227
115,1236,12.35,120.90728595635,162.040527067303,112.786313027974,222.283621257571,145.294842351298,219.745186606236,109.420682990079,293.665641249092,104.906806114133,348.202890876529,118.86106733663,351.474607064833,84.8830811766023,343.242463080228,168.272822525743,289.184626754676,201.027024945218,339.438434264787,204.497130520146,338.136549461848,175.28118498976,348.428770647961,129.532564405732,220.968591246937
116,1240,12.39,115.0757820973,161.488533729162,106.195763083588,221.355711784673,139.004610895363,219.753467489593,103.878229331252,292.872360111404,103.652425256045,348.431115314923,118.16213685406,351.078073891531,84.3674087621598,345.783256271353,161.971642320671,288.83458131204,198.693354583955,337.220964847769,201.407670038481,334.737820635175,174.48249797792,348.610289693686,123.09713414438,220.523694427803
117,1244,12.43,109.313460140734,160.624788666379,99.9345224254612,220.097373845251,132.69604891624,219.618151405998,99.0255555872414,292.229463153323,102.690146142368,348.614399430825,117.662078694869,350.772809563086,84.1608642071369,347.376739808716,154.689720837577,288.408439896102,195.504308778887,334.086255850987,197.056208166162,330.416319506634,173.530891941366,348.666870935223,116.814944897274,219.844943242031
118,1248,12.47,103.9315790523,159.977211012784,94.1196841977472,219.408945250855,127.175265632905,219.282598401203,95.7853852028008,292.172959601576,102.341779628277,348.56469344489,117.49406578349,350.634181277292,84.2097184593849,348.146730932762,146.866739668422,287.904154650121,191.040713217764,329.893822537485,191.218729228461,325.197082288938,172.344358940782,348.128258807623,111.151272818381,219.338546700979
119,1252,12.51,99.1267274550677,159.482066116394,89.1057045888722,218.683721773158,122.548242878569,218.797574955375,93.3548999936332,292.064771568771,102.272516319311,348.389600140871,117.460153581518,350.524189271481,84.2339836063048,348.513803061839,138.999079659244,287.045116779232,185.079851737623,325.430032562396,183.71637804621,320.029228725633,169.868365303071,347.143174312579,106.334031689899,218.737138438277
120,1256,12.55,94.9289513696506,159.026057892285,84.6949405891855,217.924169736957,118.427580818809,218.086515289316,91.2072532207314,291.933861040926,102.191030250387,348.261541607811,117.4353838968,350.422355689627,84.2137299613282,348.685262713996,131.61804213055,285.73393239292,178.163040346649,322.442204448144,175.60424996636,317.186249391611,165.190995069997,345.498579727409,102.069754251189,218.002416976487
121,1260,12.59,91.2796464274731,158.537262303866,80.6594236368385,217.459490043088,114.57089867323,217.319246915281,89.5773210851987,291.934650317233,102.152070402501,348.124779256907,117.396346378605,350.288386189748,84.2514015516579,348.709841049823,125.129167268019,284.202489585269,170.675335264549,321.721686380634,167.97354452335,317.382178577021,156.791771116544,342.962366239556,98.1247902856044,217.381372870204
122,1264,12.63,87.9470904165634,158.135946036082,76.9829125019974,217.243239890311,111.000842132248,216.562208647984,88.2814782735286,291.93834984187,102.131897907391,347.974225950392,117.392470673983,350.153515833473,84.3373531694932,348.682126072923,119.669227888892,283.10440471308,162.613354338541,322.873823700562,160.203845550642,319.542754788854,147.615468845781,342.045002398099,94.5025482431793,216.88582632216
123,1268,12.67,84.8036672989548,157.939294679976,73.8924656756831,217.187097295563,107.947138195269,216.108341167206,87.0626139718639,291.970800137798,102.084416340793,347.908803395987,117.380772256715,350.080571873675,84.4083585785051,348.666093384476,114.698176633429,282.281082438936,154.270605797413,325.340901577163,152.344591968956,322.889783165146,137.608642978005,342.159941802786,91.4299860054647,216.624310986878
124,1272,12.71,81.9303384468918,157.879195846743,71.275554891097,217.167852200831,105.262050071132,215.830392028825,85.9076398002657,291.966310666454,102.046534372532,347.855051887686,117.348377511772,349.989637253585,84.4339202478326,348.65746022635,110.329767455849,281.775251347165,145.951397710287,328.453491609331,144.689058473242,326.759116158118,127.077956977076,342.534294096666,88.7775996466625,216.471502212388
125,1276,12.75,79.3949362938787,157.795643681513,68.9974613414561,217.154535330916,102.638548269858,215.544578590581,84.8592494170451,291.92068568683,102.100465273579,347.758276490731,117.323104247546,349.890382978035,84.4611673282003,348.654277850435,106.50302589487,281.617827181728,137.872281069457,331.365779468236,137.332592594007,330.788041910723,116.383159075252,342.018143367769,86.3233232469348,216.317518318783
126,1280,12.79,77.20355106095,157.632945680254,66.9423572287022,217.164508720486,99.965197849001,215.276761384808,84.0216682312756,291.834799285192,102.073646162874,347.652738590852,117.307924862273,349.786874693155,84.4979430407793,348.678627206579,103.231112895517,281.71404387794,130.225269254481,333.73469628288,130.333607563642,334.262388165302,107.004810401888,341.032361903691,83.9529350979032,216.184096329477
127,1284,12.83,75.3197969389646,157.512044617617,65.0102289466545,217.159100273683,97.1836415440798,214.979926889602,83.4290094821703,291.741284386234,102.082845969928,347.526441454658,117.296282697071,349.65160219929,84.4980161557238,348.665099071959,100.409427219817,282.044130616101,123.574937316585,335.530436012085,124.545875765805,336.478839291319,99.1351355938004,341.477720870308,81.5878376221128,216.028192229525
128,1288,12.87,73.7839655510372,157.47377745694,63.2555804571637,217.137658533568,94.3926277312549,214.84657241727,82.8523337035763,291.648226448857,102.095867561035,347.401615716947,117.278575909401,349.495985859958,84.4822861948783,348.66150985728,97.8227112833046,282.423362710885,119.080529526286,336.513933022744,121.370903214591,337.151350905186,93.1926433293464,342.030097061368,79.3050791950261,215.9489012257
129,1292,12.91,72.5433915152807,157.402707603003,61.6470183907366,217.094662273636,91.6622618181271,214.750587456629,82.3414952948859,291.547204578474,102.107860585762,347.28769406456,117.261110889638,349.34767455326,84.4675573649936,348.68475394453,95.8266117713062,282.66592324129,118.064368849163,336.367015906701,120.928272856404,336.768491274175,91.7774398293908,342.570036400797,77.1231770880214,215.878564390156
130,1296,12.95,71.4386130920777,157.209923409404,60.1894254425922,217.078534375948,88.9994775204993,214.510488119381,82.135340726964,291.372606161013,102.139130596747,347.130839503639,117.252860353825,349.229356481214,84.4496114738851,348.71155037798,95.4975110896424,282.898341188936,118.157249231028,336.545937283739,121.061325623958,336.973457922475,91.8856696941291,342.623711357198,75.0481873073994,215.74677730071
131,1300,12.99,70.4617532480003,156.905658173734,58.8709758942092,217.040222244132,86.6556658624492,214.247592576921,82.0482176325028,291.133338771255,102.188050718594,346.945580228518,117.241904217258,349.064259176175,84.4402047440537,348.719325789193,96.1547994698228,283.140394975774,118.346412426689,336.870048525245,121.30367505419,337.47383976292,91.9808398351503,342.614067628674,73.2034796067925,215.592492727175
132,1304,13.03,69.5431183915588,156.666827171077,57.8578144259309,217.100767406078,84.8804909763473,213.971473333026,82.0141861964896,290.96081052705,102.233506918757,346.823814272328,117.244045712916,349.001029235001,84.4203695525181,348.725001491309,97.4290693741927,283.159737149281,118.628433751243,337.209666018913,121.687794275965,337.951271035594,92.1126464476072,342.54959857532,71.7981399918286,215.479167483436
133,1308,13.07,68.7090385118744,156.518175338149,57.1128127531067,217.187522788065,83.6546961509833,213.743274827687,81.8886292867683,290.82734079296,102.249823985672,346.728267464303,117.23476073362,348.923992604965,84.4126632129704,348.732300648779,99.1321388768377,283.053107150034,118.878086692458,337.421294758415,122.0268535766,338.235946942419,92.2131169758013,342.503356880549,70.8047685351241,215.403315277858
134,1312,13.11,68.0193592352196,156.462347420011,56.4791742691208,217.17873231064,82.870995178717,213.615987147849,81.6017411805785,290.70410051943,102.18920392776,346.637039485567,117.201567741652,348.843030701994,84.3823686507445,348.750795623201,100.965798705006,282.900529035039,119.03415446484,337.580069486386,122.210324225871,338.562000851388,92.2783577520906,342.463842997241,70.0932118390339,215.333378543392
135,1316,13.15,67.4674720528876,156.430015710732,56.0441179657259,217.199572292306,82.512333766517,213.525163498705,81.408326137633,290.597622535912,102.16987350597,346.564958071341,117.186811104993,348.779185697201,84.3770413687475,348.750592272109,102.631175055751,282.695489645408,119.163504049694,337.689767066433,122.375409150478,338.720350307944,92.3327260360005,342.410281321685,69.6964715187692,215.296602286193
