frame,elapsed_time(s),CLAV_x,CLAV_y,CLAV_z,LASI_x,LASI_y,LASI_z,RASI_x,RASI_y,RASI_z,LKNE_x,LKNE_y,LKNE_z,LANK_x,LANK_y,LANK_z,LHEE_x,LHEE_y,LHEE_z,LTOE_x,LTOE_y,LTOE_z,RKNE_x,RKNE_y,RKNE_z,RANK_x,RANK_y,RANK_z,RHEE_x,RHEE_y,RHEE_z,RTOE_x,RTOE_y,RTOE_z,spine-hip_x,spine-hip_y,spine-hip_z,,
1020,10.19,-140.271,134.336,1273.31,-27.0873,141.252,908.889,-281.45,165.268,900.802,-36.9693,241.83,439.642,-83.1581,336.197,60.5872,-147.74,398.173,28.7818,-136.143,166.044,24.309,-316.388,61.0718,468.76,-318.194,87.3939,62.9978,-252.721,129.46,69.7799,-320.35,-93.4571,52.5673,-154.26865,153.26,904.8455,,
1024,10.23,-139.934,89.2418,1266.05,-25.8357,100.647,902.691,-280.79,116.837,891.433,-34.0012,226.673,436.983,-82.7909,335.233,61.2994,-147.486,397.389,31.2856,-135.919,165.982,24.1614,-314.573,7.75645,454.282,-315.573,-66.5476,53.7103,-249.63,-23.7836,51.3206,-318.899,-244.592,84.5755,-153.31285,108.742,897.062,,
1028,10.27,-140.004,42.8399,1255.51,-25.0782,58.8041,893.981,-280.18,64.4547,878.574,-30.4433,210.719,433.539,-81.7577,334.313,61.8603,-146.742,396.755,33.8213,-135.565,166.079,23.7933,-313.254,-42.3345,434.446,-307.723,-203.068,58.8387,-242.552,-160.295,49.3189,-309.065,-370.269,127.102,-152.6291,61.6294,886.2775,,
1032,10.31,-141.04,-5.18501,1243.59,-22.8213,15.436,882.976,-278.184,8.20213,864.654,-29.1151,188.61,428.63,-80.5114,332.415,63.6207,-145.715,395.743,37.9837,-134.887,165.949,23.3707,-311.006,-96.0014,419.536,-294.565,-306.387,68.4456,-232.03,-262.194,53.0486,-288.906,-458.323,164.427,-150.50265,11.819065,873.815,,
1036,10.35,-143.468,-56.1176,1233.26,-20.7156,-31.6688,871.535,-275.981,-48.7192,856.778,-31.1566,160.431,424.726,-79.8404,328.016,69.1174,-145.014,393.197,46.8177,-134.36,164.95,22.6784,-304.427,-158.457,414.154,-275.199,-363.741,59.0146,-214.518,-316.804,45.7026,-266.493,-514.419,155.998,-148.3483,-40.194,864.1565,,
1040,10.39,-148.126,-109.561,1227.98,-20.8782,-86.6303,862.815,-276.48,-109.894,852.064,-34.7801,125.834,425.466,-78.9707,318.635,81.388,-144.153,385.791,64.0138,-134.09,162.54,22.0856,-291.341,-225.281,415.309,-262.885,-385.268,43.293,-203.834,-333.79,29.5665,-235.153,-544.677,122.423,-148.6791,-98.26215,857.4395,,
1044,10.43,-155.084,-165.926,1231.25,-22.7823,-149.739,860.132,-277.772,-172.041,851.741,-38.8062,77.9921,429.927,-75.7583,299.673,99.694,-141.204,368.358,90.835,-133.869,157.92,21.7665,-280.15,-284.723,418.913,-253.332,-412.714,39.7815,-199.22,-356.634,33.9245,-208.151,-579.104,90.0814,-150.27715,-160.89,855.9365,,
1048,10.47,-161.85,-222.174,1238.32,-26.5732,-212.474,863.397,-281.45,-231.024,861.188,-41.2959,6.21029,429.069,-65.0351,265.604,122.274,-130.164,335.61,127.85,-131.618,147.605,20.6262,-272.718,-345.521,429.841,-252.904,-426.093,38.1939,-202.71,-367.115,38.0455,-186.973,-595.26,53.6089,-154.0116,-221.749,862.2925,,
1052,10.51,-166.635,-277.678,1246.85,-30.0489,-266.796,868.995,-285.309,-285.258,873.436,-38.2351,-83.515,421.898,-52.8746,211.95,154.607,-114.428,280.071,180.847,-127.197,129.477,24.6663,-271.669,-390.425,436.351,-253.351,-431.902,38.0064,-204.067,-370.94,42.8658,-189.961,-601.612,44.4719,-157.67895,-276.027,871.2155,,
1056,10.55,-168.009,-329.926,1255.36,-33.5725,-319.45,878.076,-289.14,-335.581,881.847,-31.6961,-177.556,421.57,-44.583,138.784,190.318,-104.893,198.28,230.933,-123.804,88.7975,30.6131,-271.909,-422.676,435.993,-252.057,-434.649,38.6993,-203.312,-374.125,45.5792,-190.173,-605.115,35.1166,-161.35625,-327.5155,879.9615,,
1060,10.59,-166.313,-373.239,1263.76,-39.8882,-367.058,888.587,-295.185,-380.837,890.481,-22.7718,-271.137,427.485,-40.7475,52.8298,212.823,-104.878,111.747,249.604,-110.784,0.503976,42.9252,-273.003,-447.277,436.486,-251.001,-435.881,39.596,-202.795,-375.113,47.4014,-188.015,-606.299,30.7487,-167.5366,-373.9475,889.534,,
1064,10.63,-164.383,-415.338,1271.83,-44.8835,-411.612,901.045,-299.852,-423.018,899.687,-12.0151,-362.448,440.138,-38.5462,-46.8482,217.387,-108.575,11.9837,243.226,-89.7948,-120.795,52.7184,-277.044,-464.211,435.648,-250.682,-436.519,39.8093,-202.99,-375.452,48.3719,-187.906,-606.561,29.667,-172.36775,-417.315,900.366,,
1068,10.67,-163.162,-458,1281.09,-48.8602,-454.699,912.416,-307.191,-464.808,908.236,-4.09219,-449.2,457.443,-35.233,-157.716,204.184,-109.358,-98.8353,215.332,-67.9651,-258.528,48.6659,-283.029,-475.353,434.089,-250.962,-436.711,39.6192,-203.433,-375.685,49.1507,-188.37,-606.643,28.5759,-178.0256,-459.7535,910.326,,
1072,10.71,-162.176,-500.98,1287.56,-52.5143,-497.466,921.133,-307.031,-498.625,909.845,-0.770191,-527.178,474.774,-28.7733,-278.603,178.117,-104.474,-220.091,173.449,-51.6635,-408.86,44.3801,-287.041,-484.828,432.806,-250.923,-436.725,39.7603,-203.525,-375.542,50.0135,-188.454,-606.847,28.132,-179.77265,-498.0455,915.489,,
1076,10.75,-161.631,-544.394,1290.3,-55.8552,-539.191,926.65,-309.83,-534.688,910.477,-1.16071,-597.045,488.222,-21.9767,-408.821,146.151,-97.4674,-351.925,129.381,-41.8811,-562.644,39.0974,-288.714,-494.778,431.261,-250.016,-436.943,40.4295,-202.444,-376.392,50.9269,-187.818,-607.246,27.7057,-182.8426,-536.9395,918.5635,,
1080,10.79,-161.261,-588.083,1288.77,-57.1556,-580.811,927.215,-310.644,-571.403,907.784,-4.48852,-658.476,495.558,-18.4025,-544.851,118.013,-94.462,-494.206,88.7755,-33.3842,-716.945,41.854,-288.173,-507.798,428.705,-248.739,-437.354,41.3173,-200.896,-376.28,51.9873,-186.925,-607.44,27.478,-183.8998,-576.107,917.4995,,
1084,10.83,-160.812,-632.1,1283.63,-56.6109,-623.003,922.739,-309.791,-609.546,903.321,-9.16105,-711.389,492.402,-19.5033,-679.715,98.3305,-97.6165,-640.057,57.4261,-25.9409,-864.812,59.5631,-287.044,-524.912,425.819,-248.211,-437.953,42.1218,-200.396,-377.094,53.6928,-186.776,-608.014,27.3954,-183.20095,-616.2745,913.03,,
1088,10.87,-160.075,-676.926,1274.99,-55.2806,-667.004,914.125,-308.407,-649.489,897.21,-13.7755,-757.059,481.494,-26.1839,-810.378,87.0781,-106.051,-783.039,40.1895,-24.3895,-999.339,87.3889,-285.822,-546.128,422.068,-248.349,-439.03,42.8857,-200.631,-378.412,56.1388,-186.289,-608.491,26.653,-181.8438,-658.2465,905.6675,,
1092,10.91,-158.571,-723.23,1264.14,-54.1182,-715.509,902.037,-307.398,-691.56,888.466,-16.9157,-800.141,463.912,-33.7815,-930.15,86.2689,-114.784,-912.709,36.2345,-32.4146,-1115.61,124.701,-283.194,-570.063,416.654,-248.365,-440.4,44.0239,-200.879,-380.215,59.379,-185.966,-609.073,26.0903,-180.7581,-703.5345,895.2515,,
1096,10.95,-156.246,-771.355,1252.75,-54.1163,-768.13,888.62,-306.573,-735.286,876.883,-22.3301,-846.428,447.341,-40.2288,-1027.96,92.239,-120.111,-1016.44,38.1912,-48.4169,-1203.41,163.182,-279.606,-596.109,409.935,-248.465,-442.363,45.8826,-201.256,-382.494,63.6601,-185.948,-610.103,25.0464,-180.34465,-751.708,882.7515,,
1100,10.99,-152.769,-821.439,1242.57,-56.2197,-822.516,878.629,-307.531,-781.456,864.702,-26.0747,-907.518,441.916,-52.3109,-1086.72,85.2143,-131.901,-1073.28,30.9516,-68.8582,-1253.87,164.047,-274.793,-625.641,403.417,-248.363,-446.365,50.7697,-201.877,-386.772,72.0272,-185.558,-612.058,23.2124,-181.87535,-801.986,871.6655,,
1104,11.03,-148.013,-873.422,1236.11,-57.3038,-882.333,873.436,-307.395,-834.659,854.3,-30.7872,-974.203,442.186,-62.6326,-1115.34,72.2512,-137.213,-1091.02,17.0052,-92.9071,-1292.7,131.619,-270.18,-659.287,401.227,-247.897,-454.116,60.9343,-202.096,-396.038,88.1817,-185.438,-616.031,20.7173,-182.3494,-858.496,863.868,,
1108,11.07,-142.124,-926.495,1237.71,-57.2615,-944.441,874.256,-306.776,-895.198,849.387,-36.6275,-1030.23,445.112,-69.5415,-1145.15,68.341,-141.752,-1105.78,19.7419,-111.931,-1325.58,96.3951,-266.407,-704.383,404.102,-249.715,-469.385,75.7146,-204.908,-416.627,113.273,-186.999,-623.047,18.3022,-182.01875,-919.8195,861.8215,,
1112,11.11,-136.056,-978.873,1245.77,-55.069,-1002.52,884.552,-304.327,-955.072,851.521,-35.4867,-1085.73,455.069,-67.5159,-1159.34,66.979,-139.325,-1111.07,23.9935,-117.383,-1340.7,70.5538,-267.087,-773.583,406.826,-260.04,-499.736,97.8174,-217.178,-457.45,147.183,-192.224,-634.264,16.6775,-179.698,-978.796,868.0365,,
1116,11.15,-131.763,-1028.93,1253.67,-51.9177,-1053.38,896.211,-301.399,-1008.43,856.125,-29.8836,-1126.12,461.104,-64.2954,-1166.9,66.6033,-136.397,-1113.87,27.7695,-118.106,-1347.09,54.503,-274.774,-862.646,403.487,-275.328,-551.114,136.737,-234.598,-520.673,195.738,-199.013,-649.805,19.4281,-176.65835,-1030.905,876.168,,
1120,11.19,-130.467,-1075.81,1261.49,-48.232,-1098.86,903.903,-298.032,-1056.51,864.606,-28.3745,-1152.91,461.285,-65.0343,-1170.46,66.8157,-136.277,-1115.02,29.3098,-120.822,-1349.2,47.7889,-285.77,-957.604,406.171,-284.869,-627.715,174.05,-243.522,-611.544,237.252,-205.919,-691.123,23.8808,-173.132,-1077.685,884.2545,,
1124,11.23,-130.592,-1119.18,1270.34,-42.3234,-1139.82,913.766,-292.076,-1101.4,875.784,-26.4737,-1171.26,462.379,-65.8791,-1171.43,67.5617,-136.545,-1115.36,30.1074,-121.555,-1350.05,45.599,-296.385,-1048.81,418.037,-288.351,-715.201,193.094,-241.437,-700.899,252.805,-221.356,-778.519,36.4024,-167.1997,-1120.61,894.775,,
1128,11.27,-130.939,-1160.69,1279.48,-36.7194,-1177.99,921.825,-287.41,-1144.19,888.512,-22.9363,-1185.38,462.636,-66.103,-1171.93,67.9833,-136.547,-1115.42,31.0686,-121.339,-1350.31,44.5718,-304.603,-1136.16,435.783,-291.088,-816.992,191.785,-237.097,-797.515,243.975,-250.162,-909.576,41.7556,-162.0647,-1161.09,905.1685,,
1132,11.31,-131.317,-1201.61,1287.12,-31.3967,-1214.31,927.34,-283.236,-1185.2,900.059,-20.7069,-1197.25,461.773,-66.7891,-1172.86,68.479,-137.227,-1116.32,31.7791,-121.433,-1350.86,42.8112,-308.93,-1217.05,454.972,-295.278,-932.069,171.954,-236.014,-904.814,214.715,-271.978,-1053.3,40.0748,-157.31635,-1199.755,913.6995,,
1136,11.35,-131.751,-1242.37,1291.49,-26.3035,-1249.26,929.958,-279.412,-1226.09,908.671,-21.1482,-1208.81,461.013,-68.6229,-1173.81,69.2636,-137.449,-1117.26,32.7045,-122.016,-1351.46,41.0063,-308.395,-1289.77,470.776,-302.271,-1060.41,140.243,-240.578,-1024.63,172.436,-285.406,-1209.26,39.0509,-152.85775,-1237.675,919.3145,,
1140,11.39,-132.076,-1283.21,1292.54,-22.6811,-1285.03,930.26,-276.818,-1266.78,913.851,-22.0163,-1222.56,459.766,-70.3132,-1174.95,70.1173,-138.471,-1118.36,33.3949,-122.542,-1351.89,39.6062,-306.148,-1354.02,480.477,-308.482,-1199.37,107.197,-245.743,-1156.2,129.266,-294.508,-1367.59,41.3615,-149.74955,-1275.905,922.0555,,
1144,11.43,-132.2,-1324.17,1290.59,-21.4808,-1322.57,928.462,-275.948,-1308.15,913.867,-22.4162,-1237.89,458.298,-71.4408,-1176.23,70.934,-139.224,-1117.6,35.8829,-122.81,-1351.68,38.9987,-303.286,-1409.76,481.444,-309.989,-1344.62,80.8231,-246.893,-1299.3,91.612,-300.832,-1523.19,53.5712,-148.7144,-1315.36,921.1645,,
1148,11.47,-132.515,-1365.57,1286.09,-21.1916,-1361.55,924.765,-275.871,-1351.23,909.007,-21.8802,-1253.77,456.511,-72.2628,-1177.39,71.8088,-139.519,-1118.27,38.0509,-122.924,-1351.94,38.5567,-301.872,-1459,472.06,-306.678,-1488.98,66.9666,-243.758,-1442.88,67.9405,-299.408,-1668.99,78.1094,-148.5313,-1356.39,916.886,,
1152,11.51,-133.29,-1407.77,1278.61,-21.2529,-1402.82,918.576,-276.162,-1397.74,900.568,-20.4968,-1270.67,453.997,-72.6478,-1178.6,72.5267,-139.577,-1118.61,40.6413,-123.104,-1351.96,38.2849,-302.466,-1504.52,455.585,-298.931,-1623.07,66.8143,-236.249,-1576.46,59.7205,-289.466,-1796.92,114.336,-148.70745,-1400.28,909.572,,
1156,11.55,-134.919,-1451.31,1268.79,-20.7978,-1444.98,909.646,-275.708,-1448.55,889.173,-19.3736,-1292.41,449.918,-72.3003,-1180.36,73.5165,-139.228,-1119.67,43.6943,-123.108,-1351.98,38.015,-303.839,-1552.47,439.914,-286.626,-1733.88,74.9504,-225.5,-1686.37,62.5321,-273.993,-1894.79,153.18,-148.2529,-1446.765,899.4095,,
1160,11.59,-137.172,-1496.83,1259.02,-19.2845,-1487.71,900.11,-273.824,-1501.85,878.949,-20.947,-1319.45,444.787,-72.1898,-1182.86,75.9853,-138.9,-1121.39,48.6072,-122.933,-1352.19,37.6516,-301.823,-1607.35,431.562,-273.96,-1809.27,75.7168,-214.657,-1759.43,61.4663,-255.513,-1962.75,166.601,-146.55425,-1494.78,889.5295,,
1164,11.63,-140.955,-1544.47,1251.6,-18.4458,-1533.61,891.028,-272.528,-1558.36,874.195,-26.8006,-1351.4,440.494,-73.069,-1187.85,82.2219,-139.411,-1124.68,57.5299,-123.213,-1353.14,37.1789,-293.618,-1669.13,429.993,-264.865,-1843.82,62.6709,-207.577,-1791.46,48.6721,-235.842,-2000.76,145.652,-145.4869,-1545.985,882.6115,,
1168,11.67,-146.261,-1593.93,1249.29,-17.6388,-1584.49,884.29,-271.548,-1617.61,871.914,-34.4347,-1389.01,440.423,-74.9707,-1197.88,95.8213,-140.714,-1132.8,75.6608,-123.785,-1355.79,36.8627,-283.303,-1725.2,431.509,-258.126,-1864.63,55.4025,-202.278,-1809.78,48.1666,-219.345,-2030.43,112.583,-144.5934,-1601.05,878.102,,
1172,11.71,-151.95,-1644.04,1254.51,-19.2063,-1639.86,884.674,-273.138,-1674.54,878.877,-41.4169,-1439.99,444.419,-75.3495,-1217.46,116.44,-142.316,-1151.07,104.236,-123.846,-1360.87,36.4114,-278.831,-1782.54,439.843,-257.985,-1879.79,52.5943,-204.182,-1822.92,52.3489,-204.707,-2051.53,78.5183,-146.17215,-1657.2,881.7755,,
1176,11.75,-157.888,-1693.19,1263.44,-24.4368,-1694.03,890.137,-278.013,-1727.14,890.783,-43.7246,-1511.97,444.111,-69.4213,-1250.68,141.767,-139.076,-1184.43,143.759,-121.393,-1371.78,34.8155,-279.749,-1830.08,448.907,-259.619,-1885.7,51.5075,-206.827,-1828.06,56.3125,-206.052,-2058.19,62.2832,-151.2249,-1710.585,890.46,,
1180,11.79,-161.667,-1741.12,1272.12,-29.016,-1742.84,896.486,-282.451,-1776.47,901.132,-39.3402,-1597.04,439.784,-63.954,-1301.78,176.512,-132.235,-1238.84,197.164,-118.392,-1391.47,40.4664,-282.337,-1863.33,450.068,-259.654,-1889.42,51.4064,-207.857,-1831.66,59.0277,-204.79,-2062.05,52.195,-155.7335,-1759.655,898.809,,
1184,11.83,-162.162,-1785.64,1278.9,-34.2909,-1788.28,902.412,-287.92,-1820.28,908.33,-32.2097,-1682.98,440.482,-61.6686,-1369.63,212.019,-131.053,-1314.78,243.985,-115.993,-1430.52,44.5742,-282.843,-1887.19,450.985,-258.652,-1890.69,52.1923,-207.589,-1832.53,60.3807,-202.385,-2063.34,47.6539,-161.10545,-1804.28,905.371,,
1188,11.87,-162.14,-1823.79,1283.74,-39.2426,-1829.97,910.467,-292.305,-1859.05,916.286,-23.6841,-1766.74,447.68,-60.6954,-1447.73,233.636,-134.241,-1394.49,261.407,-104.716,-1510.17,58.489,-285.34,-1905.69,451.175,-257.938,-1891.56,52.6761,-207.592,-1832.81,61.2177,-201.776,-2063.94,45.474,-165.7738,-1844.51,913.3765,,
1192,11.91,-161.679,-1861.72,1289.6,-43.4372,-1869.09,919.506,-296.648,-1895.06,922.379,-16.0029,-1847.27,459.341,-59.1757,-1536.91,236.818,-135.508,-1483.54,255.905,-90.9582,-1617.46,70.3602,-290.038,-1919.45,450.006,-257.823,-1892.08,52.8188,-207.843,-1833.25,62.1591,-201.719,-2064.32,43.7849,-170.0426,-1882.075,920.9425,,
1196,11.95,-161.174,-1898.26,1296.09,-48.5264,-1908.31,927.945,-302.119,-1927.82,926.812,-10.7736,-1921.73,473.328,-54.6906,-1634.14,221.842,-132.443,-1579.63,229.708,-76.4781,-1738.07,66.8201,-294.703,-1929.83,448.939,-257.62,-1892.57,53.119,-207.495,-1833.81,63.2571,-201.773,-2064.74,42.285,-175.3227,-1918.065,927.3785,,
1200,11.99,-161.205,-1934.22,1300.76,-53.3281,-1947.46,934.657,-307.337,-1957.89,929.121,-8.32427,-1988.22,486.392,-47.5135,-1739.1,192.999,-124.751,-1683.63,187.973,-65.0312,-1870.48,60.5004,-297.738,-1939.32,448.364,-257.489,-1893.02,53.5358,-207.327,-1834.46,64.7035,-201.888,-2065.18,41.2682,-180.33255,-1952.675,931.889,,
1204,12.03,-161.314,-1969.7,1303.3,-56.9856,-1985.38,939.114,-310.862,-1986.1,929.285,-8.56208,-2046.85,495.571,-38.0057,-1852.55,159.233,-114.476,-1796.77,143.112,-58.9483,-2005.44,52.0048,-298.315,-1948.77,447.66,-256.627,-1893.45,54.3027,-206.899,-1835,66.6921,-201.564,-2065.6,40.646,-183.9238,-1985.74,934.1995,,
1208,12.07,-161.244,-2005.14,1303.49,-59.0531,-2022.3,939.943,-312.775,-2014.16,928.132,-11.7261,-2097.59,500.223,-31.1827,-1970.52,129.658,-106.681,-1917.01,102.883,-51.7185,-2140.08,50.2069,-296.886,-1960.37,446.517,-255.492,-1893.98,55.4462,-205.192,-1835.74,67.919,-201.111,-2066.12,40.2504,-185.91405,-2018.23,934.0375,,
1212,12.11,-160.603,-2040.53,1301.65,-59.6117,-2058.54,937.602,-316.579,-2046.91,927.514,-16.3342,-2140.79,498.444,-28.6833,-2088.63,108.925,-104.6,-2042.16,71.8431,-43.6237,-2268.82,56.7485,-294.116,-1975.3,444.822,-254.426,-1894.71,56.825,-203.947,-1836.69,69.9501,-201.33,-2067.07,40.4772,-188.09535,-2052.725,932.558,,
1216,12.15,-159.398,-2076.07,1297.64,-59.3273,-2094.99,932.996,-312.136,-2071.05,921.207,-19.5556,-2176.19,490.7,-29.1389,-2202.43,97.443,-106.421,-2163.53,54.2866,-41.2823,-2388.6,70.5735,-290.909,-1992.79,442.237,-253.557,-1895.68,58.2444,-203,-1837.94,72.3586,-200.229,-2067.43,39.784,-185.73165,-2083.02,927.1015,,
1220,12.19,-157.486,-2111.35,1292.15,-58.5652,-2133.51,926.32,-310.7,-2101.61,916.171,-20.0052,-2207.08,479.129,-31.3391,-2304.36,95.1533,-109.995,-2272.82,47.266,-47.663,-2492.99,99.5627,-287.756,-2012.18,438.828,-253.016,-1896.91,59.7384,-202.405,-1839.51,75.1691,-199.671,-2067.89,39.4924,-184.6326,-2117.56,921.2455,,
1224,12.23,-155.202,-2147.73,1285.64,-57.8708,-2174.31,918.631,-309.008,-2133.44,910.444,-20.5281,-2240.42,467.317,-35.2688,-2387.5,99.2545,-109.29,-2359.58,45.0146,-62.525,-2570.3,136.6,-284.897,-2033.4,434.773,-252.77,-1898.57,61.7011,-202.102,-1841.51,79.0226,-199.483,-2068.77,38.7763,-183.4394,-2153.875,914.5375,,
1228,12.27,-152.024,-2185.03,1279.96,-58.5017,-2216.13,912.012,-308.119,-2166.6,904.311,-20.181,-2283.2,461.957,-39.8621,-2437.84,97.2771,-112.171,-2411.1,39.8435,-76.7401,-2611.24,152.895,-281.179,-2056.18,431.001,-252.383,-1901.37,65.597,-201.697,-1844.82,85.4472,-199.286,-2070.31,37.7795,-183.31035,-2191.365,908.1615,,
1232,12.31,-147.856,-2223.25,1276.4,-58.5033,-2259.95,909.085,-306.482,-2202.47,897.889,-21.5173,-2330.57,461.694,-41.2732,-2459.64,89.4823,-111.875,-2423.08,33.7778,-89.2417,-2639.65,122.374,-275.298,-2082.29,428.369,-251.804,-1905.87,71.9354,-201.141,-1850.21,95.0863,-199.128,-2072.68,36.3727,-182.49265,-2231.21,903.487,,
1236,12.35,-143.027,-2261.37,1276.74,-58.3713,-2305.18,910.306,-304.694,-2241.94,893.583,-21.47,-2367.98,461.06,-44.5498,-2476.93,84.2959,-113.578,-2430.95,36.6929,-94.8647,-2656.56,96.4992,-268.058,-2114.12,429.051,-250.389,-1914.05,82.7964,-199.55,-1860.67,110.924,-199.419,-2077.11,33.9349,-181.53265,-2273.56,901.9445,,
1240,12.39,-138.186,-2297.13,1281.02,-55.8456,-2347.33,916.762,-302.243,-2285.2,894.136,-18.9571,-2403.8,466.573,-44.0806,-2485.89,82.6715,-112.723,-2434.96,39.7314,-97.455,-2665.72,77.3821,-264.128,-2156.48,432.155,-250.443,-1928.81,98.4255,-200.416,-1879.95,134.255,-199.85,-2083.28,32.3517,-179.0443,-2316.265,905.449,,
1244,12.43,-133.557,-2332.38,1287.22,-50.4337,-2384.97,925.647,-297.288,-2326.95,895.973,-14.0228,-2433.23,471.797,-41.7437,-2491.27,82.134,-111.177,-2437.12,42.4238,-97.7303,-2669.53,65.8932,-264.95,-2208.89,434.489,-254.662,-1951.2,119.031,-204.972,-1909.35,162.62,-201.705,-2091.3,31.0956,-173.86085,-2355.96,910.81,,
1248,12.47,-129.786,-2365.85,1292.04,-45.5802,-2420.51,930.881,-292.733,-2363.21,899.064,-10.7156,-2453.27,472.843,-42.6536,-2494.42,82.0678,-111.091,-2438.12,43.4146,-99.6189,-2671.68,59.6798,-268.932,-2267.45,436.518,-259.155,-1981.98,146.979,-209.636,-1948.56,197.097,-205,-2101.32,33.5353,-169.1566,-2391.86,914.9725,,
1252,12.51,-127.047,-2396.29,1295.84,-42.6777,-2452.04,936.063,-289.492,-2393.85,902.947,-9.43704,-2469.16,473.734,-44.223,-2495.91,82.6693,-111.585,-2438.6,43.9976,-100.459,-2672.65,56.7376,-273.921,-2327.07,440.771,-262.091,-2022.43,177.231,-212.19,-1998.44,231.729,-209.484,-2120.95,38.5591,-166.08485,-2422.945,919.505,,
1256,12.55,-125.255,-2423.35,1299.31,-40.6131,-2480.09,941.328,-287.077,-2421.25,908.212,-8.10006,-2483.02,474.808,-45.0534,-2496.98,83.2275,-112.034,-2438.99,44.5419,-100.778,-2673.28,55.3852,-278.956,-2383.14,448.229,-262.313,-2069.58,197.745,-209.525,-2051.72,251.692,-216.122,-2157.26,47.2246,-163.84505,-2450.67,924.77,,
1260,12.59,-124.259,-2447.26,1302.9,-37.8333,-2505.33,944.822,-284.736,-2446.78,913.832,-7.24743,-2493.78,474.923,-46.1552,-2497.94,83.7491,-112.269,-2439.29,45.3961,-101.361,-2673.5,54.9897,-284.227,-2432.95,457.26,-261.13,-2122.22,202.496,-203.862,-2102.61,251.403,-231.562,-2225.61,58.5524,-161.28465,-2476.055,929.327,,
1264,12.63,-123.492,-2469.28,1305.91,-34.6829,-2528.07,946.791,-282.574,-2470.4,919.349,-7.13081,-2502.78,474.843,-47.4038,-2498.86,84.314,-112.938,-2439.65,46.0932,-102.178,-2673.48,54.8857,-289.388,-2475.81,463.376,-261.051,-2181.72,193.439,-200.523,-2157.92,236.59,-244.082,-2300.23,59.2208,-158.62845,-2499.235,933.07,,
1268,12.67,-122.572,-2490.09,1307.64,-33.0518,-2548.12,947.543,-281.487,-2491.34,922.691,-6.91155,-2511.2,474.607,-48.0906,-2499.65,84.4973,-113.266,-2439.89,46.4819,-102.726,-2673.37,54.8002,-293.105,-2514.53,467.976,-263.556,-2246.64,173.984,-201.39,-2218.07,211.961,-251.785,-2379.76,54.0263,-157.2694,-2519.73,935.117,,
1272,12.71,-121.886,-2509.36,1308.49,-32.5681,-2565.86,947.898,-281.511,-2510.59,924.711,-6.71931,-2519.16,474.61,-48.5359,-2500.2,84.6942,-113.43,-2440.14,47.0591,-102.915,-2673.32,54.7931,-295.478,-2548.3,470.723,-268.341,-2314.18,148.922,-206.24,-2280.48,182.108,-255.592,-2461.67,48.2346,-157.03955,-2538.225,936.3045,,
1276,12.75,-121.689,-2526.68,1309.43,-31.7492,-2581.02,948.235,-281.602,-2529.47,926.776,-7.27739,-2526.92,474.688,-49.1585,-2500.17,85.139,-113.856,-2440.52,47.5945,-103.347,-2673.46,54.6528,-295.063,-2576.48,471.74,-274.43,-2381.36,124.643,-211.824,-2342.1,150.59,-258.698,-2544.09,49.1592,-156.6756,-2555.245,937.5055,,
1280,12.79,-122.157,-2542.09,1310.8,-30.2245,-2594.11,948.497,-281.134,-2548.36,928.794,-8.5742,-2533.74,474.846,-49.685,-2500.64,85.6685,-114.116,-2440.7,48.2267,-103.264,-2673.15,54.5179,-292.401,-2599.18,471.554,-279.204,-2444.54,104.621,-216.962,-2400.9,122.932,-261.788,-2616.63,53.7422,-155.67925,-2571.235,938.6455,,
1284,12.83,-123.283,-2555.93,1311.86,-28.2126,-2605.95,948.906,-280.467,-2567.9,931.04,-9.96871,-2538.91,475.045,-50.4017,-2500.97,86.276,-114.544,-2440.94,49.02,-103.448,-2673.28,54.543,-289.299,-2618.45,469.851,-283.847,-2500.06,88.8269,-224.257,-2451.44,103.501,-257.524,-2674.31,50.7168,-154.3398,-2586.925,939.973,,
1288,12.87,-124.977,-2567.88,1312.35,-26.4325,-2616.73,949.376,-280.144,-2587.95,932.16,-10.8259,-2543.55,475.387,-50.9561,-2501.15,86.9367,-115.067,-2441.27,49.9201,-103.519,-2673.45,54.5381,-286.395,-2636.17,467.764,-288.778,-2538.89,79.1308,-234.944,-2483.55,94.2885,-244.719,-2710.83,50.3949,-153.28825,-2602.34,940.768,,
1292,12.91,-127.309,-2578.26,1312.99,-25.1897,-2626.91,949.907,-279.793,-2607.61,933.033,-11.9745,-2547.95,475.708,-51.2613,-2501.16,87.6172,-115.485,-2441.53,50.8093,-103.407,-2673.5,54.4128,-283.719,-2649.47,466.615,-292.766,-2549.35,78.6219,-242.008,-2491.5,94.45,-239.908,-2718.66,47.9647,-152.49135,-2617.26,941.47,,
1296,12.95,-129.949,-2587.85,1314.36,-24.2073,-2636.28,950.229,-279.462,-2626.69,934.865,-13.7312,-2550.6,476.371,-51.8817,-2501.22,88.4797,-115.906,-2441.76,51.4857,-103.247,-2673.54,54.2802,-283.069,-2651.72,465.121,-292.678,-2548.79,77.3449,-241.981,-2490.72,92.9868,-240.219,-2718.14,47.4707,-151.83465,-2631.485,942.547,,
