Time,CLAV,,,LASI,,,RASI,,,LKNE,,,LANK,,,LHEE,,,LTOE,,,RKNE,,,RANK,,,RHEE,,,RTOE,,
s,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0.81,-76.507,60.8156,1301.67,18.5442,42.0062,921.804,-235.865,68.5791,913.227,22.3896,63.2768,446.154,-15.28,110.168,59.9096,-79.1127,169.758,26.1077,-65.6372,-64.1972,25.4517,-268.409,69.4757,454.117,-270.973,305.949,127.815,-207.372,341.87,157.38,-259.464,150.367,34.9369
0.82,-76.1262,63.931,1301.87,18.345,44.0985,922.067,-235.939,70.9763,912.943,23.0688,65.2207,446.426,-14.9338,110.361,59.794,-78.9625,169.741,25.8969,-65.607,-64.2473,25.3861,-267.425,73.7764,454.033,-268.528,317.83,133.436,-205.016,352.827,164.394,-256.633,164.74,36.3861
0.83,-75.8525,67.1285,1302.19,18.1798,46.2227,922.347,-236.165,73.5092,912.745,23.6283,67.1741,446.672,-14.596,110.517,59.6592,-79.9965,167.664,24.1349,-65.5796,-64.2518,25.3606,-266.55,78.3753,453.92,-266.094,329.516,139.013,-202.831,363.592,171.265,-253.434,179.424,37.791
0.84,-75.6126,70.3235,1302.45,17.8386,48.4059,922.584,-236.317,76.1628,912.564,24.3072,69.0117,446.99,-14.2513,110.716,59.5294,-79.1234,168.818,24.7,-65.4376,-64.2819,25.4175,-265.678,83.204,453.798,-263.91,341.082,144.37,-200.757,374.222,177.862,-250.528,193.896,39.1393
0.85,-75.4424,73.5945,1302.67,17.5803,50.6604,922.806,-236.57,78.8712,912.333,24.7226,71.0275,447.057,-13.9826,110.843,59.4469,-78.6382,169.549,25.1773,-65.3307,-64.2497,25.4281,-264.959,88.3381,453.657,-261.744,352.488,149.562,-198.767,384.587,184.272,-247.945,208.164,40.472
0.86,-75.3378,76.9146,1302.91,17.3312,52.9845,923.017,-236.755,81.6656,912.148,25.1235,72.9935,447.248,-13.8515,110.925,59.2479,-78.4908,169.665,25.0803,-65.2669,-64.2156,25.4412,-264.254,93.6829,453.461,-259.703,363.667,154.485,-196.883,394.7,190.403,-245.523,222.417,41.7064
0.87,-75.3292,80.318,1303.17,17.0311,55.2768,923.196,-236.953,84.5885,911.84,25.3296,74.9935,447.384,-13.5955,111.098,59.1608,-78.3237,169.771,24.9755,-65.2001,-64.1584,25.5226,-263.664,99.326,453.272,-257.871,374.72,159.223,-195.138,404.617,196.199,-243.515,236.522,42.9176
0.88,-75.3149,83.6762,1303.27,16.7181,57.7917,923.246,-237.141,87.5295,911.544,25.5893,77.0626,447.561,-13.3484,111.226,59.1038,-78.2084,169.838,24.8822,-65.1361,-64.1167,25.5882,-263.189,105.191,453.055,-255.991,385.558,163.46,-193.51,414.278,201.566,-241.754,250.349,44.0469
0.89,-75.337,87.2486,1303.39,16.3865,60.3865,923.178,-237.41,90.5658,911.195,25.7524,79.0997,447.649,-13.1461,111.379,59.0474,-78.1541,169.628,24.4392,-65.072,-64.0454,25.6473,-262.766,111.235,452.678,-254.537,396.246,167.649,-191.916,423.713,206.437,-240.257,263.993,45.1363
0.9,-75.4476,90.7431,1303.53,16.1223,63.0165,923.21,-237.63,93.7213,910.751,26.0283,81.1779,447.766,-12.9567,111.514,58.9333,-77.9924,169.908,24.4965,-64.9918,-63.9916,25.7764,-262.457,117.537,452.239,-253.064,406.65,171.236,-190.652,432.951,211.01,-238.974,277.228,46.023
0.91,-75.5925,94.3108,1303.53,15.9012,65.6538,923.26,-237.909,96.865,910.285,26.0838,83.3241,447.842,-12.7145,111.699,58.8859,-77.9961,170.068,24.2684,-64.9664,-63.8955,25.8624,-262.161,124.041,451.713,-251.893,416.76,174.527,-189.541,442,215.023,-237.822,290.071,46.7807
0.92,-75.7456,98.0282,1303.43,15.4229,68.5313,923.087,-238.296,100.277,909.659,26.2231,85.4926,448.046,-12.4815,111.867,58.7318,-77.6771,170.112,24.1584,-64.9281,-63.8099,25.9813,-261.904,130.653,451.137,-251.079,426.639,177.488,-188.695,450.918,218.464,-236.972,302.32,47.4167
0.93,-75.9768,101.781,1303.41,15.1643,71.3243,923.039,-238.624,103.655,909.1,26.3981,87.7439,448.211,-12.2531,112.021,58.6054,-77.4601,169.988,23.6969,-64.9193,-63.7022,26.0488,-261.707,137.472,450.476,-250.236,436.2,179.661,-188.014,459.616,221.346,-235.738,314.196,47.6813
0.94,-76.2602,105.557,1303.29,14.7987,74.318,922.934,-238.951,106.993,908.51,26.4854,90.0405,448.208,-11.9389,112.238,58.4252,-77.289,170.087,23.5597,-64.8729,-63.6533,26.2453,-261.591,144.382,449.725,-249.681,445.532,181.333,-187.713,468.222,223.653,-234.029,325.767,47.4302
0.95,-76.5293,109.538,1303.07,14.3885,77.3769,922.82,-239.404,110.427,907.913,26.7581,92.3716,448.222,-11.5984,112.44,58.2264,-77.1252,170.163,23.4099,-64.8188,-63.5333,26.4281,-261.441,151.57,448.892,-249.202,454.502,182.258,-187.769,476.862,225.416,-232.617,336.554,47.0929
0.96,-76.8878,113.556,1302.92,13.9014,80.5651,922.676,-239.784,113.895,907.374,27.1534,94.7127,448.325,-11.2106,112.657,58.1158,-76.931,170.303,23.1561,-64.7598,-63.3758,26.7288,-261.351,158.839,447.998,-249.033,463.246,182.715,-188.012,485.256,226.614,-231.179,346.706,46.4946
0.97,-77.2568,117.587,1302.79,13.3769,83.9142,922.55,-240.165,117.498,906.776,27.201,96.9503,448.537,-10.8131,112.847,57.9936,-76.7923,170.374,22.9157,-64.7188,-63.1928,27.0037,-261.249,166.23,447.071,-249.116,471.644,182.607,-188.423,493.552,227.108,-229.605,356.205,45.6297
0.98,-77.7207,121.943,1302.47,12.7593,87.3944,922.376,-240.64,121.273,906.296,27.5704,99.3227,448.486,-10.4401,113.009,57.7979,-76.8138,170.337,22.676,-64.6963,-63.0214,27.3199,-261.115,173.745,446.064,-249.309,479.695,181.882,-189.111,501.766,226.976,-227.893,364.897,44.7022
0.99,-78.1967,126.233,1302.26,12.1963,91.0448,922.256,-241.133,124.965,905.651,27.926,101.694,448.575,-10.1263,113.205,57.653,-76.6683,170.427,22.4303,-64.6227,-62.8332,27.6423,-261.043,181.292,445.024,-249.827,487.418,180.747,-190.139,509.872,226.333,-226.078,372.923,43.5375
1,-78.7347,130.513,1302.09,11.66,94.7832,922.061,-241.696,128.779,905.077,27.9238,104.154,448.533,-9.79908,113.328,57.4848,-76.4205,170.629,22.2853,-64.5295,-62.7079,27.9891,-260.813,188.908,443.923,-250.398,494.726,179.01,-191.358,517.755,225.095,-224.259,380.202,42.1934
1.01,-79.3062,135.134,1301.76,11.084,98.5684,921.957,-242.245,132.709,904.496,28.2396,106.801,448.538,-9.47082,113.52,57.387,-76.2002,170.743,22.1443,-64.4502,-62.5949,28.3552,-260.534,196.536,442.898,-251.086,501.657,176.778,-192.721,525.457,223.318,-222.455,386.909,40.6426
1.02,-79.9714,139.771,1301.44,10.4225,102.644,921.756,-242.822,136.853,903.885,28.3948,109.573,448.522,-9.17073,113.737,57.2634,-76.0838,170.821,21.9825,-64.3898,-62.4382,28.7547,-260.179,204.236,441.864,-251.905,508.211,174.085,-194.217,532.91,220.994,-220.786,393.002,38.8521
1.03,-80.6691,144.48,1301.12,9.70127,106.882,921.479,-243.463,141.133,903.421,28.188,112.31,448.441,-8.83934,113.985,57.1341,-75.9345,170.905,21.8011,-64.3745,-62.3012,29.234,-259.645,212.015,440.741,-252.808,514.471,170.932,-195.745,540.098,218.12,-219.414,398.523,36.8399
1.04,-81.3917,149.279,1300.75,9.08308,111.215,921.254,-244.157,145.415,902.778,28.3078,115.104,448.553,-8.48616,114.264,57.0257,-75.7869,170.977,21.5673,-64.3195,-62.1259,29.8284,-259.046,219.805,439.696,-253.819,519.911,167.529,-197.269,546.925,214.589,-218.254,403.493,34.4485
1.05,-82.1626,154.206,1300.3,8.25665,115.787,920.931,-244.892,149.845,902.194,28.0752,117.931,448.487,-8.1619,114.506,56.89,-75.662,171.004,21.3468,-64.1782,-61.929,30.561,-258.367,227.774,438.627,-255.04,525.482,163.633,-198.729,553.412,210.424,-217.522,407.927,31.6836
1.06,-83.0326,159.214,1299.9,7.48027,120.611,920.61,-245.616,154.517,901.536,28.0829,120.808,448.579,-7.85952,114.73,56.7895,-75.615,171.381,21.3152,-64.0851,-61.742,31.2545,-257.538,235.873,437.585,-256.092,530.907,158.95,-200.22,559.449,205.583,-217.119,411.727,28.4696
1.07,-83.8966,164.35,1299.37,6.7657,125.496,920.29,-246.447,159.248,900.847,27.7116,123.665,448.515,-7.54831,114.949,56.7519,-75.3303,171.155,20.8759,-64.0508,-61.5337,31.9458,-256.646,244.203,436.543,-257.149,535.783,153.603,-201.505,565.053,200.014,-217.074,414.839,24.8592
1.08,-84.7755,169.479,1298.74,5.93741,130.757,919.872,-247.264,164.142,900.092,27.6251,126.572,448.57,-7.30897,115.148,56.6817,-75.2028,171.23,20.7404,-63.9394,-61.35,32.6136,-255.669,252.665,435.473,-257.749,539.899,148.268,-202.869,570.448,194.37,-217.272,417.513,21.7548
1.09,-85.7282,174.705,1298.07,5.0794,136.151,919.387,-248.109,169.119,899.232,27.2713,129.712,448.509,-7.12618,115.345,56.62,-75.2373,171.39,20.6167,-63.7951,-61.2733,33.21,-254.691,261.039,434.185,-258.842,544.825,143.448,-204.213,576.549,189.173,-217.053,420.481,19.8637
1.1,-86.7163,180.033,1297.29,4.29292,141.646,918.809,-248.995,174.415,898.23,26.9798,132.882,448.39,-7.00263,115.557,56.5927,-75.2161,171.432,20.4781,-63.5835,-61.2563,33.8155,-253.659,269.242,432.724,-260.018,550.267,138.855,-205.714,583.43,183.852,-216.73,423.295,18.1694
1.11,-87.7975,185.428,1296.34,3.39812,147.339,918.075,-249.838,179.775,897.012,26.5282,136.339,448.126,-6.96686,115.806,56.5081,-75.2187,171.495,20.3316,-63.4494,-61.13,34.5558,-252.712,277.335,431.225,-260.976,555.928,134.298,-207.051,590.859,178.646,-216.826,426.074,16.9352
1.12,-88.8426,190.862,1295.3,2.51772,153.159,917.26,-250.702,185.391,895.613,26.0018,140.019,447.773,-6.92208,116.12,56.443,-75.2566,171.561,20.1043,-63.2808,-61.0033,35.487,-252.013,285.415,429.835,-261.876,561.17,129.873,-208.238,597.671,173.413,-216.882,428.669,16.1853
1.13,-89.9307,196.389,1294.21,1.45124,159.25,916.247,-251.602,191.206,893.958,25.6343,143.683,447.705,-6.85267,116.447,56.3859,-75.2844,171.662,19.7851,-63.13,-60.773,36.4441,-251.312,293.589,428.532,-262.621,565.945,125.131,-209.393,603.715,167.918,-216.777,430.946,15.549
1.14,-91.11,202.002,1292.96,0.407026,165.406,915.271,-252.512,197.289,892.245,25.1404,147.519,447.423,-6.68351,116.802,56.3348,-75.187,171.811,19.5636,-63.1718,-60.484,37.4089,-250.724,302.035,427.055,-263.096,570.22,119.885,-210.351,609.247,161.972,-216.252,433.346,14.3594
1.15,-92.3078,207.657,1291.68,-0.917964,171.865,914.038,-253.672,203.623,890.616,24.6547,151.392,447.193,-6.33145,117.289,56.3078,-75.0133,171.982,19.3103,-63.0919,-60.2857,38.6032,-250.331,310.401,425.342,-263.453,574.054,114.57,-211.215,614.376,155.849,-215.378,436.145,13.0151
1.16,-93.5313,213.409,1290.35,-2.18043,178.456,912.911,-254.984,210.249,889.081,24.1355,155.443,446.907,-5.94271,117.829,56.2688,-74.7789,172.15,18.972,-62.7585,-59.9572,39.8136,-250.271,318.775,423.363,-263.544,577.542,109.218,-211.692,619.288,149.579,-214.401,437.316,12.16
1.17,-94.7458,219.237,1288.95,-3.6426,185.329,911.676,-256.311,217.301,887.521,23.9783,159.546,446.803,-5.49578,118.463,56.2043,-74.6053,172.307,18.738,-62.2564,-59.5042,41.2609,-250.461,326.826,421.048,-263.372,581.022,104.075,-212.041,624.199,143.377,-213.101,438.666,11.344
1.18,-96.0015,225.102,1287.58,-5.1583,192.377,910.429,-257.733,224.444,885.979,23.6923,163.89,446.512,-5.01325,119.194,56.2012,-74.3963,172.485,18.4325,-61.7611,-59.0213,42.8501,-251.005,334.704,418.807,-263.079,584.642,99.16,-211.937,629.171,137.354,-212.211,440.059,10.7672
1.19,-97.2017,231.045,1286.18,-6.70655,199.58,909.175,-259.122,232.177,884.575,23.5181,168.415,446.36,-4.57599,119.931,56.1535,-74.2908,172.723,18.0016,-61.4464,-58.3733,44.5078,-251.686,342.662,416.668,-262.387,588.57,94.3102,-211.424,634.13,131.511,-211.73,441.323,10.6785
1.2,-98.4633,237.017,1284.77,-8.33511,207.061,907.822,-260.648,239.827,883.06,23.1799,173.314,446.004,-4.24476,120.694,56.147,-74.1439,173.018,17.6781,-61.2405,-57.7617,46.3347,-252.321,350.827,414.768,-261.416,592.734,89.9767,-210.39,639.248,125.974,-211.456,442.791,10.9011
1.21,-99.7227,243.179,1283.27,-9.88846,214.663,906.452,-262.079,247.79,881.664,22.7648,178.545,445.575,-3.95392,121.507,56.1628,-73.9872,173.401,17.1865,-61.0307,-57.0822,48.2324,-253.021,359.111,412.958,-260.376,596.729,85.993,-209.063,644.245,120.651,-211.406,444.197,11.0458
1.22,-100.958,249.362,1281.82,-11.4485,222.389,905.024,-263.583,256.096,880.42,22.2286,184.123,445.088,-3.6819,122.366,56.2229,-73.9096,173.784,16.6547,-60.8681,-56.2908,50.2982,-253.787,367.538,411.245,-259.086,600.636,82.0668,-207.491,649.026,115.36,-210.916,445.455,11.4723
1.23,-102.312,255.753,1280.35,-13.0936,230.236,903.566,-265.156,264.218,879.175,21.5458,190.036,444.427,-3.47562,123.367,56.2958,-73.8283,174.187,16.094,-60.7858,-55.3703,52.4997,-254.68,375.809,409.517,-257.615,604.478,78.2091,-205.657,653.774,110.138,-210.54,446.784,11.8844
1.24,-103.584,262.192,1278.91,-14.7198,238.156,902.154,-266.743,272.571,878.093,20.9185,196.273,443.815,-3.37735,124.481,56.3794,-73.7782,174.643,15.3542,-60.6928,-54.3884,55.0582,-255.665,383.993,407.758,-256.155,608.217,74.5331,-203.749,658.343,105.072,-210.554,448.068,12.2816
1.25,-104.846,268.755,1277.56,-16.4509,246.261,900.624,-268.442,281.184,877.208,20.0434,202.751,443.024,-3.28833,125.76,56.5031,-73.7385,175.267,14.7469,-60.583,-53.1221,58.0425,-256.727,391.952,406.121,-254.707,611.755,71.2935,-201.873,662.627,100.32,-210.536,449.274,12.6788
1.26,-106.135,275.452,1276.18,-18.2062,254.504,899.168,-270.121,289.836,876.505,19.2498,209.445,442.214,-3.15839,127.224,56.7355,-73.6394,175.993,13.9063,-60.4986,-51.608,61.3245,-257.536,399.503,404.601,-253.311,614.896,68.5516,-200.126,666.574,95.8524,-210.119,450.632,13.0732
1.27,-107.419,282.225,1274.87,-19.9768,262.8,897.738,-271.846,298.533,875.969,18.4064,216.33,441.489,-2.9822,128.826,57.0349,-73.4616,176.673,13.2436,-60.3612,-49.795,64.9821,-258.345,406.73,403.427,-252.043,617.661,65.9219,-198.571,669.911,91.6405,-209.644,451.925,13.4919
1.28,-108.639,289.124,1273.62,-21.7714,271.188,896.487,-273.642,307.367,875.711,17.5433,223.447,440.818,-2.80839,130.597,57.4114,-73.3014,177.653,12.6387,-60.1857,-47.7418,68.9362,-259.188,413.588,402.426,-250.962,620.112,63.6534,-197.285,672.75,87.654,-209.152,453.063,13.876
1.29,-109.792,296.037,1272.59,-23.4783,279.722,895.27,-275.302,316.022,875.646,16.7055,230.56,440.217,-2.61844,132.719,57.8473,-73.0779,178.694,11.9124,-59.9212,-45.4205,73.3193,-259.656,419.725,401.596,-250.038,622.233,61.639,-196.148,675.604,84.5094,-208.706,454.016,14.2287
1.3,-110.985,303.013,1271.63,-25.0996,288.318,894.221,-276.927,324.577,875.737,15.8334,237.944,439.771,-2.40694,135.017,58.4256,-72.8244,179.925,11.2445,-59.5647,-42.5852,78.0026,-260.249,425.609,401.01,-249.256,624.082,59.7078,-195.177,677.615,81.1044,-208.132,454.969,14.6316
1.31,-112.091,310.006,1270.83,-26.6079,296.952,893.345,-278.417,332.989,875.944,14.936,245.38,439.399,-2.21691,137.71,59.0772,-72.569,181.365,10.5036,-59.0586,-39.5,82.9963,-260.767,431.078,400.477,-248.612,625.71,57.8983,-194.287,679.661,78.1866,-207.711,455.71,14.9497
1.32,-113.132,316.97,1270.2,-27.9327,305.68,892.636,-279.821,341.18,876.192,14.1009,252.856,439.283,-1.97301,140.715,59.8918,-72.307,182.949,9.7154,-58.2251,-36.0132,88.2313,-261.304,436.304,400.156,-247.998,627.195,56.2004,-193.501,681.418,75.3173,-207.226,456.502,15.2717
1.33,-114.136,323.905,1269.69,-29.0747,314.441,892.109,-281.221,348.968,876.651,13.261,260.368,439.292,-1.74032,144.068,60.7278,-71.9705,184.673,8.92725,-57.0331,-32.0912,93.6815,-261.928,441.409,399.817,-247.454,628.584,54.5013,-192.828,683.104,72.688,-206.799,457.182,15.606
1.34,-115.059,330.894,1269.23,-30.0278,323.268,891.792,-282.481,356.567,876.951,12.4958,267.673,439.591,-1.3876,147.684,61.7387,-71.7461,186.643,8.2557,-55.5527,-27.7862,99.1942,-262.63,446.586,399.538,-247.065,629.906,52.8241,-192.279,684.633,70.0531,-206.442,457.817,15.8829
1.35,-116.008,337.936,1268.88,-30.7361,332.054,891.622,-283.381,363.992,877.114,11.8305,274.711,440.056,-0.998548,151.547,62.841,-71.4672,188.645,7.77984,-53.6928,-23.3632,104.538,-263.295,451.691,399.403,-246.811,631.068,51.256,-191.896,686.078,67.4993,-206.144,458.41,16.2431
1.36,-116.849,344.861,1268.66,-31.5317,341.012,891.546,-284.109,371.249,877.315,11.1921,281.391,440.67,-0.466113,155.447,63.9609,-71.1825,190.694,7.56417,-51.1032,-18.7725,109.871,-263.784,456.594,399.176,-246.629,632.16,49.6684,-191.611,687.389,65.0236,-205.758,458.968,16.5832
1.37,-117.638,351.761,1268.48,-32.1109,349.887,891.611,-284.926,378.35,877.632,10.6324,287.625,441.615,0.144224,159.731,65.2304,-70.8017,192.912,7.92257,-47.9634,-13.9569,114.914,-264.209,461.669,399.094,-246.603,633.032,48.3201,-191.548,688.589,62.8361,-205.407,459.476,16.9065
1.38,-118.393,358.698,1268.37,-32.6455,358.863,891.622,-285.72,385.39,877.98,10.0793,293.601,442.825,0.986005,164.135,66.6261,-70.5753,195.357,8.75716,-44.0197,-8.97314,119.443,-264.356,466.343,399.145,-246.743,633.709,47.3235,-191.617,689.51,60.995,-205.079,459.883,17.2113
1.39,-119.079,365.524,1268.31,-33.1537,367.861,891.724,-286.469,392.31,878.362,9.54645,299.151,444.319,1.81128,168.866,68.1676,-70.328,197.999,10.2281,-39.3892,-4.00529,123.592,-264.21,470.706,399.36,-246.918,634.242,46.3974,-191.798,690.335,59.4786,-204.797,460.273,17.5195
1.4,-119.635,372.284,1268.33,-33.6681,376.842,891.903,-287.154,399.081,878.932,9.00952,304.463,446.072,2.52016,173.993,69.7464,-70.3997,201.163,11.9783,-33.8188,1.09502,127.063,-264.062,474.674,399.873,-247.082,634.634,45.6716,-191.999,690.923,58.2216,-204.562,460.564,17.7577
1.41,-120.189,379.083,1268.49,-34.0285,385.851,892.224,-287.662,405.674,879.637,8.63519,309.407,448.178,3.09942,180.592,71.1952,-70.9654,206.386,13.7448,-28.0082,7.19624,128.175,-263.916,478.131,400.608,-247.299,634.904,45.2478,-192.192,691.278,57.4325,-204.421,460.744,17.9095
1.42,-120.622,385.745,1268.85,-34.3328,394.964,892.629,-287.929,412.031,880.656,8.32823,313.733,450.706,3.80085,188.92,72.4973,-70.7193,214.18,15.7283,-23.5549,14.0184,126.378,-264.007,480.974,401.605,-247.53,635.074,44.9572,-192.444,691.526,56.9812,-204.385,460.776,18.03
1.43,-121.018,392.365,1269.31,-34.2651,403.723,893.357,-288.035,418.22,881.882,7.90975,317.541,453.896,4.61682,199.167,73.985,-69.7901,224.239,17.2409,-18.8031,21.7029,123.78,-264.201,483.449,402.57,-247.774,635.11,44.7821,-192.747,691.677,56.7273,-204.399,460.815,18.0759
1.44,-121.379,398.999,1269.87,-34.1453,412.537,894.249,-287.931,424.269,883.216,7.40886,320.845,457.655,5.33632,211.027,75.4447,-68.8897,236.088,18.8116,-14.1896,31.6144,121.06,-264.554,485.724,403.693,-248.045,635.164,44.5711,-193.072,691.731,56.5949,-204.466,460.804,18.0953
1.45,-121.686,405.537,1270.55,-33.7699,421.001,895.399,-287.766,430.053,884.658,7.05097,324,461.724,5.96465,224.503,76.949,-68.476,249.83,20.6264,-9.94988,44.3242,117.83,-264.911,488.01,404.713,-248.333,635.219,44.3943,-193.472,691.734,56.4271,-204.517,460.799,18.1096
1.46,-121.892,412.031,1271.31,-33.3724,429.315,896.621,-287.624,435.69,886.027,6.8935,327.206,465.917,6.49438,239.373,78.6897,-68.2367,265.159,23.0638,-6.01964,58.2629,114.314,-265.2,490.69,405.814,-248.636,635.262,44.2333,-193.767,691.827,56.3422,-204.627,460.785,18.1846
1.47,-122.063,418.522,1272.21,-33.1565,437.282,898,-287.483,441.228,887.31,6.86656,330.657,470.203,7.1562,255.632,80.9228,-68.2345,281.836,25.6812,-2.48553,73.0353,110.529,-265.367,493.626,406.894,-248.862,635.326,44.0673,-194.191,691.902,56.0295,-204.607,460.865,18.1985
1.48,-122.133,424.973,1273.25,-32.9661,445.052,899.524,-287.434,446.598,888.542,6.94116,334.449,474.489,7.48444,272.854,83.0967,-67.8559,300.012,28.9581,0.381692,89.2948,106.572,-265.475,496.938,407.961,-249.045,635.429,43.9155,-194.376,692.016,55.7427,-204.856,460.87,18.4385
1.49,-122.159,431.49,1274.29,-32.9653,452.524,901.148,-287.476,451.974,889.728,7.29807,338.382,478.64,7.83292,290.944,85.655,-68.0929,319.315,32.4057,2.60904,106.69,102.585,-265.594,500.553,409.059,-249.155,635.547,43.7758,-194.481,692.201,55.4368,-204.813,460.925,18.5733
1.5,-122.197,437.92,1275.44,-33.0834,459.725,902.908,-287.62,457.292,890.873,7.69999,342.504,482.574,8.18351,309.708,88.4204,-67.964,339.484,36.3383,4.24752,124.977,98.4417,-265.624,504.208,410.059,-249.229,635.69,43.5834,-194.54,692.33,55.0694,-204.728,461.031,18.6695
1.51,-122.218,444.297,1276.67,-33.3353,466.635,904.725,-287.747,462.507,892.029,8.15009,346.878,486.2,8.74315,329.101,91.5497,-67.3851,360.533,40.688,5.5104,144.17,94.4588,-265.749,507.933,411.101,-249.306,635.84,43.3738,-194.65,692.511,54.6303,-204.523,461.254,18.8486
1.52,-122.177,450.578,1277.93,-33.6258,473.248,906.524,-287.946,467.667,893.204,8.60958,351.36,489.572,9.48971,349.071,94.9898,-66.8063,382.442,45.394,6.21096,164.149,90.6301,-266.023,511.626,412.221,-249.45,635.997,43.1728,-194.831,692.696,54.2469,-204.419,461.417,19.0293
1.53,-122.128,456.777,1279.26,-33.9547,479.573,908.235,-288.173,472.836,894.394,9.08571,355.98,492.473,10.4194,369.39,98.7466,-65.6434,404.98,50.3252,6.52862,184.83,86.98,-266.147,515.284,413.241,-249.564,636.127,42.9594,-195.05,692.886,53.8099,-204.332,461.528,19.1605
1.54,-122.128,463.008,1280.53,-34.2099,485.551,909.898,-288.388,477.895,895.533,9.6887,360.793,494.843,11.6055,390.099,102.791,-64.1659,428.051,55.7274,6.41284,206.195,83.4596,-266.439,518.901,414.298,-249.775,636.279,42.7789,-195.249,693.048,53.4228,-204.261,461.67,19.3226
1.55,-122.07,469.09,1281.87,-34.5054,491.219,911.46,-288.509,482.886,896.61,10.2904,365.996,496.671,12.6102,410.959,106.628,-62.3698,451.584,61.4075,6.01504,228.149,80.1321,-266.739,522.464,415.343,-249.901,636.442,42.5602,-195.442,693.203,52.9694,-204.175,461.815,19.5052
1.56,-122.076,475.173,1283.13,-34.7064,496.735,912.86,-288.624,487.845,897.623,10.9601,371.619,497.95,14.0902,432.152,110.771,-60.3093,475.415,67.304,5.36189,250.752,76.901,-267.032,526.072,416.227,-250.018,636.597,42.391,-195.552,693.419,52.5677,-204.179,461.826,19.682
1.57,-122.086,481.26,1284.35,-34.8076,501.978,914.133,-288.727,492.708,898.555,11.6292,377.603,498.792,15.8453,453.515,115.098,-57.54,499.987,73.5582,4.76324,273.743,73.7109,-267.246,529.709,417.063,-250.103,636.802,42.1969,-195.7,693.775,52.2518,-203.808,462.13,19.7015
1.58,-122.133,487.287,1285.55,-34.8987,506.988,915.31,-288.674,497.579,899.45,12.3375,384.04,499.226,17.7326,474.969,119.361,-55.3856,523.657,79.8109,4.03461,297.206,70.5953,-267.411,533.271,417.912,-250.182,636.981,42.042,-195.838,693.846,51.7855,-203.72,462.305,19.9317
1.59,-122.159,493.225,1286.68,-34.8714,511.833,916.301,-288.654,502.387,900.316,13.0418,390.865,499.113,19.8348,496.398,123.753,-52.512,547.778,86.3335,3.22221,321.102,67.4239,-267.531,536.802,418.623,-250.252,637.116,41.8546,-195.849,694.118,51.4019,-203.571,462.47,20.114
1.6,-122.213,499.25,1287.72,-34.7793,516.563,917.223,-288.444,507.18,901.087,13.7962,398.107,498.461,22.0774,517.863,128.007,-49.335,571.824,93.0028,2.37323,345.271,64.2343,-267.772,540.144,419.325,-250.294,637.308,41.6631,-195.902,694.215,50.9412,-203.46,462.495,20.2784
1.61,-122.264,505.149,1288.77,-34.593,521.245,917.908,-288.165,511.865,901.797,14.6032,405.694,497.376,24.5614,539.162,132.202,-46.0286,595.719,99.7404,1.50588,369.796,61.0249,-267.91,543.317,419.929,-250.361,637.447,41.5156,-195.95,694.368,50.5095,-203.375,462.651,20.4543
