frame,elapsed_time(s),spine-hip_x,spine-hip_y,spine-hip_c,r-hip_x,r-hip_y,r-hip_c,r-knee_x,r-knee_y,r-knee_c,r-ankle_x,r-ankle_y,r-ankle_c,r-heel_x,r-heel_y,r-heel_c,r-bigtoe_x,r-bigtoe_y,r-bigtoe_c,r-smalltoe_x,r-smalltoe_y,r-smalltoe_c,l-hip_x,l-hip_y,l-hip_c,l-knee_x,l-knee_y,l-knee_c,l-ankle_x,l-ankle_y,l-ankle_c,l-heel_x,l-heel_y,l-heel_c,l-bigtoe_x,l-bigtoe_y,l-bigtoe_c,l-smalltoe_x,l-smalltoe_y,l-smalltoe_c
57,2.280000000000001,0.55634,0.447675,0.890786,0.565588,0.423245,0.660204,0.562538,0.42315,0.551022,0.545734,0.534894,0.821892,0.573235,0.64129,0.615231,0.56257,0.663106,0.821899,0.571753,0.646737,0.686121,0.587068,0.619285,0.814235,0.567122,0.425923,0.735418,0.55335,0.535074,0.782197,0.535019,0.668527,0.827374,0.557902,0.224244,0.850653,0.530365,0.665625,0.83992
58,2.320000000000001,0.541121,0.44494,0.837996,0.556471,0.423149,0.741353,0.554858,0.420479,0.631042,0.531935,0.529433,0.857809,0.539569,0.638407,0.305297,0.56407,0.662983,0.825204,0.542609,0.641151,0.365812,0.56562,0.61947,0.825584,0.55803,0.423294,0.775085,0.548774,0.537682,0.795159,0.534984,0.668582,0.829273,0.548783,0.218886,0.795573,0.530351,0.663095,0.868735
59,2.360000000000001,0.524247,0.44226,0.820829,0.547258,0.425932,0.760654,0.544198,0.423271,0.715952,0.521152,0.524098,0.865352,0.519639,0.64114,0.76243,0.562577,0.6631,0.839794,0.518157,0.644025,0.837374,0.539575,0.627608,0.764915,0.55486,0.42606,0.75434,0.545774,0.537755,0.851268,0.536498,0.671198,0.774348,0.542577,0.221567,0.8326,0.530346,0.665703,0.856763
60,2.4000000000000012,0.509025,0.439584,0.860507,0.542598,0.426044,0.761364,0.533487,0.425981,0.756457,0.509016,0.524084,0.866501,0.493588,0.635764,0.712099,0.564087,0.665796,0.859158,0.489017,0.641156,0.793987,0.512017,0.633049,0.794086,0.545728,0.428768,0.766391,0.54569,0.543114,0.869537,0.536499,0.67388,0.784853,0.531954,0.22429,0.859635,0.530371,0.665725,0.892432
61,2.4400000000000013,0.499756,0.431439,0.83765,0.533437,0.425912,0.728461,0.531912,0.423316,0.673719,0.504371,0.524025,0.801238,0.467579,0.622212,0.728274,0.564087,0.665811,0.813376,0.461495,0.62497,0.758294,0.490553,0.635733,0.766432,0.533522,0.425955,0.73368,0.544176,0.545831,0.821244,0.534985,0.673886,0.798095,0.522723,0.226914,0.888486,0.528848,0.665741,0.859602
62,2.4800000000000013,0.485985,0.43418,0.831047,0.52731,0.425972,0.702178,0.528842,0.42331,0.601642,0.544081,0.548582,0.454843,0.531926,0.665634,0.375891,0.562523,0.665686,0.531661,0.530323,0.665805,0.391741,0.556485,0.65218,0.452869,0.524278,0.426062,0.697945,0.542655,0.548576,0.452092,0.533413,0.67396,0.526083,0.518078,0.22702,0.890777,0.528841,0.665819,0.585209
63,2.5200000000000014,0.473771,0.439622,0.829714,0.521156,0.436847,0.714957,0.522763,0.43146,0.611361,0.536502,0.551326,0.597838,0.531896,0.665733,0.548159,0.455327,0.644045,0.608981,0.528843,0.668432,0.563903,0.557882,0.649423,0.571561,0.5196,0.439583,0.665932,0.485988,0.535034,0.553815,0.432398,0.619455,0.643707,0.50738,0.229697,0.91226,0.429328,0.605861,0.559819
64,2.5600000000000014,0.467606,0.442248,0.823338,0.509016,0.4423,0.673492,0.510467,0.439637,0.574192,0.476777,0.537741,0.547782,0.423142,0.616605,0.546381,0.562552,0.663138,0.587315,0.420146,0.616612,0.569992,0.446175,0.638413,0.626975,0.509,0.44494,0.68871,0.533411,0.55401,0.562442,0.533442,0.676596,0.598146,0.496687,0.2299,0.875871,0.530317,0.665815,0.655499
65,2.6000000000000014,0.459894,0.445004,0.916908,0.498213,0.444947,0.722944,0.49518,0.442356,0.675348,0.46761,0.537693,0.81253,0.420086,0.62489,0.731027,0.562562,0.662971,0.817467,0.413976,0.627666,0.750389,0.44456,0.641257,0.848926,0.504316,0.445022,0.710848,0.527299,0.553958,0.819576,0.5365,0.67126,0.767711,0.487508,0.232635,0.813449,0.528871,0.665785,0.830658
66,2.6400000000000015,0.452261,0.445171,0.864261,0.489026,0.44225,0.67878,0.484482,0.442251,0.628515,0.458428,0.535026,0.875285,0.412462,0.641122,0.775096,0.56099,0.657533,0.774614,0.409443,0.641342,0.830053,0.435515,0.643965,0.856531,0.493589,0.442362,0.698076,0.519628,0.551338,0.818615,0.534964,0.673905,0.761987,0.481373,0.232561,0.865711,0.525798,0.665904,0.795283
67,2.6800000000000015,0.447721,0.445159,0.915214,0.479865,0.431482,0.674688,0.479841,0.428764,0.588085,0.447751,0.535044,0.774549,0.409344,0.64669,0.64052,0.557949,0.646687,0.68213,0.406343,0.652145,0.66071,0.435388,0.643951,0.751875,0.481334,0.4369,0.679612,0.507332,0.548583,0.667073,0.533394,0.679356,0.715682,0.470591,0.229866,0.895804,0.524238,0.67125,0.704652
68,2.7200000000000015,0.446109,0.44786,0.910193,0.470682,0.436915,0.752116,0.473725,0.436845,0.62487,0.493589,0.554013,0.566767,0.524283,0.668451,0.473425,0.435445,0.657626,0.511346,0.522723,0.676679,0.532987,0.539572,0.630314,0.563775,0.467619,0.439596,0.696809,0.44306,0.535066,0.493875,0.410879,0.663016,0.576943,0.459956,0.229775,0.911715,0.406322,0.654846,0.548598
69,2.7600000000000016,0.444567,0.447776,0.872317,0.461462,0.42879,0.720276,0.469072,0.428682,0.652039,0.475229,0.554087,0.570661,0.522741,0.668565,0.55457,0.435519,0.660261,0.574451,0.521154,0.679329,0.631039,0.527346,0.62211,0.639393,0.458433,0.434158,0.735796,0.435377,0.537713,0.557818,0.410881,0.663104,0.700231,0.449235,0.227167,0.905134,0.40482,0.65761,0.642206
70,2.8000000000000016,0.438525,0.447692,0.876522,0.455305,0.42603,0.698727,0.453811,0.425932,0.633932,0.432369,0.532298,0.845396,0.40937,0.65757,0.782457,0.524277,0.616642,0.762532,0.40783,0.662974,0.838571,0.433858,0.644041,0.845614,0.455371,0.431383,0.727279,0.45839,0.554028,0.875436,0.508988,0.663029,0.795955,0.444598,0.227115,0.91803,0.505835,0.665796,0.771723
71,2.8400000000000016,0.435418,0.445148,0.926171,0.446215,0.423261,0.76851,0.449205,0.423235,0.664351,0.429282,0.535033,0.77578,0.409387,0.657605,0.762549,0.507376,0.619293,0.7927,0.406365,0.662967,0.823253,0.432405,0.644032,0.82891,0.44608,0.42589,0.747863,0.435459,0.540436,0.748236,0.493585,0.662925,0.752943,0.435376,0.226933,0.892172,0.48297,0.665731,0.807434
72,2.8800000000000017,0.433867,0.444954,0.911198,0.438522,0.423207,0.739624,0.444592,0.420497,0.657134,0.424714,0.540404,0.803763,0.409379,0.657612,0.776432,0.487491,0.622112,0.801484,0.40632,0.662985,0.851219,0.432367,0.644061,0.83473,0.435497,0.425929,0.762263,0.424747,0.545881,0.800946,0.470596,0.665743,0.797214,0.424717,0.221593,0.839526,0.45999,0.66844,0.818153
73,2.9200000000000017,0.424773,0.444897,0.886461,0.433849,0.42053,0.771196,0.435477,0.420459,0.655036,0.423218,0.535078,0.819843,0.409424,0.657548,0.793705,0.469105,0.633101,0.737156,0.407833,0.662916,0.8901,0.432373,0.643925,0.866733,0.429279,0.42321,0.742759,0.412446,0.535075,0.858632,0.446171,0.665682,0.761335,0.418618,0.221607,0.842467,0.440007,0.665708,0.724527
74,2.9600000000000017,0.423208,0.444989,0.968274,0.424708,0.420522,0.768932,0.433865,0.417779,0.72635,0.423211,0.537702,0.867438,0.409385,0.654842,0.558054,0.441563,0.644016,0.617244,0.407826,0.66028,0.615179,0.433828,0.644005,0.807867,0.420137,0.423257,0.77236,0.39871,0.535003,0.907394,0.418568,0.665665,0.603344,0.410904,0.218902,0.851923,0.410905,0.663021,0.652727
75,3.0000000000000018,0.42008,0.444968,0.895228,0.420121,0.423169,0.773714,0.424742,0.420531,0.697973,0.423121,0.537751,0.843472,0,0,0,0.421611,0.660245,0.741284,0,0,0,0.433874,0.644066,0.864007,0.410955,0.423321,0.757909,0.386507,0.532288,0.905836,0.389484,0.676594,0.806267,0.400279,0.218925,0.815236,0.383371,0.668504,0.79121
76,3.040000000000002,0.410976,0.444995,0.949839,0.410997,0.423245,0.772011,0.421605,0.420552,0.734252,0.421646,0.540449,0.830973,0.410943,0.654884,0.59476,0.392583,0.665693,0.806092,0.40789,0.66291,0.724609,0.432392,0.644077,0.844394,0.406351,0.42595,0.737356,0.378766,0.534929,0.859264,0.364998,0.67124,0.81617,0.395598,0.221632,0.851835,0.358874,0.665801,0.776015
77,3.080000000000002,0.406326,0.447685,0.879959,0.406334,0.423181,0.778659,0.410984,0.420481,0.720832,0.414039,0.537714,0.795905,0.409399,0.657575,0.770679,0.369608,0.665837,0.768311,0.403298,0.662917,0.843797,0.433845,0.644059,0.856635,0.39864,0.425914,0.794304,0.372656,0.534942,0.920647,0.342029,0.665776,0.812532,0.386424,0.224405,0.897901,0.335897,0.660259,0.763121
78,3.120000000000002,0.397168,0.447801,0.913698,0.398628,0.425966,0.788492,0.407815,0.423252,0.721331,0.412456,0.545862,0.813074,0.40942,0.65758,0.763778,0.349616,0.665645,0.831072,0.404832,0.662914,0.826776,0.432373,0.644034,0.839561,0.389528,0.42873,0.718543,0.36503,0.535064,0.833678,0.323653,0.649415,0.822888,0.375749,0.227128,0.901997,0.316013,0.641232,0.813663
79,3.160000000000002,0.389473,0.450598,0.837703,0.389495,0.428677,0.728534,0.394068,0.425913,0.639789,0.360414,0.53503,0.642858,0.302218,0.633044,0.544239,0.436974,0.660246,0.657115,0.300659,0.635799,0.593345,0.334318,0.643911,0.615083,0.386506,0.434126,0.740415,0.409344,0.545858,0.666426,0.410876,0.665699,0.763326,0.371133,0.229708,0.918739,0.406304,0.66032,0.735154
80,3.200000000000002,0.383351,0.458651,0.834813,0.383388,0.42879,0.775074,0.388019,0.426031,0.714841,0.401739,0.548587,0.783871,0.409344,0.660277,0.751056,0.323679,0.663111,0.818612,0.403303,0.663036,0.812951,0.432323,0.643988,0.822101,0.374188,0.436887,0.74391,0.349654,0.540432,0.842757,0.299081,0.641284,0.844769,0.36041,0.232546,0.891379,0.291482,0.627652,0.744994
81,3.240000000000002,0.372616,0.46143,0.85036,0.372707,0.428783,0.781468,0.380333,0.426009,0.718774,0.397124,0.545889,0.826082,0.409332,0.660215,0.744637,0.323582,0.665689,0.779363,0.403289,0.662998,0.827083,0.43085,0.643936,0.818412,0.36502,0.436872,0.70566,0.338967,0.54044,0.819968,0.296068,0.646721,0.778553,0.34973,0.235299,0.856302,0.288477,0.638537,0.809902
82,3.280000000000002,0.360456,0.461432,0.859229,0.362002,0.431407,0.767804,0.372642,0.426035,0.768264,0.387935,0.545869,0.82805,0.40787,0.660329,0.730191,0.319045,0.665662,0.785316,0.40178,0.663066,0.83082,0.426224,0.641211,0.816219,0.355807,0.43959,0.715032,0.332833,0.540465,0.796924,0.289966,0.654893,0.807067,0.345069,0.235232,0.83261,0.286876,0.643956,0.851857
83,3.320000000000002,0.349662,0.461427,0.867844,0.352726,0.428731,0.764197,0.36193,0.425968,0.778708,0.374189,0.540469,0.859529,0.40479,0.662888,0.71104,0.317505,0.665725,0.779873,0.400207,0.663108,0.842703,0.42162,0.630305,0.820765,0.345074,0.436852,0.714975,0.323635,0.540376,0.858191,0.28841,0.662986,0.881342,0.335831,0.232622,0.867877,0.283849,0.654797,0.760927
84,3.360000000000002,0.337459,0.46134,0.864444,0.345062,0.42606,0.76354,0.349757,0.423333,0.755757,0.360453,0.545823,0.852689,0.400274,0.662983,0.754867,0.317519,0.66574,0.793954,0.398662,0.665715,0.870998,0.41095,0.622051,0.867534,0.335905,0.431456,0.742719,0.314433,0.540418,0.82965,0.288429,0.665667,0.891169,0.325144,0.229944,0.865364,0.283844,0.660276,0.798287
85,3.400000000000002,0.325197,0.453289,0.869089,0.335867,0.426052,0.78562,0.343546,0.425896,0.712473,0.348089,0.543178,0.846203,0.398653,0.662917,0.796626,0.316026,0.665721,0.811924,0.397167,0.663113,0.886949,0.398712,0.611289,0.84847,0.325243,0.431415,0.741437,0.311393,0.543124,0.842616,0.289929,0.66571,0.88726,0.314483,0.229797,0.890163,0.285366,0.660314,0.816479
86,3.440000000000002,0.312897,0.453215,0.865323,0.328276,0.423339,0.738218,0.337409,0.423246,0.732901,0.332853,0.53768,0.840789,0.381853,0.657574,0.627893,0.317509,0.665688,0.824691,0.378754,0.662972,0.720795,0.386373,0.603098,0.872937,0.323607,0.426011,0.734637,0.309863,0.540376,0.785303,0.28849,0.665712,0.880954,0.309864,0.227135,0.902057,0.285341,0.660323,0.811109
87,3.480000000000002,0.300683,0.450452,0.854974,0.323648,0.42053,0.751436,0.33282,0.420445,0.664386,0.322103,0.535081,0.857407,0.361911,0.64671,0.771334,0.317497,0.665677,0.837548,0.360413,0.654867,0.81563,0.371117,0.605775,0.834947,0.314488,0.423188,0.723863,0.305277,0.537707,0.792349,0.289937,0.66578,0.86023,0.300645,0.227066,0.909658,0.285317,0.66288,0.814988
88,3.5200000000000022,0.288358,0.44773,0.883021,0.314513,0.415075,0.706626,0.323694,0.415099,0.702355,0.309833,0.532285,0.848522,0.337441,0.643923,0.72893,0.317526,0.663126,0.83347,0.335907,0.649422,0.813566,0.349749,0.608571,0.825054,0.311323,0.415107,0.721422,0.300745,0.534988,0.841628,0.288477,0.665799,0.884425,0.291526,0.224365,0.834578,0.283851,0.662906,0.822585
89,3.5600000000000023,0.274708,0.442315,0.906104,0.311336,0.417757,0.755488,0.319065,0.415073,0.679337,0.294573,0.526818,0.780187,0.323646,0.641107,0.288441,0.315985,0.662957,0.806859,0.322124,0.644051,0.353454,0.334386,0.619452,0.881985,0.300698,0.420445,0.760979,0.299155,0.534868,0.85647,0.288486,0.665858,0.870416,0.286886,0.224355,0.872101,0.285305,0.662977,0.846292
90,3.6000000000000023,0.263919,0.442362,0.912912,0.300756,0.417774,0.737848,0.311368,0.415062,0.704324,0.285375,0.521365,0.72853,0.288393,0.646627,0.403833,0.31908,0.662887,0.730243,0.286864,0.649446,0.437574,0.31144,0.63031,0.676865,0.296103,0.420442,0.721892,0.291497,0.53214,0.744518,0.289985,0.66576,0.732613,0.276258,0.224331,0.844472,0.285358,0.662905,0.768621
91,3.6400000000000023,0.253208,0.444887,0.908124,0.299068,0.417812,0.741833,0.305267,0.415063,0.662016,0.274636,0.518648,0.859069,0.274579,0.635778,0.724009,0.317545,0.662877,0.816147,0.273046,0.641231,0.84517,0.290012,0.622276,0.777192,0.288457,0.420535,0.744916,0.297567,0.537678,0.776843,0.289973,0.665843,0.79073,0.273062,0.226962,0.849862,0.283813,0.662964,0.849168
92,3.6800000000000024,0.247051,0.442345,0.865991,0.2885,0.420548,0.757243,0.299126,0.417778,0.706045,0.265485,0.524089,0.832476,0.250145,0.627644,0.724883,0.31908,0.663021,0.858984,0.247078,0.635783,0.766082,0.268509,0.627632,0.788096,0.28384,0.42326,0.729173,0.291488,0.537696,0.817931,0.291498,0.665906,0.814722,0.263934,0.226974,0.878859,0.285381,0.663077,0.896527
93,3.7200000000000024,0.237876,0.442293,0.90075,0.283849,0.423146,0.730639,0.289997,0.417841,0.681573,0.262402,0.526791,0.862416,0.227239,0.622095,0.729171,0.319075,0.663055,0.83792,0.225629,0.62227,0.779329,0.250179,0.630288,0.828562,0.276113,0.423293,0.737249,0.289939,0.537702,0.815028,0.289995,0.665875,0.822478,0.259315,0.227131,0.870091,0.285326,0.663009,0.865824
94,3.7600000000000025,0.228687,0.444974,0.907787,0.276207,0.425975,0.758321,0.286865,0.423249,0.724805,0.254709,0.529478,0.801751,0.213397,0.613992,0.714492,0.320547,0.663032,0.820688,0.210295,0.61668,0.746233,0.236341,0.624985,0.826503,0.268546,0.428706,0.702398,0.288398,0.545831,0.826441,0.292994,0.665878,0.791888,0.250159,0.229779,0.900027,0.285381,0.662996,0.852943
95,3.8000000000000025,0.224118,0.445021,0.896158,0.26853,0.431443,0.695252,0.276203,0.426052,0.685657,0.248607,0.532291,0.803928,0.201134,0.613959,0.720481,0.31906,0.663019,0.830455,0.198033,0.616628,0.746739,0.224113,0.627683,0.813711,0.262394,0.439562,0.710108,0.286837,0.553901,0.833085,0.293025,0.668446,0.805717,0.241004,0.232502,0.845467,0.286819,0.663076,0.861139
96,3.8400000000000025,0.214918,0.447687,0.942046,0.262371,0.428683,0.738571,0.270057,0.425943,0.664181,0.239353,0.532273,0.855092,0.192004,0.619374,0.738568,0.317526,0.662975,0.828235,0.190364,0.619498,0.813955,0.216436,0.633051,0.807445,0.253189,0.431478,0.695843,0.280746,0.553956,0.818557,0.293022,0.668477,0.786814,0.237834,0.235278,0.844977,0.286809,0.663127,0.850692
97,3.8800000000000026,0.211817,0.450478,0.881007,0.251695,0.439578,0.742022,0.260832,0.431465,0.638891,0.227221,0.53235,0.867145,0.188926,0.624931,0.723924,0.316006,0.657588,0.76838,0.185815,0.630314,0.734107,0.213441,0.638512,0.866664,0.248588,0.442331,0.708371,0.274681,0.553972,0.864434,0.293041,0.665898,0.766727,0.227169,0.238029,0.839585,0.285368,0.663131,0.842132
98,3.9200000000000026,0.202724,0.450462,0.897244,0.243988,0.428705,0.704894,0.251664,0.425976,0.698031,0.221012,0.532221,0.834786,0.185833,0.641126,0.733403,0.314458,0.649396,0.805586,0.181211,0.643862,0.783636,0.211878,0.641082,0.846427,0.23785,0.431457,0.719915,0.265505,0.55133,0.811745,0.289999,0.668468,0.779135,0.222585,0.235262,0.809099,0.283807,0.665757,0.801379
99,3.9600000000000026,0.201061,0.447836,0.906898,0.236378,0.428663,0.730001,0.242507,0.426037,0.670089,0.213392,0.529561,0.885227,0.185797,0.641328,0.69394,0.311355,0.641187,0.850946,0.17971,0.644098,0.727851,0.210334,0.641098,0.803727,0.227198,0.428715,0.736414,0.254758,0.551344,0.818573,0.28847,0.665858,0.820097,0.213411,0.232638,0.878189,0.279269,0.665876,0.797112
100,4.000000000000003,0.196564,0.444981,0.860093,0.227109,0.425919,0.769852,0.236307,0.42594,0.702609,0.205766,0.532202,0.8359,0.185798,0.643984,0.709599,0.302179,0.624904,0.811662,0.1797,0.649371,0.743474,0.208816,0.641234,0.818287,0.218011,0.423302,0.741595,0.240932,0.551332,0.852852,0.28689,0.663119,0.848598,0.207256,0.229959,0.836348,0.27622,0.665787,0.848272
101,4.040000000000003,0.190392,0.445151,0.92735,0.221065,0.423226,0.731434,0.227243,0.423251,0.720173,0.202696,0.532248,0.88446,0.182786,0.644051,0.700826,0.291474,0.616607,0.742306,0.178214,0.649457,0.772396,0.208779,0.641302,0.815689,0.213421,0.423263,0.749476,0.225648,0.548572,0.78105,0.279212,0.663046,0.788759,0.2011,0.229836,0.901349,0.274594,0.665866,0.817906
102,4.080000000000003,0.18736,0.447736,0.912612,0.214949,0.417831,0.738861,0.225588,0.420451,0.714415,0.201189,0.532215,0.865295,0.184277,0.644054,0.721158,0.277731,0.605823,0.780049,0.178225,0.649448,0.797742,0.207259,0.641221,0.827474,0.208809,0.420441,0.702091,0.207274,0.537748,0.749025,0.265424,0.660262,0.771154,0.190495,0.229864,0.891197,0.260889,0.665664,0.82643
103,4.120000000000003,0.184276,0.445107,0.862543,0.211844,0.420489,0.744078,0.217979,0.420463,0.689212,0.202615,0.537642,0.847991,0.18427,0.644054,0.750472,0.263912,0.605829,0.807858,0.178219,0.649451,0.823086,0.205752,0.641269,0.853078,0.202652,0.42057,0.751609,0.198093,0.545822,0.737711,0.250102,0.652151,0.78863,0.187365,0.229736,0.888625,0.240985,0.660289,0.798514
104,4.160000000000003,0.178193,0.444996,0.903789,0.202733,0.415052,0.746977,0.213392,0.415048,0.731243,0.201187,0.534931,0.863073,0.184268,0.644034,0.762562,0.250062,0.616722,0.778576,0.178234,0.649383,0.843945,0.205706,0.641245,0.863973,0.19804,0.415084,0.697631,0.187335,0.537674,0.813955,0.227155,0.652164,0.713388,0.17969,0.229714,0.893454,0.224066,0.657581,0.723734
105,4.200000000000003,0.176597,0.444908,0.883659,0.201057,0.41779,0.74672,0.21029,0.415066,0.678676,0.199631,0.532224,0.836213,0.187357,0.64402,0.814456,0.228697,0.619466,0.724042,0.182782,0.649421,0.801531,0.204253,0.641257,0.820015,0.190378,0.420482,0.75965,0.176628,0.534942,0.89708,0.213369,0.646647,0.580346,0.176588,0.227079,0.905728,0.205752,0.646778,0.508926
106,4.240000000000003,0.173563,0.444955,0.84172,0.191995,0.417814,0.727918,0.202682,0.417748,0.733625,0.199551,0.532289,0.837163,0.184318,0.646762,0.314412,0.213313,0.646641,0.767161,0.184288,0.65481,0.347264,0.211825,0.641171,0.82256,0.185791,0.420528,0.699908,0.165864,0.534931,0.90568,0.188878,0.66305,0.774182,0.165973,0.227044,0.887167,0.181219,0.660295,0.753618
107,4.280000000000003,0.165967,0.445051,0.922844,0.188882,0.420484,0.75708,0.199592,0.417775,0.693057,0.193455,0.532219,0.844944,0,0,0,0.191954,0.646736,0.769185,0.190424,0.64944,0.145165,0.208785,0.638546,0.823072,0.178178,0.423165,0.750359,0.155191,0.532329,0.899649,0.16746,0.665669,0.866147,0.162879,0.227046,0.897558,0.162866,0.66294,0.828224
108,4.320000000000003,0.164304,0.445063,0.869513,0.184278,0.42055,0.707827,0.19347,0.420447,0.684263,0.190462,0.532248,0.864939,0.188945,0.643835,0.551018,0.17358,0.66026,0.784653,0.187351,0.64666,0.601787,0.205764,0.641192,0.836816,0.175077,0.423249,0.697909,0.152109,0.532356,0.924117,0.145995,0.665669,0.850054,0.153745,0.227171,0.876889,0.139876,0.66288,0.771112
109,4.360000000000003,0.155211,0.445138,0.882975,0.178196,0.423313,0.757326,0.188947,0.423158,0.743132,0.190362,0.534924,0.878949,0.184284,0.644041,0.695815,0.15523,0.662995,0.774985,0.17815,0.649439,0.804838,0.207233,0.641235,0.834732,0.16746,0.426023,0.724718,0.146,0.534916,0.846008,0.127657,0.663125,0.890618,0.150609,0.227179,0.892548,0.119995,0.657597,0.758104
110,4.400000000000003,0.152121,0.447807,0.880827,0.175046,0.423232,0.729067,0.184302,0.420501,0.680413,0.188841,0.535032,0.862428,0.184308,0.644064,0.717534,0.139864,0.662964,0.76125,0.178211,0.65208,0.775098,0.20575,0.64119,0.834524,0.164308,0.425959,0.72255,0.141415,0.5377,0.865914,0.109225,0.660217,0.801427,0.141493,0.229859,0.893636,0.103159,0.646653,0.82498
111,4.440000000000003,0.144451,0.450547,0.849752,0.165953,0.425975,0.751431,0.178123,0.423196,0.738615,0.185797,0.537683,0.809025,0.184304,0.644093,0.688175,0.12763,0.660286,0.807545,0.178221,0.652097,0.764814,0.205731,0.641195,0.834161,0.155218,0.428778,0.699694,0.139803,0.540379,0.81762,0.101579,0.644041,0.826185,0.138372,0.22992,0.868487,0.0939542,0.63849,0.797455
112,4.480000000000003,0.139803,0.453231,0.832057,0.164311,0.425987,0.741302,0.175111,0.423297,0.730679,0.17825,0.537768,0.826408,0.184295,0.646634,0.684631,0.116963,0.660347,0.799748,0.178217,0.652143,0.755394,0.204246,0.641112,0.829268,0.152103,0.428729,0.700763,0.132204,0.543128,0.772894,0.0908236,0.641227,0.871936,0.129183,0.232535,0.874242,0.0817251,0.627613,0.772696
113,4.520000000000003,0.129244,0.456004,0.867769,0.153726,0.428668,0.728822,0.165942,0.423328,0.734365,0.176613,0.537707,0.868928,0.184284,0.646671,0.690572,0.116977,0.660282,0.809674,0.17822,0.654804,0.766096,0.204211,0.641146,0.840922,0.14292,0.431477,0.691735,0.127598,0.548577,0.83665,0.0908893,0.6441,0.889517,0.126102,0.232621,0.848212,0.0862793,0.641117,0.840483
114,4.560000000000003,0.123033,0.455984,0.804143,0.150615,0.428693,0.723312,0.164295,0.425987,0.742276,0.167489,0.535095,0.838281,0.182779,0.646715,0.687073,0.116928,0.663017,0.792663,0.178201,0.654874,0.778965,0.202718,0.638436,0.843484,0.138357,0.431441,0.684085,0.121496,0.545901,0.780937,0.0908076,0.654845,0.84175,0.115446,0.235225,0.865873,0.083216,0.643963,0.861997
115,4.600000000000003,0.115293,0.458626,0.824414,0.141364,0.428726,0.720231,0.153636,0.42595,0.727369,0.164319,0.535021,0.880611,0.181249,0.646734,0.683202,0.116885,0.663013,0.793955,0.178175,0.654849,0.784488,0.201157,0.633079,0.831303,0.127669,0.43416,0.696269,0.115435,0.551303,0.846284,0.0878183,0.660344,0.833299,0.113856,0.235263,0.850019,0.081664,0.649372,0.807539
116,4.640000000000003,0.104604,0.450582,0.894213,0.133738,0.425952,0.692092,0.146033,0.423263,0.691187,0.153668,0.535116,0.876608,0.18125,0.646753,0.684699,0.116862,0.662986,0.802778,0.178179,0.654886,0.805548,0.199564,0.624863,0.815575,0.119994,0.428671,0.678351,0.112335,0.553914,0.819673,0.0878121,0.66294,0.843658,0.10463,0.232522,0.89783,0.0802123,0.652129,0.799001
117,4.680000000000003,0.0939249,0.450562,0.85478,0.127686,0.425986,0.743686,0.141385,0.423318,0.744085,0.144496,0.535071,0.849279,0.18121,0.646753,0.733114,0.116878,0.662953,0.784861,0.178161,0.654888,0.848684,0.19196,0.619527,0.843596,0.115329,0.428678,0.713968,0.106162,0.553944,0.845886,0.0878315,0.662977,0.848845,0.101563,0.229938,0.874862,0.0816713,0.654822,0.787189
118,4.720000000000003,0.0862813,0.447894,0.858744,0.121507,0.423314,0.702772,0.136793,0.423225,0.710818,0.136843,0.534877,0.880635,0.178235,0.64677,0.771877,0.116878,0.66293,0.796789,0.176685,0.657524,0.848366,0.188834,0.614004,0.847084,0.107729,0.425994,0.701469,0.104651,0.548573,0.830261,0.0892898,0.662982,0.842576,0.092441,0.229961,0.903999,0.0816744,0.654838,0.794326
119,4.760000000000003,0.0785499,0.447796,0.904781,0.116866,0.425961,0.784464,0.129165,0.425903,0.773328,0.129094,0.534902,0.917244,0.176598,0.646674,0.766378,0.116871,0.662879,0.791283,0.175037,0.652148,0.797893,0.178184,0.603082,0.859587,0.10312,0.426047,0.747303,0.103161,0.545817,0.813396,0.0893261,0.662998,0.834867,0.0893639,0.229852,0.892253,0.0817042,0.657501,0.76642
120,4.800000000000003,0.0678897,0.445143,0.921327,0.113874,0.425962,0.739214,0.127599,0.423323,0.75697,0.124559,0.53486,0.874228,0.165893,0.644029,0.77846,0.116887,0.660332,0.789183,0.164334,0.649384,0.824098,0.17049,0.60314,0.810311,0.100069,0.428671,0.706171,0.103088,0.543155,0.794325,0.0893242,0.663014,0.829488,0.0817505,0.229898,0.87088,0.0816853,0.65753,0.767316
121,4.840000000000003,0.0587208,0.445044,0.883239,0.107726,0.423328,0.734895,0.123022,0.423264,0.721266,0.116925,0.534877,0.914795,0.153664,0.643867,0.715788,0.116899,0.660264,0.796018,0.152075,0.646642,0.77871,0.164311,0.608557,0.831126,0.0939332,0.425985,0.730948,0.101594,0.545831,0.788035,0.0893227,0.663016,0.849316,0.0800923,0.229758,0.927289,0.0816791,0.657525,0.790399
122,4.8800000000000034,0.0541041,0.436877,0.873196,0.104712,0.426014,0.778781,0.118431,0.42595,0.759707,0.115354,0.532346,0.906591,0.141385,0.643875,0.750014,0.11692,0.660278,0.794881,0.138364,0.646732,0.838145,0.153644,0.616663,0.869219,0.0923856,0.428727,0.742518,0.100019,0.545829,0.775723,0.0893366,0.662985,0.854509,0.0785514,0.229833,0.918952,0.0816928,0.654868,0.771035
