frame,elapsed_time(s),spine-hip_x,spine-hip_y,spine-hip_c,r-hip_x,r-hip_y,r-hip_c,r-knee_x,r-knee_y,r-knee_c,r-ankle_x,r-ankle_y,r-ankle_c,r-heel_x,r-heel_y,r-heel_c,r-bigtoe_x,r-bigtoe_y,r-bigtoe_c,r-smalltoe_x,r-smalltoe_y,r-smalltoe_c,l-hip_x,l-hip_y,l-hip_c,l-knee_x,l-knee_y,l-knee_c,l-ankle_x,l-ankle_y,l-ankle_c,l-heel_x,l-heel_y,l-heel_c,l-bigtoe_x,l-bigtoe_y,l-bigtoe_c,l-smalltoe_x,l-smalltoe_y,l-smalltoe_c
69,2.7600000000000016,419.105,241.345,0.896663,437.087,229.447,0.804122,440.028,229.356,0.836221,416.037,292.524,0.783728,391.933,349.823,0.733508,503.414,331.747,0.777038,379.949,352.882,0.725306,416.073,349.71,0.870138,437.073,232.333,0.828772,440.033,298.622,0.902885,491.253,355.905,0.864077,425.172,126.871,0.846753,479.264,364.805,0.756564
70,2.8000000000000016,418.987,235.325,0.928912,425.109,229.244,0.873956,431.068,226.426,0.840728,422.029,298.519,0.911143,470.238,355.779,0.70064,419.136,352.784,0.790606,467.134,361.878,0.783188,473.386,328.787,0.796146,422.22,229.279,0.922078,416.055,298.494,0.881239,394.856,352.871,0.753227,419.182,123.944,0.879906,388.974,349.727,0.711825
71,2.8400000000000016,418.906,232.463,0.90353,421.958,226.429,0.87102,422.199,226.355,0.831713,413.046,295.471,0.793813,394.813,349.848,0.750576,467.22,340.803,0.813665,385.87,352.903,0.746422,416.062,346.886,0.887956,419.083,229.29,0.904291,412.972,298.473,0.864067,449.172,358.797,0.701443,413.005,120.959,0.816744,443.143,358.862,0.713482
72,2.8800000000000017,413.005,229.461,0.825008,418.917,226.27,0.843697,419.023,226.182,0.816997,403.965,286.563,0.798698,394.997,349.814,0.634629,443.198,346.72,0.930533,394.821,352.819,0.6778,419.106,346.668,0.865342,418.875,226.357,0.886011,397.985,292.598,0.860453,419.023,355.845,0.731288,401.015,118,0.833884,407.052,355.779,0.683454
73,2.9200000000000017,400.98,235.356,0.89125,412.965,226.406,0.821784,418.87,226.322,0.831197,404.049,292.559,0.812344,394.945,349.921,0.371616,422.233,349.715,0.852268,391.96,355.782,0.39045,418.963,346.706,0.823487,404.035,229.272,0.838405,379.961,289.604,0.82514,397.972,364.774,0.825187,395.064,117.957,0.882162,391.986,355.873,0.78087
74,2.9600000000000017,398.027,232.391,0.929567,398.006,226.382,0.903024,403.979,226.297,0.834256,400.971,295.53,0.89669,410.008,355.86,0.185997,400.996,349.922,0.91349,397.951,364.827,0.179999,418.87,349.682,0.901876,395.003,226.457,0.913777,371.016,289.591,0.906236,376.847,364.824,0.869208,388.976,115.01,0.82743,370.916,361.863,0.866245
75,3.0000000000000018,395.009,235.367,0.916011,394.97,229.37,0.904141,397.949,229.321,0.857434,398.155,295.623,0.905149,409.982,349.895,0.448751,376.942,355.772,0.850741,397.953,352.817,0.516824,418.985,346.899,0.911271,391.993,229.411,0.891835,367.868,292.63,0.872978,349.929,364.853,0.779526,376.955,117.956,0.840765,349.69,355.849,0.735208
76,3.040000000000002,394.858,235.337,0.890338,391.906,229.398,0.841158,391.962,229.352,0.828159,395.094,292.575,0.797376,394.976,349.819,0.534788,349.905,358.84,0.731052,388.906,352.872,0.550188,418.928,346.805,0.81188,391.908,229.474,0.872445,358.805,289.57,0.716762,325.73,355.842,0.670072,370.967,123.929,0.865777,322.784,349.864,0.619484
77,3.080000000000002,382.917,241.438,0.853839,379.855,229.433,0.836473,379.863,229.375,0.851978,352.903,292.56,0.770751,304.738,346.698,0.63498,421.969,352.84,0.76689,301.615,346.801,0.726745,328.734,349.724,0.80618,379.944,229.479,0.822743,395.026,295.63,0.826262,394.977,358.861,0.671928,367.857,126.917,0.884193,391.979,349.957,0.642891
78,3.120000000000002,373.958,241.41,0.902785,373.753,229.405,0.874017,374.042,229.311,0.843666,394.83,295.634,0.89899,394.814,352.776,0.683093,319.736,352.919,0.825326,379.947,355.865,0.720199,416.034,346.924,0.877177,370.793,229.476,0.862987,346.746,298.458,0.86658,292.618,346.807,0.813133,352.911,127.028,0.877913,289.584,337.803,0.694796
79,3.160000000000002,370.846,247.387,0.893216,370.725,232.439,0.834149,370.817,232.337,0.822526,349.828,292.608,0.621199,283.544,337.759,0.425294,419.11,349.904,0.628796,277.539,337.778,0.488065,307.592,346.908,0.641,367.923,235.401,0.843129,385.925,298.518,0.593099,394.904,361.888,0.545572,349.681,129.894,0.912107,391.859,352.905,0.557158
80,3.200000000000002,355.777,247.33,0.86256,355.769,232.446,0.821216,352.9,232.32,0.832138,325.867,295.634,0.871398,280.594,343.728,0.74955,419.064,349.906,0.883433,277.419,346.676,0.826142,301.768,349.747,0.915995,355.844,235.396,0.80983,379.881,298.618,0.864823,394.971,361.894,0.854934,343.7,129.979,0.91129,388.941,352.908,0.794353
81,3.240000000000002,346.848,247.473,0.917013,346.918,232.339,0.876764,349.922,229.412,0.852789,370.915,295.564,0.903777,391.986,352.791,0.658947,301.748,352.839,0.797896,382.939,358.824,0.684361,409.991,346.662,0.811249,346.686,232.437,0.844273,322.633,295.64,0.827829,277.536,349.855,0.818649,328.802,129.916,0.899261,274.589,346.773,0.773686
82,3.280000000000002,334.772,250.323,0.903394,340.816,235.371,0.837422,346.639,232.311,0.864305,337.745,295.528,0.600333,379.861,349.935,0.347386,416.043,346.75,0.688542,376.997,355.796,0.377975,401.018,343.718,0.650718,337.74,241.364,0.807659,364.817,298.611,0.663217,394.865,358.845,0.557944,322.765,129.887,0.917244,385.919,355.841,0.554302
83,3.320000000000002,322.784,247.391,0.914187,325.882,229.481,0.895881,340.783,229.39,0.87886,346.792,295.548,0.910468,385.959,349.908,0.760095,301.689,352.934,0.865382,376.962,355.883,0.807133,395.071,331.738,0.888665,322.714,232.353,0.885952,301.565,298.458,0.885565,277.462,352.92,0.802875,313.658,129.914,0.873436,274.455,349.777,0.78872
84,3.360000000000002,307.623,250.305,0.913938,322.781,232.445,0.892242,328.796,229.502,0.851935,331.743,298.481,0.902592,379.898,349.844,0.762736,301.72,355.868,0.864003,373.957,352.921,0.83851,388.901,325.828,0.891905,316.707,235.43,0.814894,298.607,298.58,0.901814,277.408,355.869,0.800766,304.631,129.86,0.889215,274.394,349.834,0.817967
85,3.400000000000002,298.666,244.339,0.900767,316.729,229.348,0.884427,322.811,229.239,0.907108,319.608,292.601,0.847854,370.815,349.83,0.731796,301.686,355.846,0.84699,367.794,352.868,0.786197,370.902,322.834,0.986674,304.721,229.463,0.87242,298.489,295.623,0.878618,274.55,355.848,0.79268,298.691,126.989,0.900659,274.349,349.789,0.810401
86,3.440000000000002,283.535,232.419,0.825151,307.666,226.194,0.850145,319.72,223.343,0.857302,301.756,292.566,0.844235,346.888,346.918,0.668592,301.769,355.775,0.811652,343.699,349.933,0.752631,352.836,325.779,0.890999,301.62,226.253,0.90135,295.643,295.612,0.867515,274.49,358.817,0.760669,292.536,126.893,0.835275,271.51,349.881,0.731024
87,3.480000000000002,274.617,235.4,0.910902,301.754,226.222,0.887099,316.607,226.168,0.830922,298.59,283.549,0.873827,328.728,343.671,0.447078,304.618,355.782,0.827257,322.679,346.744,0.532649,337.763,325.893,0.849149,298.569,226.269,0.920837,292.548,292.518,0.803138,274.586,358.87,0.762105,277.683,123.906,0.847243,274.425,349.905,0.763641
88,3.5200000000000022,268.465,232.41,0.88059,298.609,226.21,0.887933,301.71,223.383,0.857113,283.565,280.665,0.841555,283.618,346.711,0.203162,307.611,349.929,0.887009,280.51,346.825,0.273454,319.729,331.786,0.833433,292.616,226.261,0.849489,286.542,289.619,0.782557,277.606,358.8,0.860677,274.581,123.92,0.858961,274.574,352.822,0.911795
89,3.5600000000000023,253.491,229.506,0.910585,289.624,223.26,0.833762,298.599,223.23,0.844682,277.547,280.523,0.876425,274.44,346.877,0.461566,304.747,349.89,0.849742,271.499,349.871,0.496865,298.604,343.679,0.81055,277.674,223.281,0.872472,277.605,283.599,0.846548,277.598,361.824,0.792228,271.522,120.958,0.864234,271.559,352.919,0.78082
90,3.6000000000000023,250.393,229.49,0.953059,280.585,223.23,0.827794,292.593,223.22,0.783082,271.409,277.63,0.835803,262.514,343.674,0.475024,301.693,352.807,0.881832,256.467,343.751,0.568912,283.623,337.765,0.772657,277.389,223.26,0.899744,277.486,283.586,0.854418,274.477,352.909,0.843189,256.412,120.975,0.854884,262.528,349.814,0.845042
91,3.6400000000000023,229.498,232.376,0.897374,277.535,226.208,0.856619,280.576,223.385,0.801935,253.512,277.44,0.950533,244.411,334.69,0.694252,301.763,352.915,0.85889,235.364,337.805,0.762049,256.473,334.786,0.839332,274.568,226.277,0.910999,280.487,292.519,0.843887,277.597,358.794,0.738613,253.392,123.963,0.885913,274.438,352.746,0.785995
92,3.6800000000000024,226.367,232.489,0.889474,274.357,226.304,0.871448,274.578,226.241,0.843521,253.302,280.52,0.891332,226.23,331.777,0.656105,304.696,352.858,0.830771,217.297,337.7,0.720345,241.413,343.677,0.833318,268.469,226.383,0.829112,277.532,292.597,0.875931,277.489,364.764,0.831134,250.346,126.907,0.883411,271.416,352.822,0.887832
93,3.7200000000000024,223.256,235.35,0.845406,262.525,226.295,0.835194,271.539,226.264,0.850857,250.353,283.528,0.855313,205.244,325.867,0.752796,304.63,352.869,0.84583,199.214,328.802,0.766613,226.319,340.779,0.882198,256.408,226.311,0.86608,277.421,295.519,0.882297,277.473,364.889,0.82217,244.401,126.981,0.87252,271.496,352.85,0.805177
94,3.7600000000000025,211.345,235.344,0.856715,253.56,226.447,0.864056,265.443,226.463,0.831306,241.365,286.564,0.800371,196.257,328.659,0.724622,304.699,352.843,0.855137,184.239,328.726,0.780999,211.277,343.644,0.831189,250.419,226.446,0.888946,274.441,295.523,0.876374,277.488,367.734,0.844692,229.507,129.917,0.916164,274.374,352.911,0.799833
95,3.8000000000000025,202.391,235.443,0.875792,250.422,229.275,0.889826,253.504,226.43,0.855361,229.424,286.582,0.842362,190.215,331.717,0.720035,304.622,352.796,0.860089,181.245,334.793,0.794609,205.357,343.77,0.891958,244.356,229.347,0.844638,265.468,295.556,0.829322,274.634,367.751,0.846534,226.408,129.99,0.929301,271.434,352.905,0.79596
96,3.8400000000000025,202.211,244.331,0.885069,244.345,229.313,0.841074,250.276,229.219,0.865404,226.181,286.557,0.848385,184.252,340.738,0.71463,304.575,352.791,0.854434,178.241,343.773,0.779791,205.133,346.656,0.916839,232.465,229.359,0.841647,259.458,295.561,0.843399,274.644,367.798,0.838344,223.35,130.01,0.921836,271.45,355.823,0.766221
97,3.8800000000000026,199.252,238.422,0.876197,229.477,232.311,0.863302,238.369,229.425,0.846271,211.3,295.477,0.818557,181.113,343.828,0.767436,301.702,349.787,0.903289,175.096,346.779,0.797616,202.248,346.765,0.94413,226.416,232.394,0.846918,253.548,298.58,0.910988,277.539,364.833,0.828852,208.34,130.069,0.92346,274.383,355.805,0.804329
98,3.9200000000000026,196.155,232.442,0.855239,226.311,229.308,0.87292,229.336,229.247,0.849612,205.227,289.518,0.861277,181.099,346.834,0.747463,298.654,346.776,0.913579,172.183,349.74,0.751997,202.2,346.849,0.932654,220.37,229.354,0.845445,247.308,298.477,0.876956,277.423,361.869,0.824743,205.203,129.955,0.939724,271.528,355.896,0.758079
99,3.9600000000000026,184.27,238.353,0.810473,214.346,229.278,0.843833,223.322,226.425,0.845721,202.235,289.524,0.851302,181.054,346.921,0.759536,292.558,343.655,0.853111,175.06,349.894,0.742109,202.171,346.737,0.921935,208.3,229.307,0.848858,229.365,298.502,0.907528,277.401,352.91,0.866762,202.13,129.945,0.895144,271.38,355.785,0.757389
100,4.000000000000003,181.224,235.369,0.889716,208.384,229.235,0.870497,223.276,226.445,0.8633,199.172,289.577,0.789484,181.09,349.706,0.744473,277.53,328.773,0.850386,175.071,349.939,0.712651,202.097,346.748,0.87034,205.182,229.261,0.902224,211.306,298.457,0.878679,271.384,349.88,0.842996,196.226,129.835,0.863284,259.427,352.791,0.747099
101,4.040000000000003,178.283,235.349,0.931126,205.295,226.41,0.902032,217.251,226.377,0.84665,196.22,286.579,0.797847,178.258,349.79,0.730055,271.461,325.794,0.828137,172.097,352.78,0.706514,199.295,346.797,0.884921,202.114,226.437,0.916251,199.261,295.633,0.850594,253.507,349.917,0.781952,181.302,129.802,0.911133,250.431,352.878,0.72698
102,4.080000000000003,177.98,232.48,0.909328,202.206,226.368,0.916306,205.369,226.321,0.893178,193.196,289.53,0.78232,178.256,349.758,0.755124,250.527,325.651,0.855772,175.072,352.764,0.73418,202.126,346.779,0.893304,196.159,226.438,0.869183,193.247,298.427,0.863227,241.369,349.815,0.790396,181.124,126.968,0.898834,229.415,352.811,0.775427
103,4.120000000000003,175.069,235.372,0.859145,199.149,226.264,0.890039,202.366,226.215,0.89296,187.191,283.598,0.808029,181.042,349.809,0.785455,235.341,328.804,0.823704,178.008,352.852,0.790701,202.247,346.655,0.903528,187.168,226.324,0.883158,181.216,295.481,0.868281,226.192,349.807,0.799837,178.062,126.927,0.873634,214.273,349.927,0.727929
104,4.160000000000003,166.173,232.454,0.841717,187.23,226.182,0.857744,202.121,223.31,0.867777,187.163,283.504,0.815169,178.265,349.688,0.524489,220.33,337.717,0.788588,178.142,349.893,0.534676,202.201,340.77,0.833332,181.104,226.26,0.916666,172.095,289.611,0.802182,199.164,349.969,0.709988,172.119,126.901,0.849548,184.214,349.945,0.665177
105,4.200000000000003,160.062,235.413,0.892258,181.302,226.244,0.888685,199.107,223.363,0.836027,184.311,286.595,0.837614,178.272,352.902,0.342233,202.316,346.86,0.871152,175.204,355.886,0.37815,202.154,346.866,0.888214,178.09,226.341,0.926762,157.127,292.538,0.865244,178.282,358.789,0.81071,157.131,126.946,0.896399,175.174,352.92,0.787104
106,4.240000000000003,157.112,232.439,0.935943,181.074,226.2,0.905773,187.272,223.32,0.806256,184.159,286.598,0.871936,184.214,352.772,0.191573,184.279,349.771,0.913091,172.124,355.793,0.205168,199.254,346.714,0.892245,175.169,226.282,0.89943,154.018,289.61,0.88682,160.104,361.796,0.87663,157,126.969,0.899016,154.191,355.9,0.891362
107,4.280000000000003,154.218,232.392,0.928122,178.074,226.203,0.922662,181.274,223.288,0.849574,181.312,286.587,0.878295,187.145,349.768,0.249739,175.057,349.73,0.912893,178.2,349.884,0.302431,199.26,346.722,0.85109,169.137,226.328,0.8785,148.083,289.566,0.840097,145.02,355.773,0.844321,151.116,127.018,0.87697,133.09,352.8,0.857787
108,4.320000000000003,153.912,238.402,0.850412,169.173,226.181,0.86329,178.234,223.26,0.864029,181.164,283.562,0.895969,181.293,349.708,0.611918,151.076,352.8,0.94968,178.055,349.899,0.689826,202.231,346.701,0.924412,157.228,226.299,0.895003,136.13,292.516,0.838198,123.935,352.873,0.836028,145.031,127.002,0.86298,112.015,349.888,0.783004
109,4.360000000000003,147.981,238.33,0.835644,160.193,226.294,0.871734,178.017,226.206,0.880706,178.287,283.594,0.904313,178.221,346.894,0.694801,132.954,352.856,0.898618,172.064,349.841,0.751697,202.176,346.682,0.919849,154.107,226.354,0.924449,133.111,289.593,0.844133,105.797,349.849,0.867499,133.133,129.841,0.911921,99.9031,346.83,0.769895
110,4.400000000000003,133.072,244.364,0.908026,157.224,226.3,0.871237,175.028,226.208,0.826471,178.097,286.611,0.889135,178.147,349.729,0.745803,123.916,349.931,0.893306,169.077,349.918,0.801232,202.141,346.721,0.913399,153.981,226.381,0.92511,133.046,289.547,0.860865,90.8786,346.814,0.901297,132.995,129.871,0.920191,87.8609,343.678,0.813905
111,4.440000000000003,132.851,244.327,0.893734,154.104,229.274,0.935939,160.131,226.379,0.86792,172.176,289.554,0.836146,178.15,349.737,0.736608,112.008,349.935,0.905446,169.103,349.952,0.786772,202.078,346.607,0.897327,148.005,229.402,0.857936,130.03,289.623,0.888376,87.7772,346.798,0.911827,129.822,130.016,0.913058,84.8357,340.75,0.818396
112,4.480000000000003,129.847,244.422,0.851155,151.017,229.24,0.907204,157.06,226.37,0.898761,166.063,289.564,0.827808,178.108,349.735,0.706175,111.866,349.942,0.910577,169.076,352.746,0.757243,199.114,343.811,0.864387,136.039,229.361,0.87188,126.857,289.609,0.816044,84.8301,346.912,0.927249,111.987,130.03,0.894155,84.7353,343.783,0.813823
113,4.520000000000003,111.865,244.439,0.88483,139.013,229.384,0.884557,154.082,229.258,0.916134,160.129,289.603,0.863117,178.164,349.777,0.709365,109.084,352.767,0.906621,169.114,352.795,0.752871,196.212,343.804,0.858582,129.974,229.504,0.904304,111.988,295.592,0.856426,84.7912,349.738,0.911211,108.964,129.995,0.961874,84.7103,346.696,0.79413
114,4.560000000000003,106.04,241.39,0.8923,132.924,229.386,0.912477,145.03,229.257,0.850831,156.966,289.621,0.897831,178.215,349.811,0.752281,108.939,352.782,0.898384,172.106,352.845,0.792243,196.24,343.733,0.856645,126.876,229.485,0.856957,108.992,295.626,0.89521,84.7481,349.817,0.884952,105.853,130.001,0.945624,81.841,346.81,0.781803
115,4.600000000000003,102.866,244.383,0.830199,129.868,229.391,0.930324,136.025,229.291,0.870821,150.943,289.614,0.842686,178.144,349.759,0.768112,108.915,352.834,0.900023,169.167,352.779,0.794647,187.211,337.761,0.823407,111.995,229.495,0.84455,105.978,295.59,0.902151,84.7859,349.93,0.848565,102.865,129.966,0.91028,84.7073,349.674,0.766555
116,4.640000000000003,84.8977,247.339,0.893163,120.975,232.315,0.837433,132.968,229.403,0.884948,138.982,292.544,0.847974,178.03,349.783,0.758324,108.882,355.785,0.846469,166.103,352.768,0.805773,181.27,331.807,0.862221,106.032,232.433,0.859456,105.769,298.573,0.896006,84.7153,349.965,0.809883,87.92,129.923,0.898054,81.8841,349.701,0.735315
117,4.680000000000003,81.9117,241.44,0.919699,111.997,229.425,0.866978,129.954,229.339,0.905319,132.906,289.52,0.903093,175.139,349.82,0.783137,108.905,352.937,0.854921,166.078,352.838,0.820375,178.224,325.855,0.961903,105.814,229.483,0.904637,102.924,298.533,0.885353,84.6831,352.782,0.805097,84.8604,129.91,0.951992,81.8261,349.69,0.746365
118,4.720000000000003,72.727,244.401,0.846644,108.997,229.445,0.892506,129.799,229.392,0.895248,123.948,286.597,0.83872,172.086,346.693,0.671898,108.937,352.841,0.8524,157.202,349.707,0.758244,172.187,325.631,0.906767,102.778,229.484,0.863665,102.772,298.469,0.858385,81.8972,352.782,0.819784,84.6772,127.009,0.911749,81.8088,349.682,0.770003
119,4.760000000000003,60.8041,238.327,0.885443,105.941,226.433,0.902874,120.935,226.429,0.842993,114.985,286.543,0.825565,157.085,346.883,0.757815,108.976,352.815,0.843516,151.09,349.908,0.856685,160.111,325.728,0.917234,90.8048,226.464,0.863373,96.8912,295.566,0.840696,81.8379,352.805,0.796464,81.7646,129.867,0.937566,81.7236,349.678,0.752582
120,4.800000000000003,60.6304,235.385,0.904516,105.803,229.28,0.910787,114.923,229.276,0.850681,111.92,286.57,0.850078,151.076,346.732,0.691297,108.976,352.775,0.864712,139.054,349.742,0.774601,154.198,325.782,0.953744,87.8236,229.315,0.889486,93.8139,295.536,0.840136,81.8861,352.765,0.797885,78.8407,126.971,0.886095,81.8129,346.914,0.745297
121,4.840000000000003,54.715,232.42,0.900563,102.894,226.451,0.898429,111.955,226.447,0.865249,108.859,286.556,0.896213,139.014,343.807,0.51399,109.007,352.832,0.878328,130.103,346.841,0.602462,147.984,328.678,0.857301,84.8726,226.47,0.915213,90.8376,292.584,0.838389,84.7227,352.85,0.815564,75.8067,127.001,0.881558,81.8436,349.755,0.799833
122,4.8800000000000034,42.6324,232.373,0.895231,99.8992,226.354,0.861674,109.036,226.331,0.868791,105.899,283.62,0.883699,130.071,343.752,0.307283,109.052,349.882,0.862868,126.87,346.761,0.326305,132.991,331.817,0.8172,84.7657,226.359,0.909,90.8145,289.606,0.835342,84.8599,352.816,0.844334,69.7735,127.021,0.873944,84.7297,349.846,0.828436
123,4.9200000000000035,36.7831,229.464,0.969644,93.8339,226.337,0.851265,108.777,226.319,0.895771,105.81,283.514,0.88001,129.928,340.714,0.309178,108.939,349.928,0.953063,117.915,340.794,0.293245,130.003,334.752,0.888856,81.8656,226.348,0.897027,87.8243,292.538,0.863286,84.7897,349.971,0.921727,63.7779,126.992,0.902276,81.8877,349.769,0.896249
124,4.9600000000000035,36.6543,229.424,0.974778,90.8197,226.348,0.842923,105.951,226.349,0.895519,99.8698,283.548,0.829599,90.8534,346.624,0.21706,111.993,349.79,0.884776,84.887,346.711,0.275007,123.923,340.72,0.807782,81.7351,226.364,0.870563,84.9283,289.591,0.875863,84.8621,352.893,0.932387,60.8446,126.96,0.908709,81.7816,349.915,0.961661
125,5.0000000000000036,33.8051,229.488,0.960248,90.798,226.291,0.842615,105.929,226.275,0.889107,90.9066,280.531,0.824812,84.7427,346.612,0.388458,120.918,349.816,0.879258,81.7752,346.777,0.442567,108.894,337.777,0.78886,81.7138,226.325,0.861478,84.9336,289.523,0.867272,84.8858,355.859,0.87303,60.7484,126.961,0.910373,81.7076,349.941,0.90228
126,5.040000000000004,33.7667,229.492,0.945155,87.9226,226.395,0.849057,105.864,226.38,0.893057,87.9193,280.596,0.835067,81.8847,343.813,0.428891,114.992,349.796,0.917681,81.6559,346.747,0.480292,105.918,337.74,0.790081,81.6674,226.44,0.862397,84.9852,292.5,0.857738,84.8291,355.851,0.859016,60.6692,127.002,0.926063,81.6776,349.967,0.870536
127,5.080000000000004,33.7568,229.455,0.963522,87.796,226.221,0.852148,105.771,226.187,0.866419,84.982,277.696,0.865689,81.8554,343.805,0.457713,117.939,349.861,0.907961,78.8162,346.707,0.518504,105.86,337.789,0.785884,78.7795,226.275,0.851406,84.9604,289.6,0.854106,84.8396,355.844,0.834946,60.6069,126.979,0.917466,81.717,349.943,0.850876
128,5.120000000000004,33.7591,229.473,0.951835,84.9166,226.203,0.853833,102.882,223.376,0.84477,84.8976,277.595,0.889125,81.8584,343.745,0.449839,117.945,349.847,0.908631,78.8194,346.653,0.50689,105.858,334.778,0.77272,78.7265,226.276,0.845386,84.9228,289.551,0.85762,84.8556,355.866,0.837688,60.5997,127.01,0.915001,81.7056,349.94,0.858117
129,5.160000000000004,36.5306,229.393,0.962796,84.7455,223.307,0.860486,99.8487,223.298,0.810968,84.9123,277.63,0.897523,81.871,343.784,0.44478,117.963,349.787,0.91688,78.8311,346.687,0.498843,105.861,337.763,0.779321,75.7205,226.189,0.820322,84.8436,286.611,0.867867,84.882,355.829,0.845115,60.6195,126.988,0.914456,81.7197,349.916,0.865444
130,5.200000000000004,36.6157,229.453,0.949853,81.9147,223.305,0.859668,96.8022,223.293,0.793166,84.9141,277.611,0.895953,81.8864,343.792,0.444407,117.974,349.798,0.915262,81.6551,346.694,0.498202,105.88,337.746,0.781099,72.7156,226.19,0.812323,84.8525,286.598,0.861474,84.8985,355.858,0.841259,60.6066,126.968,0.905317,81.7301,349.94,0.864288
131,5.240000000000004,36.7186,229.499,0.925271,81.9011,223.264,0.864619,93.8919,223.221,0.791383,84.9579,277.542,0.895343,81.9027,343.747,0.427299,117.951,349.77,0.909329,81.675,346.66,0.480213,105.923,334.782,0.775416,69.8011,226.174,0.811899,84.8448,283.612,0.867308,84.8932,355.822,0.851018,57.8226,126.975,0.895874,81.711,349.907,0.872179
132,5.280000000000004,36.8332,232.407,0.883189,81.8566,223.284,0.87335,93.7967,223.239,0.793393,87.8176,277.553,0.873295,81.932,343.751,0.412785,117.948,349.801,0.902091,81.7158,346.673,0.468856,105.969,334.781,0.778362,69.7625,226.186,0.82307,84.8716,283.62,0.858594,84.8989,355.836,0.84024,57.8193,126.969,0.908141,81.7232,349.918,0.859863
133,5.320000000000004,42.6703,232.432,0.839677,81.8459,226.182,0.883461,93.7872,223.308,0.796078,96.8309,277.594,0.829777,84.8077,343.789,0.359821,117.893,349.797,0.886604,81.8489,346.742,0.412339,108.866,334.799,0.787539,69.7363,226.297,0.837621,84.8824,286.504,0.861932,84.9041,355.813,0.834437,57.7718,126.938,0.899047,81.7428,349.926,0.854669
