frame,elapsed_time(s),spine-hip_x,spine-hip_y,spine-hip_c,r-hip_x,r-hip_y,r-hip_c,r-knee_x,r-knee_y,r-knee_c,r-ankle_x,r-ankle_y,r-ankle_c,r-heel_x,r-heel_y,r-heel_c,r-bigtoe_x,r-bigtoe_y,r-bigtoe_c,r-smalltoe_x,r-smalltoe_y,r-smalltoe_c,l-hip_x,l-hip_y,l-hip_c,l-knee_x,l-knee_y,l-knee_c,l-ankle_x,l-ankle_y,l-ankle_c,l-heel_x,l-heel_y,l-heel_c,l-bigtoe_x,l-bigtoe_y,l-bigtoe_c,l-smalltoe_x,l-smalltoe_y,l-smalltoe_c
53,2.120000000000001,0.610555,0.448797,0.859985,0.59621,0.436233,0.824927,0.596258,0.430252,0.829551,0.610492,0.537274,0.922183,0.64597,0.650864,0.634179,0.557423,0.669507,0.856673,0.63893,0.669618,0.737602,0.660017,0.619326,0.879715,0.596257,0.436374,0.825573,0.567884,0.531283,0.868639,0.539559,0.669737,0.81158,0.596297,0.228118,0.852941,0.53238,0.656983,0.729872
54,2.160000000000001,0.603361,0.43647,0.848475,0.582025,0.430163,0.895723,0.58209,0.430047,0.90067,0.585658,0.53731,0.858628,0.638813,0.6445,0.64741,0.560806,0.66947,0.820836,0.635216,0.663395,0.743315,0.638988,0.612856,0.877711,0.582047,0.43028,0.89041,0.560843,0.537138,0.866504,0.54304,0.669787,0.795529,0.582288,0.227857,0.938103,0.535932,0.656986,0.701356
55,2.200000000000001,0.581998,0.448932,0.896906,0.578545,0.430282,0.869255,0.578458,0.430125,0.852389,0.57151,0.537292,0.848219,0.617494,0.63201,0.549372,0.56431,0.669497,0.75752,0.6104,0.644485,0.613042,0.628097,0.594164,0.821135,0.57865,0.436392,0.936815,0.557296,0.537468,0.856928,0.543022,0.67578,0.777335,0.578595,0.22782,0.95638,0.532393,0.657167,0.698088
56,2.240000000000001,0.567947,0.442542,0.839504,0.575038,0.430029,0.842121,0.575012,0.429887,0.834859,0.560779,0.531099,0.876581,0.599773,0.632096,0.439664,0.571411,0.657202,0.79477,0.585654,0.644464,0.498797,0.606972,0.612991,0.856406,0.578322,0.430234,0.88391,0.553673,0.537111,0.906874,0.543118,0.669782,0.809282,0.571368,0.221978,0.891066,0.532435,0.650903,0.745751
57,2.280000000000001,0.553604,0.442564,0.938287,0.567829,0.43,0.825411,0.567928,0.429848,0.837785,0.553741,0.531277,0.921923,0.550011,0.644438,0.371078,0.578578,0.638104,0.832814,0.543074,0.650749,0.426829,0.57501,0.625403,0.82574,0.564354,0.430172,0.85123,0.550286,0.537399,0.90028,0.5503,0.669832,0.899599,0.557352,0.221862,0.933105,0.543107,0.663409,0.833271
58,2.320000000000001,0.546545,0.430122,0.904042,0.557269,0.423538,0.847353,0.55733,0.423388,0.814467,0.54659,0.530627,0.84764,0.532516,0.650716,0.401225,0.571467,0.638363,0.779303,0.532459,0.657174,0.452735,0.557373,0.625553,0.829763,0.557296,0.423618,0.899869,0.55,0.530839,0.895579,0.550029,0.669724,0.806505,0.553707,0.22179,0.938312,0.532526,0.663501,0.750636
59,2.360000000000001,0.525368,0.430182,0.923012,0.550283,0.423369,0.855846,0.550248,0.417301,0.826255,0.546578,0.524779,0.833907,0.525495,0.632057,0.293463,0.557261,0.657122,0.817504,0.525227,0.63825,0.344365,0.553756,0.631684,0.794038,0.553566,0.423444,0.926889,0.53241,0.524793,0.859369,0.525502,0.66948,0.79984,0.546605,0.221845,0.907108,0.521813,0.644517,0.806839
60,2.4000000000000012,0.518182,0.430057,0.884613,0.546578,0.42367,0.850381,0.55,0.4236,0.842572,0.550046,0.530818,0.883103,0.550163,0.644644,0.37841,0.525405,0.6382,0.848397,0.539548,0.650754,0.405738,0.553806,0.632051,0.798099,0.543078,0.423728,0.854181,0.518313,0.524873,0.898767,0.497115,0.638198,0.735088,0.532482,0.221986,0.910679,0.496951,0.631931,0.717083
61,2.4400000000000013,0.497066,0.430062,0.943821,0.543108,0.423717,0.858962,0.550025,0.42367,0.873079,0.550038,0.531058,0.933796,0.546642,0.6508,0.597652,0.493542,0.644458,0.879718,0.529013,0.663275,0.668782,0.557311,0.638235,0.839453,0.53253,0.423782,0.867578,0.500632,0.524807,0.931781,0.468679,0.631883,0.802595,0.525475,0.227794,0.933615,0.4687,0.625533,0.68053
62,2.4800000000000013,0.493226,0.430054,0.914695,0.525409,0.423673,0.869203,0.525302,0.423579,0.869835,0.497131,0.524587,0.888237,0.454359,0.619296,0.72846,0.56442,0.657019,0.75961,0.443822,0.625479,0.804251,0.472181,0.625575,0.887272,0.528823,0.423696,0.904994,0.543029,0.531192,0.849442,0.53955,0.675691,0.803177,0.52175,0.227875,0.94943,0.528832,0.657126,0.750961
63,2.5200000000000014,0.47568,0.430124,0.896138,0.521684,0.430057,0.85301,0.521617,0.429982,0.866431,0.493327,0.530958,0.887006,0.440225,0.613028,0.696485,0.564376,0.650752,0.781154,0.436522,0.625216,0.706994,0.461517,0.62567,0.878736,0.521755,0.430132,0.916603,0.53602,0.537345,0.818206,0.546504,0.67574,0.849802,0.511222,0.228009,0.910395,0.532507,0.663377,0.745754
64,2.5600000000000014,0.468472,0.43033,0.932845,0.514753,0.430131,0.812139,0.514643,0.430025,0.829588,0.486311,0.530954,0.847069,0.436595,0.625574,0.731086,0.564356,0.657009,0.809287,0.42603,0.62582,0.720492,0.450826,0.631758,0.848578,0.518147,0.430215,0.862575,0.528961,0.537364,0.83792,0.546559,0.675887,0.887571,0.497175,0.228238,0.94316,0.535938,0.669585,0.772822
65,2.6000000000000014,0.464856,0.430232,0.893098,0.500473,0.430201,0.842764,0.497066,0.430118,0.877444,0.4687,0.530847,0.908755,0.42959,0.625763,0.734944,0.564336,0.64457,0.784813,0.418907,0.63185,0.767326,0.443889,0.631795,0.856713,0.504014,0.430227,0.844222,0.525257,0.537171,0.85377,0.546601,0.675726,0.861441,0.493554,0.228347,0.941862,0.536044,0.669548,0.738375
66,2.6400000000000015,0.461363,0.442622,0.845046,0.493403,0.442482,0.895689,0.49698,0.436343,0.885751,0.521657,0.537382,0.894243,0.539545,0.669506,0.67109,0.440271,0.656979,0.849854,0.525512,0.675851,0.775528,0.553692,0.638132,0.901128,0.486318,0.4426,0.822419,0.464872,0.54344,0.857854,0.415454,0.638389,0.802216,0.486324,0.234278,0.856829,0.412027,0.631951,0.780271
67,2.6800000000000015,0.44727,0.455071,0.814161,0.479289,0.436245,0.860129,0.489938,0.430309,0.883521,0.500674,0.537346,0.857956,0.53595,0.663451,0.637079,0.44009,0.663343,0.865728,0.525344,0.675802,0.748238,0.550009,0.632013,0.919026,0.468786,0.436348,0.868413,0.44734,0.543481,0.849798,0.411971,0.650881,0.784472,0.468801,0.22812,0.920918,0.411816,0.638079,0.742634
68,2.7200000000000015,0.440461,0.442493,0.895697,0.468666,0.430206,0.934423,0.479205,0.430118,0.862194,0.493371,0.537368,0.936748,0.528927,0.663386,0.632371,0.43681,0.663438,0.9049,0.521932,0.675765,0.743235,0.543074,0.631557,0.900306,0.465039,0.430239,0.903996,0.440237,0.53128,0.921681,0.411787,0.663302,0.824899,0.465147,0.228137,0.939264,0.408325,0.638285,0.767267
69,2.7600000000000016,0.440252,0.442654,0.903542,0.465094,0.430098,0.921148,0.468667,0.43004,0.900376,0.468795,0.543554,0.873804,0.521773,0.663408,0.652454,0.436816,0.669488,0.850143,0.514766,0.675814,0.734756,0.525404,0.625498,0.951364,0.4615,0.430127,0.874205,0.436709,0.531273,0.877994,0.408445,0.669587,0.788302,0.454453,0.227976,0.883383,0.408238,0.644497,0.694414
70,2.8000000000000016,0.436868,0.436366,0.941265,0.454348,0.430191,0.849096,0.461458,0.430042,0.883911,0.45093,0.543437,0.828448,0.504113,0.663332,0.454591,0.440115,0.663347,0.797904,0.497065,0.675722,0.536343,0.514675,0.625383,0.794817,0.447308,0.436206,0.853153,0.436557,0.53736,0.812407,0.40844,0.669677,0.792129,0.440429,0.22784,0.951875,0.40823,0.644594,0.730406
71,2.8400000000000016,0.436718,0.4302,0.948327,0.443797,0.429741,0.860483,0.447259,0.423827,0.836983,0.436694,0.543533,0.848914,0.493339,0.650845,0.449402,0.440145,0.663296,0.662463,0.486309,0.669586,0.526597,0.493563,0.619136,0.820295,0.443757,0.429852,0.900243,0.43664,0.556105,0.853389,0.41178,0.669807,0.710292,0.440213,0.221983,0.955153,0.408215,0.644598,0.677574
72,2.8800000000000017,0.436563,0.436386,0.905627,0.440175,0.42978,0.879652,0.440379,0.423862,0.840557,0.433178,0.531143,0.856552,0.411783,0.650843,0.526723,0.479262,0.625655,0.778007,0.408295,0.663321,0.603765,0.440304,0.631925,0.781096,0.436845,0.430004,0.912059,0.426068,0.537413,0.827925,0.454441,0.663369,0.577952,0.433117,0.221915,0.915652,0.436703,0.657032,0.535641
73,2.9200000000000017,0.433134,0.436436,0.869088,0.436522,0.423749,0.827262,0.4365,0.423573,0.810719,0.415413,0.531095,0.866557,0.411752,0.65696,0.544474,0.464929,0.638147,0.868674,0.408363,0.663386,0.645549,0.440213,0.63167,0.869817,0.436625,0.429818,0.896438,0.415372,0.537389,0.840277,0.433111,0.675701,0.733946,0.422549,0.221834,0.89846,0.415494,0.669543,0.699365
74,2.9600000000000017,0.419026,0.436516,0.835389,0.426027,0.429843,0.811457,0.42961,0.423887,0.815041,0.41556,0.537234,0.856159,0.411809,0.663405,0.405199,0.440367,0.638134,0.848143,0.408369,0.669531,0.465464,0.436635,0.631919,0.864896,0.422501,0.430064,0.826151,0.404744,0.531248,0.879335,0.41546,0.675748,0.83025,0.412036,0.221711,0.902241,0.411753,0.66961,0.836024
75,3.0000000000000018,0.415396,0.430202,0.933225,0.412044,0.429908,0.905528,0.422435,0.429831,0.86938,0.418933,0.537456,0.86474,0.415486,0.669446,0.254593,0.418965,0.63835,0.878874,0.408299,0.66957,0.273409,0.436538,0.63816,0.862767,0.411801,0.429987,0.910439,0.383562,0.531163,0.935868,0.397653,0.675733,0.83864,0.408433,0.221693,0.945635,0.387067,0.669704,0.814467
76,3.040000000000002,0.411834,0.436187,0.921492,0.411773,0.42993,0.918875,0.415398,0.429812,0.868192,0.415544,0.537121,0.86545,0.433045,0.650763,0.429401,0.397672,0.657159,0.832336,0.415443,0.657074,0.442439,0.436655,0.632187,0.886068,0.40828,0.429989,0.898663,0.380066,0.530825,0.968177,0.372799,0.669823,0.822077,0.397729,0.22177,0.891181,0.365796,0.663418,0.704367
77,3.080000000000002,0.408229,0.436263,0.902527,0.408247,0.429776,0.880143,0.408401,0.429702,0.851307,0.411862,0.531217,0.826123,0.415377,0.657167,0.57723,0.362214,0.669654,0.736707,0.40829,0.669595,0.662695,0.436661,0.638117,0.848134,0.40485,0.429855,0.872886,0.379891,0.530933,0.860152,0.340991,0.66951,0.668824,0.387051,0.221987,0.935651,0.340912,0.644547,0.576984
78,3.120000000000002,0.404832,0.442658,0.844081,0.401155,0.430153,0.809886,0.401194,0.430027,0.823601,0.404729,0.5371,0.746501,0.408387,0.663481,0.373047,0.351485,0.669482,0.599849,0.40817,0.669648,0.396844,0.436554,0.638144,0.674582,0.401227,0.436191,0.83725,0.383519,0.531186,0.691955,0.323201,0.650886,0.565168,0.383409,0.22794,0.940422,0.323051,0.632134,0.593684
79,3.160000000000002,0.39061,0.442545,0.845613,0.383655,0.430077,0.873325,0.387062,0.429917,0.87666,0.40473,0.531185,0.794092,0.411778,0.663423,0.401223,0.333907,0.650721,0.624434,0.408164,0.669571,0.444596,0.43651,0.632175,0.726931,0.38361,0.430168,0.870156,0.362324,0.531208,0.638458,0.312557,0.638199,0.639808,0.376465,0.228127,0.938072,0.309008,0.631881,0.650609
80,3.200000000000002,0.383411,0.461347,0.877759,0.383362,0.436393,0.881657,0.383697,0.436136,0.849913,0.404744,0.537313,0.89155,0.411962,0.663345,0.68475,0.326761,0.663319,0.837392,0.408186,0.669828,0.76919,0.433168,0.632221,0.871294,0.379863,0.436494,0.855591,0.351751,0.54357,0.870348,0.298516,0.638183,0.825994,0.365769,0.234257,0.857393,0.298382,0.631616,0.808176
81,3.240000000000002,0.376348,0.467927,0.865696,0.379781,0.442554,0.862716,0.383354,0.4363,0.849126,0.397635,0.543534,0.813478,0.411857,0.669471,0.692063,0.323268,0.663431,0.806138,0.408127,0.675785,0.762719,0.429637,0.632172,0.836396,0.369372,0.448945,0.797109,0.347941,0.537472,0.785078,0.294988,0.638359,0.807466,0.355067,0.234451,0.889659,0.294854,0.631814,0.79033
82,3.280000000000002,0.355292,0.455155,0.88095,0.362251,0.430243,0.87343,0.372902,0.430091,0.88185,0.383612,0.531279,0.886865,0.411847,0.663432,0.673626,0.323099,0.669613,0.831194,0.408173,0.675718,0.750411,0.426084,0.631852,0.828168,0.358612,0.436242,0.866491,0.330361,0.537363,0.837185,0.294791,0.657179,0.794757,0.351475,0.234382,0.920511,0.291303,0.638242,0.752157
83,3.320000000000002,0.3514,0.461391,0.848714,0.351668,0.436429,0.889514,0.355277,0.43031,0.853581,0.376467,0.537086,0.931913,0.411777,0.657002,0.657671,0.32309,0.669506,0.840766,0.404842,0.669633,0.707267,0.415528,0.625532,0.891634,0.347984,0.442492,0.820107,0.32329,0.537473,0.88757,0.294918,0.663399,0.788174,0.337454,0.228398,0.872244,0.294722,0.638371,0.713091
84,3.360000000000002,0.340874,0.467912,0.890598,0.348054,0.436426,0.864076,0.351703,0.430313,0.870739,0.348033,0.537167,0.779131,0.404653,0.656992,0.403936,0.323056,0.669477,0.663715,0.397615,0.669472,0.45778,0.411755,0.619189,0.794167,0.340888,0.448777,0.80895,0.326845,0.537433,0.727431,0.294788,0.675711,0.613572,0.326833,0.234301,0.921936,0.291346,0.650945,0.545054
85,3.400000000000002,0.32337,0.442702,0.925093,0.333838,0.430101,0.901357,0.348047,0.429967,0.920226,0.348066,0.537401,0.90956,0.40473,0.638287,0.672063,0.31973,0.66952,0.838716,0.390669,0.657159,0.695213,0.404636,0.612788,0.851858,0.32676,0.430245,0.909554,0.312581,0.54974,0.81362,0.294785,0.669746,0.827301,0.323263,0.228227,0.967317,0.294693,0.65082,0.715631
86,3.440000000000002,0.316033,0.448911,0.826789,0.326845,0.429791,0.904459,0.337371,0.423861,0.843257,0.309035,0.531159,0.840634,0.294715,0.657183,0.696821,0.401222,0.594129,0.812417,0.280691,0.669632,0.726916,0.316043,0.638283,0.808099,0.323236,0.429954,0.909384,0.326635,0.543584,0.851748,0.387161,0.638074,0.784978,0.305534,0.227907,0.924309,0.383454,0.644604,0.754397
87,3.480000000000002,0.298379,0.442518,0.936134,0.323322,0.423876,0.928341,0.33025,0.423743,0.869579,0.319721,0.531102,0.885943,0.298485,0.663264,0.243379,0.323187,0.663318,0.609044,0.298352,0.663261,0.312713,0.37279,0.606532,0.577962,0.31967,0.42984,0.908118,0.305524,0.537439,0.82912,0.298361,0.675848,0.638516,0.298564,0.22795,0.965367,0.294801,0.663274,0.596916
88,3.5200000000000022,0.294626,0.430172,0.934464,0.316141,0.423543,0.888005,0.323217,0.423415,0.908271,0.31251,0.530696,0.895349,0.344525,0.625308,0.361537,0.323312,0.657103,0.903788,0.33036,0.631734,0.383273,0.351445,0.60664,0.848356,0.302085,0.423684,0.90035,0.298571,0.53113,0.913919,0.294896,0.675717,0.915412,0.294856,0.222002,0.91325,0.294663,0.663258,0.806956
89,3.5600000000000023,0.273532,0.4364,0.88328,0.305512,0.417417,0.848444,0.31968,0.417268,0.834041,0.298602,0.530783,0.912495,0.294802,0.650752,0.431667,0.326769,0.644384,0.856487,0.291292,0.656968,0.498201,0.319685,0.625674,0.847503,0.2984,0.423355,0.928366,0.298419,0.531092,0.916126,0.29839,0.675795,0.868389,0.294703,0.227882,0.945302,0.294785,0.663524,0.830868
90,3.6000000000000023,0.266582,0.430317,0.979296,0.29861,0.41734,0.854269,0.316045,0.417174,0.80026,0.298247,0.524645,0.933189,0.291267,0.650799,0.438535,0.323362,0.644639,0.851451,0.287679,0.657095,0.502227,0.312587,0.631786,0.826417,0.29489,0.417467,0.92105,0.29483,0.53073,0.908884,0.294962,0.675664,0.84034,0.277062,0.221958,0.926845,0.291259,0.663332,0.782109
91,3.6400000000000023,0.248751,0.436159,0.883418,0.298222,0.42356,0.909149,0.301934,0.423485,0.853441,0.287713,0.524823,0.843033,0.273658,0.638121,0.451075,0.323065,0.657107,0.862938,0.270101,0.638299,0.528732,0.298434,0.631709,0.84904,0.294624,0.423669,0.922151,0.294657,0.531031,0.876773,0.291326,0.669583,0.803359,0.270115,0.227973,0.982396,0.277203,0.650872,0.762541
92,3.6800000000000024,0.241605,0.436175,0.936848,0.291291,0.417329,0.849898,0.294759,0.417221,0.833509,0.270106,0.524398,0.932491,0.2594,0.625802,0.650664,0.323058,0.650777,0.844491,0.248708,0.631818,0.708844,0.270208,0.625787,0.897031,0.284251,0.417458,0.82995,0.294814,0.530621,0.91876,0.294808,0.669751,0.794254,0.266593,0.227876,0.971994,0.28423,0.663255,0.740373
93,3.7200000000000024,0.238157,0.430308,0.940255,0.277173,0.423535,0.84133,0.28775,0.4235,0.851537,0.26662,0.530633,0.929475,0.238127,0.625504,0.706741,0.323185,0.657164,0.805559,0.234446,0.62583,0.749958,0.248787,0.631555,0.867689,0.270241,0.42355,0.887039,0.294678,0.537098,0.89052,0.294939,0.675839,0.858813,0.26299,0.228042,0.957299,0.287803,0.669513,0.78107
94,3.7600000000000025,0.234554,0.436313,0.909024,0.270145,0.423544,0.880145,0.277185,0.423534,0.859166,0.262855,0.524768,0.876096,0.227462,0.625452,0.693925,0.32314,0.65718,0.80109,0.213433,0.625624,0.718581,0.238135,0.625843,0.935949,0.266588,0.423568,0.913963,0.287774,0.530859,0.876338,0.294809,0.675823,0.857754,0.248792,0.228053,0.932697,0.287763,0.66344,0.747243
95,3.8000000000000025,0.216967,0.436196,0.880019,0.266648,0.4238,0.893017,0.273525,0.423761,0.873526,0.252263,0.530664,0.850843,0.213288,0.619181,0.674956,0.323175,0.663322,0.810106,0.206159,0.625366,0.699563,0.231034,0.625495,0.852193,0.266266,0.423896,0.890303,0.284172,0.537349,0.824187,0.294867,0.675929,0.886044,0.24178,0.234309,0.949765,0.291195,0.66951,0.763592
96,3.8400000000000025,0.213254,0.442494,0.885389,0.262932,0.429813,0.879341,0.266479,0.429723,0.883062,0.241596,0.524835,0.900853,0.202633,0.625284,0.773258,0.323095,0.663284,0.838285,0.18854,0.625578,0.841695,0.216911,0.631561,0.8908,0.252345,0.42991,0.85042,0.273573,0.537229,0.864178,0.294779,0.675946,0.899531,0.241492,0.234346,0.923696,0.287712,0.669594,0.765442
97,3.8800000000000026,0.21315,0.436452,0.908069,0.248741,0.423628,0.856325,0.259385,0.423543,0.854212,0.238114,0.524706,0.918272,0.202656,0.625797,0.762982,0.319616,0.644606,0.772428,0.188515,0.631731,0.791077,0.213357,0.631666,0.919739,0.241762,0.423659,0.909466,0.26989,0.531021,0.89751,0.291353,0.675914,0.865768,0.237908,0.234542,0.904086,0.284247,0.669685,0.745007
98,3.9200000000000026,0.209676,0.442511,0.917628,0.24158,0.429895,0.8944,0.245223,0.429832,0.875001,0.22392,0.53075,0.854792,0.195595,0.631743,0.714916,0.319575,0.638415,0.805009,0.184944,0.632064,0.74995,0.213216,0.631727,0.935795,0.23803,0.429927,0.890593,0.266288,0.531119,0.886703,0.294702,0.675777,0.860737,0.220478,0.234351,0.893845,0.284204,0.669658,0.753282
99,3.9600000000000026,0.206187,0.436273,0.898382,0.238055,0.429733,0.92427,0.24169,0.423893,0.898392,0.234525,0.530697,0.804199,0.188466,0.632149,0.417279,0.305547,0.632094,0.544996,0.184825,0.638153,0.484343,0.209835,0.631709,0.674735,0.230968,0.429798,0.865498,0.234516,0.531138,0.726216,0.291213,0.669621,0.482338,0.213336,0.228463,0.931309,0.284204,0.669591,0.43602
100,4.000000000000003,0.192067,0.442495,0.79529,0.227456,0.423831,0.876055,0.238063,0.423745,0.910655,0.238138,0.531059,0.949226,0.287703,0.644546,0.585283,0.213283,0.644569,0.820276,0.273508,0.663365,0.64892,0.291305,0.6255,0.88676,0.21339,0.423906,0.910349,0.209768,0.530992,0.917548,0.184952,0.650804,0.75507,0.209818,0.228414,0.888105,0.184906,0.632232,0.715281
101,4.040000000000003,0.188446,0.442545,0.85144,0.216835,0.429848,0.903598,0.231072,0.429753,0.880394,0.21328,0.53117,0.899057,0.185048,0.638311,0.489376,0.291336,0.619203,0.619078,0.181371,0.644526,0.559643,0.209667,0.631787,0.709713,0.209849,0.429926,0.939401,0.209772,0.537472,0.837901,0.280656,0.644612,0.452162,0.206252,0.228312,0.896473,0.270023,0.657082,0.46451
102,4.080000000000003,0.184937,0.436331,0.939633,0.213213,0.423797,0.925849,0.220387,0.423788,0.86675,0.209606,0.530917,0.902894,0.184842,0.644476,0.738963,0.277086,0.600386,0.753279,0.177764,0.657142,0.737348,0.209576,0.632022,0.876499,0.209539,0.423851,0.923499,0.209536,0.543486,0.830914,0.266592,0.644396,0.764064,0.188594,0.228114,0.91809,0.26631,0.657196,0.653789
103,4.120000000000003,0.18154,0.436378,0.940632,0.209797,0.423663,0.93486,0.213486,0.423585,0.898671,0.206221,0.530926,0.900678,0.184979,0.644543,0.691053,0.262921,0.606597,0.794734,0.181323,0.657181,0.729487,0.209737,0.631951,0.902022,0.206071,0.423797,0.90584,0.195597,0.537467,0.832811,0.252244,0.638183,0.766338,0.18503,0.2282,0.964561,0.241726,0.644606,0.708444
104,4.160000000000003,0.181165,0.442476,0.889062,0.206196,0.423781,0.921811,0.213166,0.423669,0.915709,0.206149,0.531221,0.875578,0.185056,0.650927,0.679056,0.241725,0.619158,0.932958,0.18145,0.663468,0.747531,0.209822,0.632045,0.858628,0.19206,0.423934,0.897017,0.185075,0.543597,0.877697,0,0,0,0.181212,0.228057,0.885043,0.227428,0.638401,0.60586
105,4.200000000000003,0.177715,0.436299,0.863059,0.195589,0.423573,0.888923,0.209658,0.423379,0.908237,0.202645,0.530765,0.883288,0.185063,0.650851,0.528417,0.227481,0.619089,0.850326,0.184922,0.663449,0.597796,0.209902,0.631642,0.870916,0.185,0.423745,0.943987,0.181284,0.531279,0.891774,0.209755,0.638419,0.663635,0.177782,0.227856,0.897383,0.199085,0.644509,0.594694
106,4.240000000000003,0.163713,0.436514,0.847512,0.188461,0.42341,0.883249,0.206123,0.417426,0.856116,0.199072,0.530969,0.877331,0.188447,0.663493,0.371576,0.213166,0.631835,0.863081,0.184883,0.669503,0.425786,0.209717,0.632071,0.873271,0.18145,0.423528,0.946334,0.163711,0.537163,0.837216,0.1851,0.66344,0.792377,0.170691,0.227814,0.914836,0.184872,0.657159,0.821821
107,4.280000000000003,0.160134,0.436529,0.912125,0.184929,0.42374,0.924215,0.199097,0.423556,0.854293,0.188592,0.530896,0.902312,0.19551,0.650777,0.285237,0.192011,0.632128,0.939568,0.184891,0.657055,0.319016,0.209622,0.625819,0.914618,0.181165,0.423878,0.910679,0.156595,0.537168,0.915143,0.170696,0.669618,0.865063,0.160101,0.228028,0.95785,0.16015,0.663469,0.851948
108,4.320000000000003,0.156627,0.442568,0.911526,0.181546,0.423814,0.913317,0.191967,0.423617,0.838793,0.188474,0.530795,0.938691,0.206097,0.63821,0.308183,0.181389,0.638328,0.888247,0.188487,0.63838,0.322489,0.209625,0.631666,0.879472,0.177739,0.423903,0.877869,0.153135,0.531187,0.939842,0.152958,0.663522,0.911203,0.153157,0.22818,0.933213,0.149343,0.657133,0.795841
109,4.360000000000003,0.156457,0.44254,0.917425,0.181376,0.423591,0.933668,0.188462,0.423451,0.856153,0.188404,0.530735,0.941357,0.195594,0.638238,0.62364,0.15643,0.657165,0.882003,0.184836,0.644529,0.705246,0.209649,0.631707,0.940377,0.170766,0.423761,0.874082,0.152842,0.530954,0.944298,0.124751,0.669584,0.828677,0.149402,0.228088,0.90404,0.124667,0.65068,0.720013
110,4.400000000000003,0.152917,0.448815,0.851452,0.174336,0.42333,0.876466,0.181522,0.417249,0.873468,0.185034,0.5308,0.941263,0.18508,0.638347,0.71956,0.138816,0.663477,0.831861,0.181214,0.657012,0.799273,0.209676,0.631734,0.936677,0.16011,0.42354,0.902218,0.152823,0.531001,0.901236,0.110441,0.657077,0.764611,0.149446,0.228256,0.920817,0.110446,0.638278,0.69536
111,4.440000000000003,0.149323,0.448911,0.832832,0.163665,0.423657,0.901003,0.181247,0.423467,0.926612,0.184856,0.531055,0.956909,0.185053,0.638434,0.69632,0.128037,0.663484,0.875795,0.177884,0.657002,0.784246,0.209659,0.631887,0.934609,0.156403,0.423779,0.956181,0.142321,0.537298,0.833521,0.0996824,0.638237,0.889224,0.135257,0.228391,0.90572,0.0996962,0.631794,0.811969
112,4.480000000000003,0.131797,0.442649,0.891598,0.156682,0.429703,0.919956,0.174328,0.423807,0.885114,0.181388,0.530979,0.979594,0.188467,0.638269,0.643367,0.124486,0.657136,0.836138,0.181229,0.650835,0.730124,0.209595,0.631646,0.911565,0.152857,0.429816,0.934482,0.131689,0.537447,0.85004,0.0961495,0.63805,0.888091,0.128313,0.234255,0.942392,0.0961397,0.631717,0.805445
113,4.520000000000003,0.128042,0.448792,0.923886,0.156391,0.429747,0.934725,0.163718,0.423758,0.856789,0.177771,0.530863,0.943966,0.188481,0.638302,0.664673,0.121071,0.65711,0.831707,0.181262,0.65698,0.742171,0.206266,0.62574,0.900759,0.149327,0.42993,0.87876,0.128112,0.531166,0.925013,0.0961252,0.644419,0.829944,0.12473,0.234478,0.924361,0.0927079,0.632071,0.769835
114,4.560000000000003,0.124459,0.461348,0.859839,0.152787,0.429771,0.952109,0.156623,0.423855,0.909484,0.170731,0.531076,0.894783,0.185058,0.650713,0.661228,0.117481,0.657032,0.82661,0.181197,0.663502,0.759769,0.206216,0.631673,0.909606,0.135218,0.429954,0.875221,0.124635,0.531154,0.916079,0.092671,0.64448,0.836694,0.120995,0.234302,0.851063,0.0891316,0.638048,0.783185
115,4.600000000000003,0.106914,0.455277,0.827493,0.14239,0.429854,0.892823,0.153142,0.429703,0.910695,0.160111,0.531171,0.916908,0.184962,0.644659,0.703996,0.113992,0.656989,0.81477,0.177859,0.663456,0.79146,0.202711,0.631641,0.895527,0.128155,0.430053,0.926893,0.121084,0.531207,0.874063,0.0926134,0.644567,0.808197,0.113937,0.228452,0.858558,0.0891505,0.638161,0.749725
116,4.640000000000003,0.0997191,0.448996,0.908623,0.128385,0.429969,0.907473,0.14943,0.429861,0.899378,0.152977,0.531032,0.956923,0.184904,0.638395,0.656728,0.113973,0.663271,0.802973,0.177857,0.657165,0.710587,0.192101,0.625246,0.830879,0.124518,0.43006,0.921197,0.107006,0.543434,0.795439,0.0892027,0.657035,0.78795,0.100002,0.228408,0.922589,0.0891873,0.638325,0.736093
117,4.680000000000003,0.0962971,0.448952,0.914264,0.12475,0.430121,0.936322,0.135341,0.429947,0.876477,0.149411,0.53117,0.930692,0.184911,0.64454,0.662556,0.114057,0.663337,0.833176,0.181187,0.663444,0.738331,0.188614,0.625379,0.874929,0.11405,0.43025,0.841648,0.103344,0.543624,0.860898,0.0892355,0.663307,0.826344,0.0996808,0.228429,0.949801,0.0926287,0.644432,0.762326
118,4.720000000000003,0.0890794,0.448891,0.836291,0.124495,0.430024,0.934462,0.131747,0.429966,0.895051,0.135219,0.531227,0.884397,0.181485,0.63828,0.715348,0.117551,0.663346,0.830843,0.177724,0.657078,0.775922,0.184973,0.619188,0.906538,0.103466,0.430154,0.862564,0.099967,0.543663,0.868506,0.0891295,0.66956,0.835596,0.0961962,0.228257,0.93803,0.0856816,0.650788,0.728737
