#frame;root_tx;root_ty;root_tz;root_rx;root_ry;root_rz;lowerback_rx;lowerback_ry;lowerback_rz;upperback_rx;upperback_ry;upperback_rz;thorax_rx;thorax_ry;thorax_rz;lowerneck_rx;lowerneck_ry;lowerneck_rz;upperneck_rx;upperneck_ry;upperneck_rz;head_rx;head_ry;head_rz;rshoulderjoint_rx;rshoulderjoint_ry;rshoulderjoint_rz;rhumerus_rx;rhumerus_ry;rhumerus_rz;rradius_rx;rradius_ry;rradius_rz;rwrist_rx;rwrist_ry;rwrist_rz;rhand_rx;rhand_ry;rhand_rz;lshoulderjoint_rx;lshoulderjoint_ry;lshoulderjoint_rz;lhumerus_rx;lhumerus_ry;lhumerus_rz;lradius_rx;lradius_ry;lradius_rz;lwrist_rx;lwrist_ry;lwrist_rz;lhand_rx;lhand_ry;lhand_rz;rfemur_rx;rfemur_ry;rfemur_rz;rtibia_rx;rtibia_ry;rtibia_rz;rfoot_rx;rfoot_ry;rfoot_rz;rtoes_rx;rtoes_ry;rtoes_rz;lfemur_rx;lfemur_ry;lfemur_rz;ltibia_rx;ltibia_ry;ltibia_rz;lfoot_rx;lfoot_ry;lfoot_rz;ltoes_rx;ltoes_ry;ltoes_rz;RANK_to_LANK_distance;height;alignment;v_lfemur_rx;v_ltibia_rx;v_lhumerus_rx;v_rfemur_rx;v_rtibia_rx;v_rhumerus_rx
2442;2367.55;926.76;6.45239;352.516;26.3923;17.9463;-19.7095;-0.865271;-11.4673;-5.63608;1.26225;-0.602809;4.61597;0.650258;6.16249;14.7742;-8.07435;-0.886081;1.82156;-10.6581;4.23225;-1.63173;-5.43044;2.11665;-2.78173;8.47121;-29.2543;348.833;1.65333;-412.468;22.7427;1.81292e-013;6.81831e-014;6.86985e-013;8.38299;-1.23774e-013;9.08012;-7.24256;31.2641;-1.91733;-5.51709;30.1977;352.861;19.2355;412.919;13.32;2.70347e-013;-2.78299e-015;5.60942e-013;-11.6221;-1.94828e-014;9.68044;8.81224;-36.0327;-26.0957;49.8154;-3.20916;20.0651;3.18055e-014;5.96354e-015;-161.984;-77.1505;164.767;-1.30403e-013;1.27222e-014;-5.1684e-015;-41.2915;-41.4639;14.2091;34.966;-5.725e-014;0;-15.8673;14.4812;-3.22427;-6.97734e-014;-1.82882e-014;-2.03555e-013;415.246;1558.24;0;-0.035099;-1.0938;0.123993;0.0827999;0.5163;0.121002
2443;2370.47;927.019;6.46511;353.272;24.8452;17.4061;-19.5082;-0.921307;-11.4964;-5.52166;1.16559;-0.607288;4.65237;0.591432;6.14886;14.6119;-7.99149;-0.791658;1.80732;-10.5416;4.15518;-1.62088;-5.37031;2.06185;-2.78202;8.47677;-29.2449;348.922;1.56578;-412.352;22.7439;2.76708e-013;6.44062e-014;4.3254e-013;8.50429;-1.5758e-013;9.19824;-7.3627;31.3992;-1.88548;-5.43668;30.16;353.011;17.2912;412.966;13.1848;3.24417e-013;1.55052e-014;2.34172e-013;-11.0949;-7.77872e-014;9.06807;9.40745;-36.5999;-26.3371;50.475;-3.70514;20.5369;5.40694e-014;-3.97569e-016;-161.173;-77.2083;164.773;-1.7334e-013;-6.67916e-014;-2.38542e-014;-41.4097;-42.8573;15.2542;33.8986;-5.08889e-014;-1.59028e-014;-15.9754;14.2403;-4.42398;-2.62396e-014;-1.19271e-014;-1.74931e-013;419.52;1558.2;0;-0.118198;-1.0674;0.149994;-0.2414;0.4718;0.0889893
2444;2372.59;926.135;6.2039;353.78;22.1772;17.6177;-20.1368;-0.753282;-11.4622;-5.5078;1.45228;-0.541455;4.94214;0.71092;6.28315;13.9281;-7.86503;-0.830316;1.91267;-10.4007;4.09951;-1.47176;-5.29512;2.00012;-2.5553;7.82415;-29.1505;349.433;2.17116;-412.059;22.8136;1.46306e-013;-1.00684e-013;2.73651e-013;8.6388;-3.41008e-013;9.17598;-7.40771;31.5646;-1.68556;-4.94744;29.8405;353.503;16.659;412.869;13.0542;1.97194e-013;-8.3092e-014;2.52829e-013;-11.1183;-2.07449e-013;9.25743;9.13674;-36.8441;-28.2548;51.0741;-5.3928;20.9757;-4.92986e-014;-6.75868e-015;-161.063;-77.3079;166.359;2.00375e-013;9.74045e-015;5.20816e-014;-41.8547;-43.0723;16.4636;32.9251;3.18055e-014;7.15625e-015;-16.3451;14.76;-5.56329;-2.38542e-015;2.54444e-014;1.36764e-013;423.434;1558.15;0;-0.445;-0.973503;0.492004;-1.9177;0.438801;0.511017
2445;2375.56;926.145;6.17713;354.351;20.4515;17.2237;-20.0421;-0.728744;-11.3379;-5.43018;1.44389;-0.556942;4.98424;0.697605;6.19212;13.7681;-7.80128;-0.595819;1.91852;-10.2887;3.98488;-1.46293;-5.2352;1.91074;-2.59645;7.98659;-29.0756;349.36;1.67691;-411.923;22.9813;-1.145e-013;1.51375e-013;-5.35934e-014;8.87854;3.73419e-013;9.21717;-7.52801;31.6805;-1.69286;-4.95627;29.885;353.485;16.3838;412.858;12.9248;-8.5875e-014;9.14409e-014;-3.33494e-014;-12.1638;2.09044e-013;8.98995;9.93452;-37.1808;-28.6998;51.6554;-5.9597;21.334;3.18055e-014;-1.19271e-014;-160.518;-77.4041;166.878;-1.38354e-013;2.52457e-014;-1.82882e-014;-41.9133;-44.1713;17.476;31.9623;-1.90833e-014;2.06736e-014;-16.7816;15.2548;-6.70538;-7.71285e-014;-6.91771e-014;-2.22639e-014;426.943;1558.11;0;-0.0586014;-0.962799;-0.0180054;-0.445;0.358299;-0.0730286
2446;2378.59;926.109;6.19186;354.939;18.6713;16.9506;-20.0229;-0.634768;-11.2636;-5.33096;1.5539;-0.652591;5.06868;0.738753;6.07135;13.3887;-7.81526;-0.207297;1.96994;-10.2625;3.86544;-1.4058;-5.2153;1.78509;-2.47404;7.73058;-28.8073;349.493;1.61146;-411.699;23.084;2.70347e-013;1.12386e-013;2.8418e-013;8.99605;-4.99126e-014;9.09329;-7.7253;31.8992;-1.69079;-4.93973;29.9222;353.729;15.9931;412.766;12.8685;2.63986e-013;9.02482e-014;6.51011e-014;-12.2821;7.32388e-014;9.1744;9.98326;-37.338;-29.324;52.1685;-6.74436;21.6547;-6.36111e-015;-9.14409e-015;-159.887;-77.4865;167.356;5.24792e-014;-4.59193e-014;-3.97569e-015;-42.0352;-45.1048;18.3627;31.1319;-6.36111e-015;9.54166e-015;-17.2008;15.5816;-7.75207;-6.36111e-015;-3.4191e-014;-1.59028e-014;430.068;1557.99;0;-0.121899;-0.830399;0.244019;-0.624199;0.3207;0.133026
2447;2381.79;926.023;6.21271;355.484;16.869;16.7294;-20.0826;-0.597707;-11.1919;-5.30318;1.5921;-0.679366;5.12693;0.750004;6.01217;13.391;-7.75774;-0.00260113;1.89772;-10.1579;3.81481;-1.4456;-5.16282;1.73393;-2.35619;7.40484;-28.7064;349.609;1.72675;-411.595;23.1922;-1.145e-013;2.06512e-013;-6.52782e-013;8.88066;5.6496e-013;9.05023;-7.63609;32.1115;-1.74249;-5.04134;30.0955;353.809;16.1494;412.833;12.7931;-8.5875e-014;5.725e-014;-5.93535e-013;-12.4149;2.52395e-014;9.44302;9.95503;-37.3758;-30.0245;52.6381;-7.55926;22.0116;6.36111e-015;-1.80397e-014;-159.138;-77.5773;167.778;-2.22639e-014;5.08889e-014;5.92378e-014;-42.1475;-45.9628;19.1624;30.4166;0;3.4191e-014;-17.5659;16.1629;-8.59386;-6.75868e-015;4.29375e-014;3.18055e-014;432.723;1557.92;0;-0.112301;-0.715302;0.0799866;-0.7005;0.356901;0.115997
2448;2384.98;925.975;6.14749;355.993;15.085;16.5388;-20.217;-0.697204;-11.1555;-5.45179;1.44717;-0.540254;5.05639;0.687492;6.11137;14.3227;-7.52278;-0.332919;1.61109;-9.87277;3.87663;-1.6934;-5.0338;1.85587;-2.74034;8.3328;-29.2771;349.219;0.787315;-412.023;23.3428;1.68569e-013;1.28713e-013;-5.95168e-013;7.98585;1.92702e-013;9.6329;-6.78746;32.313;-1.91178;-5.47428;30.2845;353.392;16.7696;413.052;12.7469;1.49486e-013;4.49253e-014;-5.81178e-013;-12.5321;-1.06705e-013;9.53247;10.1327;-37.409;-30.7303;53.071;-8.38826;22.2669;-4.13472e-014;-1.73191e-014;-158.625;-77.6726;168.417;1.22451e-013;1.3418e-013;5.96354e-014;-42.1587;-46.6708;19.8164;29.7303;2.54444e-014;3.18055e-014;-17.6914;16.3547;-9.26249;-3.97569e-014;7.23576e-014;1.39944e-013;434.943;1557.81;0;-0.0112;-0.686298;-0.416992;-0.705801;0.255299;-0.390015
2449;2388.54;925.914;6.32879;356.324;13.331;16.4663;-20.4033;-0.755704;-10.9238;-5.46453;1.33004;-0.394201;5.16475;0.62291;6.11733;14.3684;-7.34942;-0.505637;1.62534;-9.67558;3.83603;-1.69627;-4.9364;1.86341;-2.77613;8.39199;-29.3792;348.913;0.323992;-411.82;23.4995;4.45278e-014;5.53615e-014;-1.15716e-013;9.57875;9.03147e-014;9.57417;-7.99463;32.442;-1.86836;-5.39545;30.1327;353.373;16.9204;413.006;12.8523;4.77083e-014;5.97348e-014;-2.14247e-013;-12.5579;5.21361e-014;9.64218;10.1574;-37.3294;-31.5964;53.5846;-9.26993;22.5038;6.36111e-015;-3.50855e-014;-157.944;-77.7474;168.724;6.04305e-014;-8.68689e-014;-2.82274e-014;-42.2851;-47.3297;20.5773;29.225;-6.36111e-015;4.92986e-014;-17.7773;16.8157;-9.74508;-3.89618e-014;-7.07673e-014;3.18055e-015;436.99;1557.67;0;-0.1264;-0.505301;-0.0190125;-0.866098;0.2369;-0.306
2450;2391.66;925.525;6.05147;356.785;11.6786;16.5308;-20.5054;-0.84476;-10.9542;-5.53255;1.21954;-0.347658;5.1604;0.569353;6.16082;14.3797;-7.23783;-0.417651;1.61164;-9.51855;3.75396;-1.71537;-4.85676;1.81577;-2.76505;8.36733;-29.3606;348.831;0.278464;-411.697;23.691;2.67167e-013;5.38706e-014;3.25157e-013;10.3717;-1.77836e-013;9.57819;-8.74508;32.7119;-1.8673;-5.38991;30.1408;353.378;17.2689;412.982;12.9339;2.57625e-013;4.42296e-014;1.38988e-013;-12.7308;1.22277e-015;9.85776;10.1258;-37.1802;-32.6565;53.9172;-10.4309;22.72;3.49861e-014;2.0276e-014;-157.598;-77.8366;169.38;-1.31993e-013;-4.03533e-014;-4.05521e-014;-42.4307;-47.6466;21.0165;28.8572;-3.49861e-014;-1.43125e-014;-17.7901;17.2251;-10.3596;-7.95139e-015;5.56597e-015;-1.62208e-013;438.608;1557.51;0;-0.145599;-0.3678;0.00500488;-1.0601;0.2162;-0.0820007
2451;2395.21;925.332;6.0421;357.205;10.0531;16.394;-20.451;-0.856408;-10.8455;-5.51593;1.16658;-0.312576;5.16215;0.540236;6.12358;14.2669;-7.19142;-0.251485;1.64679;-9.43938;3.64054;-1.69874;-4.8135;1.74079;-2.70713;8.22491;-29.2896;348.788;0.0719141;-411.541;23.8575;2.22639e-013;1.30999e-013;1.81114e-013;10.4489;2.74906e-014;9.96227;-8.69754;32.901;-1.87211;-5.39421;30.1724;353.447;17.4077;412.953;13.0069;3.08514e-013;-1.22253e-014;-1.59037e-014;-12.853;-1.70047e-013;10.0441;10.1395;-37.0305;-33.3245;54.2891;-11.2366;22.9033;4.45278e-014;2.38542e-014;-156.954;-77.9175;169.744;-1.46306e-013;1.98785e-015;-2.78299e-014;-42.1829;-48.028;21.1463;28.6329;-3.49861e-014;-3.18055e-014;-18.0159;17.9432;-10.8643;5.08889e-014;-4.6118e-014;-1.55847e-013;440.544;1557.3;0;0.247799;-0.2243;0.0690002;-0.667999;0.1833;-0.0429993
2452;2399.21;925.027;6.04977;357.476;8.4911;16.2256;-20.3449;-0.87135;-10.5321;-5.50329;1.05779;-0.228503;5.14774;0.486047;6.00918;14.2335;-7.10216;-0.119499;1.63806;-9.30675;3.52128;-1.71074;-4.74438;1.67277;-2.70692;8.22834;-29.2812;348.725;0.039543;-411.432;23.9706;-1.11319e-013;-1.92225e-013;-1.67314e-013;10.3461;-2.34401e-013;10.0139;-8.58967;33.249;-1.86892;-5.38489;30.1727;353.463;17.0267;412.924;13.1255;-1.90833e-013;4.03533e-014;-7.33808e-014;-12.7814;1.435e-013;9.98365;10.4108;-36.9876;-33.8965;54.701;-11.8718;23.0538;1.59028e-014;1.59028e-015;-156.373;-77.9962;170.088;-1.59028e-014;-9.93923e-016;1.63003e-014;-41.6321;-48.2408;21.0127;28.4942;-1.90833e-014;6.36111e-015;-18.1391;18.2721;-11.0705;-7.15625e-015;4.37326e-014;-9.54166e-014;442.354;1557.08;0;0.5508;-0.1387;0.0160217;-0.571999;0.150501;-0.0629883
2453;2403;924.969;6.06692;357.842;6.93981;16.083;-20.2153;-0.906309;-10.4191;-5.50282;0.960896;-0.142509;5.0986;0.439175;6.01304;14.1913;-7.03902;-0.0730747;1.68146;-9.22277;3.4457;-1.69638;-4.70069;1.63299;-2.65182;8.0644;-29.2708;348.636;-0.0313539;-411.318;24.1642;2.54444e-014;-5.96354e-014;-1.73394e-013;10.3791;-8.73035e-014;9.89647;-8.35322;33.5558;-1.88225;-5.42558;30.1657;353.478;16.9632;412.908;13.2197;-3.49861e-014;-7.35503e-015;-2.55295e-013;-12.8734;-6.03574e-014;10.0239;10.5471;-36.8967;-34.5203;55.0373;-12.6324;23.1986;-4.45278e-014;4.37326e-015;-155.985;-78.0827;170.669;7.63333e-014;1.40541e-013;5.12864e-014;-40.7777;-48.121;20.4352;28.3465;3.49861e-014;0;-18.3156;18.5855;-11.4521;5.80451e-014;4.8901e-014;1.01778e-013;444.281;1556.87;0;0.854401;-0.147699;0.0149841;-0.623802;0.1448;-0.0890198
2454;2407.06;924.817;6.23029;358.204;5.38927;15.9859;-20.1255;-1.20113;-10.4824;-5.3347;0.571649;-0.0149181;5.30065;0.227636;6.09652;13.3739;-6.87098;0.707007;1.88254;-8.91763;2.97045;-1.54779;-4.52654;1.29218;-2.61452;8.00801;-29.1482;348.97;1.61564;-411.158;24.3728;2.06736e-013;9.38264e-014;5.72655e-013;10.1156;-9.20771e-014;9.29428;-8.88163;34.1097;-1.56233;-4.40983;30.5307;353.943;17.1163;413.262;13.3377;3.37139e-013;-8.01102e-014;4.38931e-013;-13.055;-2.15282e-013;10.3337;10.197;-36.6584;-35.1373;55.3251;-13.454;23.2181;1.27222e-013;3.49861e-014;-155.835;-78.1788;171.517;-3.54632e-013;-1.28017e-013;1.98785e-014;-39.8301;-47.8634;19.6355;28.2551;-1.36764e-013;-3.81667e-014;-18.6115;18.4668;-11.7519;-8.18993e-014;-1.86858e-014;-5.53417e-013;445.642;1556.75;0;0.947598;-0.0914001;0.464996;-0.616997;0.0194988;0.334015
2455;2411.12;924.669;6.28556;358.485;3.86135;15.9796;-20.0871;-1.24301;-10.3086;-5.38138;0.461133;0.0935465;5.25083;0.176752;6.08864;13.4396;-6.83549;0.792135;1.86466;-8.86036;2.89309;-1.57337;-4.49714;1.25474;-2.58907;7.98306;-29.0349;348.815;1.4291;-410.914;24.5123;9.54166e-014;4.09695e-013;-3.82396e-013;10.0758;7.2845e-013;9.35042;-8.81453;34.2022;-1.58787;-4.50247;30.4492;353.905;16.5444;413.152;13.5082;1.87653e-013;8.01102e-014;-4.38458e-013;-12.786;-3.09836e-014;10.1391;10.3864;-36.6275;-35.8165;55.4691;-14.2573;23.144;7.31528e-014;1.55052e-014;-158.103;-77.1805;174.898;-2.33771e-013;5.48646e-014;1.03368e-013;-39.0473;-47.577;19.0419;28.1453;-8.26944e-014;-1.59028e-014;-18.9977;19.8771;-12.2227;-3.89618e-014;1.13705e-013;-3.37139e-013;446.894;1556.62;0;0.782803;-0.1098;-0.0379944;-0.679203;-0.0741005;-0.154999
2456;2415.23;924.773;6.32996;358.908;2.37987;15.9182;-19.9405;-1.24931;-10.3567;-5.39727;0.428594;0.238769;5.15884;0.163776;6.26516;13.38;-6.83504;0.601409;1.90431;-8.89326;2.91628;-1.53987;-4.51541;1.29081;-2.52229;7.7231;-29.1488;348.532;0.0793295;-410.557;24.6148;9.06458e-014;4.3832e-013;-8.07999e-013;10.8524;8.64672e-013;9.71975;-8.76114;33.8413;-1.64618;-4.72217;30.244;353.974;16.3815;413.091;13.6179;1.43125e-013;1.33583e-013;-8.24968e-013;-12.6071;1.42587e-014;10.1756;10.2501;-36.4941;-36.3171;55.5306;-15.0588;23.0169;2.8625e-014;-1.82882e-014;-160.494;-76.0401;178.424;-5.24792e-014;8.15017e-014;1.15693e-013;-37.9464;-47.0986;17.8942;27.9657;-3.18055e-014;1.90833e-014;-19.1585;20.1557;-11.9733;-5.48646e-014;1.39149e-013;-1.33583e-013;447.453;1556.56;0;1.1009;-0.1796;0.0690002;-0.500599;-0.1271;-0.28299
2457;2419.46;924.865;6.41299;359.016;0.86465;15.976;-19.875;-1.15408;-10.0433;-5.58441;0.448364;0.53043;4.91807;0.193526;6.40767;13.8419;-6.83808;-0.0917486;1.83337;-8.99008;3.12695;-1.60311;-4.57677;1.50044;-2.55078;7.67497;-29.447;348.159;-0.250193;-410.576;24.653;-6.04305e-014;-4.31363e-014;-2.02944e-013;10.4468;7.27687e-015;9.68292;-8.65828;34.1877;-1.80991;-5.31196;29.8461;353.719;16.4005;412.951;13.7643;-1.33583e-013;8.18993e-014;-2.0224e-013;-12.5697;1.78412e-013;10.0706;10.2344;-36.3928;-37.0134;55.5917;-15.727;22.8553;1.27222e-014;-6.36111e-015;-162.805;-74.6076;181.823;-3.18055e-014;3.61788e-014;1.82882e-014;-36.8611;-46.3761;16.9638;27.7441;-2.54444e-014;1.43125e-014;-19.3086;20.4373;-11.051;-2.78299e-014;-2.46493e-014;-7.31528e-014;447.732;1556.6;0;1.0853;-0.2216;-0.255005;-0.696301;-0.161598;-0.373016
2458;2423.72;925.236;6.47078;359.23;-0.560749;16.0336;-19.9517;-1.14212;-9.74853;-5.52032;0.40825;0.585476;5.04091;0.163758;6.29164;13.6742;-6.86432;-0.035327;1.81843;-9.02008;3.19135;-1.57759;-4.59371;1.50546;-2.46829;7.42033;-29.4578;348.281;-0.681378;-410.507;24.6479;1.43125e-014;3.00761e-013;-5.00662e-013;10.5546;6.27647e-013;9.58696;-8.67886;34.3839;-1.89646;-5.53917;29.9336;353.902;16.2629;412.947;13.9569;5.88403e-014;1.20314e-013;-4.48059e-013;-12.3304;9.85344e-014;9.93701;10.1054;-36.2765;-37.5777;55.5542;-16.41;22.6184;4.13472e-014;-1.98785e-014;-164.778;-73.2794;184.808;-1.1291e-013;6.16232e-015;8.0309e-014;-35.6992;-45.5264;15.7984;27.4455;-6.99722e-014;3.26007e-014;-19.1212;19.815;-10.3819;-1.07344e-013;8.74653e-014;-2.25819e-013;447.392;1556.73;0;1.1619;-0.298601;0.183014;-0.564301;-0.2369;0.122009
2459;2428.1;925.68;6.60204;359.538;-1.92657;16.1091;-20.0097;-1.15416;-9.5559;-5.46133;0.355717;0.620618;5.14827;0.128909;6.20873;13.5221;-6.89148;0.0703393;1.76868;-9.04376;3.20707;-1.57085;-4.60607;1.48859;-2.34391;7.05379;-29.4341;348.432;-0.783095;-410.369;24.5887;-6.99722e-014;-1.03368e-014;9.52393e-014;10.5557;3.31619e-014;9.40887;-8.75325;34.6283;-1.95753;-5.68533;30.0351;354.112;16.1301;412.976;14.1254;-1.36764e-013;2.31634e-013;9.97803e-014;-12.2624;5.38153e-013;9.64921;10.0945;-36.2067;-38.0593;55.4598;-17.1399;22.3107;-6.36111e-015;-5.56597e-015;-166.938;-71.6659;187.9;5.725e-014;-2.3059e-014;2.38542e-015;-34.5839;-44.6553;14.523;27.1404;6.36111e-015;-4.77083e-015;-18.9241;19.2101;-9.45561;-1.11319e-014;-3.33958e-014;2.22639e-014;446.893;1557.08;0;1.1153;-0.305099;0.209991;-0.481598;-0.307701;0.151001
2460;2432.49;926.244;6.80126;359.968;-3.20838;16.1757;-19.9848;-1.26307;-9.62051;-5.45141;0.211035;0.739033;5.16877;0.0541816;6.34084;13.516;-6.73938;-0.421356;1.75598;-8.91347;3.48531;-1.54382;-4.55227;1.65195;-2.31544;6.95933;-29.4544;348.411;-1.19164;-410.167;24.4746;-9.18385e-014;1.47896e-013;-4.74746e-013;10.6635;4.26402e-013;9.36107;-8.84127;34.8121;-1.97062;-5.74659;29.9643;354.357;16.2832;412.991;14.345;-1.03368e-013;7.14382e-014;-3.81792e-013;-11.5109;1.17839e-013;9.74147;9.22554;-36.0319;-38.4369;55.3173;-17.9076;21.9986;-1.27222e-014;8.74653e-015;-168.375;-70.5802;190.126;-8.26944e-014;6.95746e-014;-9.06458e-014;-33.5699;-43.9882;13.2451;26.7528;2.22639e-014;6.36111e-015;-18.5234;18.5293;-8.42777;4.37326e-014;1.82882e-014;7.31528e-014;446.127;1557.47;0;1.014;-0.3876;0.244995;-0.377602;-0.312099;-0.0209961
2461;2436.69;927.143;6.94009;360.289;-4.43476;16.2905;-19.9999;-1.37708;-9.60559;-5.42446;0.0492118;0.856085;5.23405;-0.0313852;6.42241;13.4752;-6.71623;-0.425963;1.65088;-8.88322;3.50885;-1.57121;-4.53922;1.66049;-2.26449;6.84541;-29.354;348.464;-1.8004;-409.909;24.3192;-4.4329e-014;-8.5378e-014;3.35853e-013;10.7281;-2.00702e-013;9.49848;-8.75534;34.8704;-1.98373;-5.78947;29.9507;354.542;15.9923;413.003;14.6187;-4.45278e-014;-1.32937e-014;3.44198e-013;-11.2059;6.92043e-014;9.33735;9.07217;-36.0353;-38.7357;55.093;-18.4764;21.6332;-6.36111e-015;2.14687e-014;-170.225;-68.793;192.597;-6.36111e-014;1.1291e-013;-4.29375e-014;-32.6821;-43.3303;12.2113;26.2922;1.90833e-014;-1.11319e-014;-17.9779;17.5698;-7.38583;5.56597e-014;3.26007e-014;2.8625e-014;445.373;1558.18;0;0.887802;-0.4606;0.184998;-0.298798;-0.3654;0.0529785
2462;2440.93;928.129;6.94025;360.586;-5.62869;16.4415;-19.9498;-1.50968;-9.6527;-5.44184;-0.140479;1.07611;5.22116;-0.125195;6.64514;13.2077;-6.66133;-0.265439;1.73616;-8.80089;3.20771;-1.51773;-4.48725;1.51852;-2.25357;6.77032;-29.4594;348.403;-2.22075;-409.713;24.1732;9.73051e-014;1.74011e-013;-4.23758e-013;10.8691;3.30343e-013;9.46167;-8.92069;34.9988;-1.96544;-5.77072;29.8447;354.703;15.6378;413.061;14.8951;1.47896e-013;-2.99544e-014;-5.28937e-013;-10.8826;-2.25704e-013;9.00821;8.88575;-36.0169;-38.8998;54.721;-18.869;21.2147;1.90833e-014;-3.33958e-014;-171.984;-66.6413;194.754;6.36111e-015;-3.06128e-014;4.37326e-014;-31.9646;-42.8565;11.4113;25.7436;-4.77083e-014;2.22639e-014;-17.394;16.905;-6.20893;-1.01778e-013;-4.85035e-014;-1.33583e-013;444.754;1559.11;0;0.717499;-0.548599;0.161011;-0.164101;-0.418499;-0.0609741
2463;2445.19;929.239;6.55866;361.32;-6.86725;16.5212;-19.7576;-1.62157;-10.0882;-5.43561;-0.228371;1.11293;5.13834;-0.168658;6.91309;13.4323;-6.65559;-0.340227;1.49583;-8.79567;3.28255;-1.63086;-4.49061;1.57344;-2.22192;6.663;-29.4895;348.384;-2.75753;-409.557;24.0058;-3.81667e-014;-3.46134e-013;9.15972e-013;10.9805;-7.79999e-013;9.46545;-8.9942;35.0935;-1.98518;-5.82942;29.8432;354.842;15.3047;413.104;15.3023;-1.28812e-013;1.51151e-013;9.33427e-013;-10.4775;5.33892e-013;8.73968;8.56864;-35.9628;-38.77;54.1373;-19.3845;20.7314;-4.13472e-014;-7.95139e-016;-174.23;-62.9852;197.297;9.85972e-014;-3.65764e-014;-4.13472e-014;-31.169;-42.4925;10.2105;25.0667;5.08889e-014;-5.56597e-015;-16.7915;16.5841;-5.08891;4.69132e-014;-3.89618e-014;2.00375e-013;444.407;1560.19;0;0.795599;-0.676901;0.139008;0.129799;-0.483301;-0.0190125
2464;2449.42;930.559;6.62297;361.581;-8.01247;16.6912;-19.8793;-1.72027;-10.0306;-5.29279;-0.35976;1.2201;5.38444;-0.253384;6.9686;13.166;-6.70549;-0.128512;1.36166;-8.83324;3.23059;-1.63893;-4.50694;1.51562;-2.14427;6.45728;-29.4142;348.609;-3.09501;-409.391;23.8298;4.13472e-014;-6.06293e-014;-2.71053e-013;10.9655;-9.67862e-014;9.42905;-9.06489;35.2113;-1.99065;-5.79826;29.9854;355.171;14.9288;413.217;15.7624;-6.36111e-014;5.24729e-014;-2.54656e-013;-10.1692;8.92651e-014;8.45929;8.32284;-35.8856;-38.3827;53.3645;-19.1477;20.1786;-3.18055e-015;-1.74931e-014;-175.602;-60.989;198.673;4.45278e-014;-6.99722e-014;-2.22639e-014;-30.4991;-42.0593;9.58486;24.3253;0;7.15625e-015;-16.1757;16.0116;-4.09349;-3.26007e-014;-3.18055e-015;6.36111e-015;443.986;1561.29;0;0.669901;-0.7414;0.328979;0.387299;-0.552799;0.225006
2465;2453.51;931.921;6.47893;361.916;-9.19246;16.8674;-19.8086;-1.77327;-10.0214;-5.3093;-0.44917;1.29665;5.34634;-0.296408;7.02528;13.2229;-6.72249;-0.099498;1.19721;-8.84531;3.34754;-1.69969;-4.51861;1.55699;-2.11257;6.38033;-29.3632;348.539;-3.88864;-409.28;23.6286;1.27222e-014;-2.39039e-013;7.0344e-013;11.0583;-5.76039e-013;9.49681;-9.03865;35.2353;-2.02998;-5.85717;30.1537;355.233;14.597;413.285;16.2694;1.78906e-014;-2.35622e-014;7.81073e-013;-9.8395;7.82799e-014;8.20596;8.04045;-35.7925;-38.2028;52.8973;-19.2061;19.6066;-6.99722e-014;1.59028e-014;-177.035;-57.7195;199.345;1.49486e-013;-5.58833e-014;-1.27222e-013;-29.7979;-41.5746;8.9491;23.4543;5.725e-014;-1.03368e-014;-15.5932;15.851;-3.23731;9.38264e-014;-7.4743e-014;2.41722e-013;443.858;1562.45;0;0.7012;-0.871;0.0620117;0.179901;-0.572001;-0.0700073
2466;2457.42;933.346;6.21505;362.241;-10.4472;16.999;-19.6743;-1.81179;-10.0638;-5.30685;-0.517023;1.3962;5.2914;-0.329136;7.14217;13.2895;-6.74765;-0.00810736;1.00075;-8.85901;3.39616;-1.77862;-4.52922;1.56814;-2.0885;6.31938;-29.3305;348.469;-4.39012;-409.178;23.4605;1.27222e-014;-2.24627e-014;4.11122e-014;11.0263;-6.41999e-014;9.39874;-9.1686;35.2959;-2.05418;-5.87856;30.3003;355.31;14.2651;413.328;16.8074;-3.68746e-014;8.72742e-014;-2.61944e-015;-9.40858;1.82152e-013;8.04102;7.6625;-35.7047;-37.7706;52.2586;-18.9373;18.9954;3.49861e-014;1.59028e-015;-178.147;-54.3332;199.733;-6.67916e-014;-1.72744e-013;-9.85972e-014;-28.9376;-40.9203;8.25024;22.4762;-3.49861e-014;-3.18055e-015;-14.9789;15.799;-2.56204;-5.96354e-014;-4.21423e-014;-1.36764e-013;443.745;1563.59;0;0.8603;-0.9781;0.0769958;0.432201;-0.6112;-0.0700073
