#frame;root_tx;root_ty;root_tz;root_rx;root_ry;root_rz;lowerback_rx;lowerback_ry;lowerback_rz;upperback_rx;upperback_ry;upperback_rz;thorax_rx;thorax_ry;thorax_rz;lowerneck_rx;lowerneck_ry;lowerneck_rz;upperneck_rx;upperneck_ry;upperneck_rz;head_rx;head_ry;head_rz;rshoulderjoint_rx;rshoulderjoint_ry;rshoulderjoint_rz;rhumerus_rx;rhumerus_ry;rhumerus_rz;rradius_rx;rradius_ry;rradius_rz;rwrist_rx;rwrist_ry;rwrist_rz;rhand_rx;rhand_ry;rhand_rz;lshoulderjoint_rx;lshoulderjoint_ry;lshoulderjoint_rz;lhumerus_rx;lhumerus_ry;lhumerus_rz;lradius_rx;lradius_ry;lradius_rz;lwrist_rx;lwrist_ry;lwrist_rz;lhand_rx;lhand_ry;lhand_rz;rfemur_rx;rfemur_ry;rfemur_rz;rtibia_rx;rtibia_ry;rtibia_rz;rfoot_rx;rfoot_ry;rfoot_rz;rtoes_rx;rtoes_ry;rtoes_rz;lfemur_rx;lfemur_ry;lfemur_rz;ltibia_rx;ltibia_ry;ltibia_rz;lfoot_rx;lfoot_ry;lfoot_rz;ltoes_rx;ltoes_ry;ltoes_rz;RANK_to_LANK_distance;height;alignment;v_lfemur_rx;v_ltibia_rx;v_lhumerus_rx;v_rfemur_rx;v_rtibia_rx;v_rhumerus_rx
126;356.705;916.368;-135.32;112.386;-70.0136;108.587;-22.0957;0.746569;-9.73894;-6.4112;2.61765;-0.465054;4.79843;1.06679;5.68744;14.8344;-2.94467;0.587661;5.76401;-4.13702;-3.6706;-0.750983;-2.13096;-1.04424;0.306622;-0.553383;-39.9908;168.964;-54.0732;-171.434;34.7044;4.23014e-013;1.28017e-013;3.94101e-013;-4.65876;-2.45715e-013;9.13533;4.4007;-20.8966;-0.551477;-0.973314;40.5377;185.084;75.8736;199.113;36.0357;-3.27597e-013;-6.04305e-014;1.0823e-013;-2.35222;2.92858e-013;24.8579;2.35112;-4.24402;-13.7861;20.0311;8.8091;28.2351;1.74931e-014;-7.95139e-016;-164.86;-39.255;153.557;-1.59028e-014;1.06549e-013;-1.23246e-014;-32.1021;-1.62875;-13.6727;4.77083e-015;9.54166e-015;-1.03368e-014;1.0294;19.0239;10.939;3.65764e-014;1.29906e-013;3.4191e-014;548.215;1548.87;0;0.431499;-1.98812;-0.167999;-0.314;-0.317101;-0.04599
127;365.122;915.454;-136.797;112.638;-69.9156;108.987;-21.8525;0.837914;-9.63032;-6.39202;2.69325;-0.437327;4.68838;1.11275;5.66487;14.8922;-2.95444;0.63054;5.58651;-4.14179;-3.698;-0.820811;-2.12655;-1.05801;0.278089;-0.502078;-39.9815;168.958;-53.7336;-171.528;34.7441;3.11694e-013;5.24792e-014;1.78679e-013;-4.56882;-2.57649e-013;8.71642;4.27775;-21.3851;-0.552481;-0.974872;40.5431;184.78;75.6791;198.867;35.993;-2.95792e-013;-1.62208e-013;3.14714e-013;-2.22352;1.00263e-013;25.3008;2.2237;-3.98087;-14.164;20.014;9.01364;28.001;4.77083e-015;1.11319e-014;-163.859;-39.548;152.772;0;-1.44318e-013;4.65156e-014;-32.584;-1.3829;-13.3908;-5.88403e-014;-6.36111e-015;4.77083e-015;0.35122;19.1951;10.6621;2.01965e-013;-9.81499e-014;-9.85972e-014;548.699;1547.87;0;-0.481899;-6.36111e-014;-0.304001;-0.377899;-0.2341;-0.00601196
128;373.593;914.715;-138.362;112.92;-69.8253;109.45;-21.5892;0.941644;-9.50927;-6.38136;2.7803;-0.413416;4.55777;1.16553;5.63206;15.0091;-2.97073;0.708123;5.37953;-4.15068;-3.71826;-0.911219;-2.12288;-1.07437;0.266734;-0.48178;-39.9713;168.92;-53.4244;-171.623;34.7806;-3.21236e-013;-4.77083e-014;-2.47248e-013;-4.47877;2.57616e-013;8.29611;4.16783;-21.8731;-0.564313;-0.993207;40.6061;184.468;75.5064;198.641;35.9381;3.11694e-013;1.04958e-013;-1.93759e-013;-2.19801;-1.94157e-013;25.806;2.19786;-3.77185;-14.5872;20.0305;9.2438;27.8617;-1.43125e-014;-9.54166e-015;-162.93;-39.8295;152.09;5.40694e-014;1.39149e-014;1.98785e-014;-33.04;-1.11505;-13.0775;1.90833e-014;0;-4.37326e-015;-0.395669;19.3957;10.3716;-7.15625e-014;2.01766e-014;1.90833e-014;548.858;1546.93;0;-0.456001;7.79236e-014;-0.311996;-0.423201;-0.139299;-0.0379944
129;382.112;914.093;-139.876;113.066;-69.7731;109.766;-21.3064;1.02537;-9.41419;-6.36176;2.84673;-0.379698;4.42793;1.20845;5.61865;15.1025;-2.99265;0.793034;5.23262;-4.16598;-3.75101;-0.978863;-2.12386;-1.0964;0.253986;-0.459513;-39.9311;168.893;-53.1184;-171.688;34.8224;-4.26194e-013;-1.51871e-013;1.9299e-013;-4.39239;2.60776e-013;7.89581;4.07385;-22.3476;-0.574584;-1.01004;40.6365;184.05;75.343;198.323;35.8934;2.60805e-013;1.1609e-013;-3.26231e-013;-2.12518;-1.30492e-013;26.3875;2.12645;-3.60051;-15.0326;20.1699;9.45819;27.7788;0;-7.95139e-015;-162.25;-40.0843;151.423;4.29375e-014;-6.36111e-015;-5.00937e-014;-33.4653;-0.908766;-12.7717;2.06736e-014;1.11319e-014;-1.59028e-015;-1.30697;19.4019;10.0283;-6.36111e-014;-4.77083e-014;7.95139e-016;548.502;1546.09;0;-0.425301;1.5903e-015;-0.417999;-0.4454;-0.082901;-0.0269928
130;390.66;913.648;-141.405;113.108;-69.734;110.004;-21.0167;1.1039;-9.29377;-6.34256;2.90089;-0.334456;4.29697;1.24558;5.59977;15.156;-2.99148;0.797517;5.11977;-4.16253;-3.71082;-1.02397;-2.1193;-1.08316;0.256075;-0.462631;-39.9658;168.823;-52.78;-171.783;34.8475;-1.145e-013;-1.47101e-013;-3.82741e-014;-4.29449;-1.14822e-013;7.51815;4.0239;-22.8129;-0.580486;-1.01989;40.6492;183.526;75.1971;197.892;35.8507;-6.36111e-015;9.22361e-014;4.28471e-013;-2.10543;1.75049e-013;27.0085;2.10526;-3.46043;-15.4873;20.26;9.69314;27.6959;3.18055e-014;1.11319e-014;-161.564;-40.3397;150.836;-4.29375e-014;2.89033e-013;-5.60573e-014;-33.8833;-0.729882;-12.4337;3.33958e-014;1.27222e-014;1.19271e-015;-2.30444;19.3589;9.67691;-1.36764e-013;1.68172e-013;8.3092e-014;547.833;1545.37;0;-0.417999;1.27222e-014;-0.524002;-0.4547;-0.0828991;-0.0700073
131;399.166;913.308;-142.897;113.059;-69.7376;110.142;-20.6923;1.17229;-9.17916;-6.33307;2.94068;-0.310491;4.14045;1.27688;5.55544;15.3062;-3.01086;0.882709;4.98297;-4.17515;-3.70455;-1.09696;-2.12017;-1.09238;0.225945;-0.409289;-39.9009;168.925;-52.6285;-171.96;34.8618;-3.08514e-013;-4.77083e-015;1.94537e-013;-4.20242;3.50804e-013;7.24048;3.83506;-23.1876;-0.600171;-1.05247;40.6963;183.14;75.0657;197.587;35.8014;1.90833e-014;9.22361e-014;-1.9415e-013;-2.14955;1.16172e-013;27.6336;2.15128;-3.29914;-15.9202;20.346;9.91834;27.6111;4.92986e-014;1.27222e-014;-161.042;-40.5978;150.3;-1.90833e-014;2.55637e-013;-3.65764e-014;-34.2549;-0.602475;-12.1083;-1.59028e-015;6.36111e-015;-5.1684e-015;-3.41767;19.1159;9.334;6.99722e-014;1.79304e-013;8.94531e-014;546.677;1544.73;0;-0.371601;-3.49861e-014;-0.386002;-0.4329;-0.0848007;0.102005
132;407.599;913.023;-144.339;112.828;-69.7815;110.085;-20.3803;1.21547;-9.09026;-6.30031;2.95751;-0.276818;4.01684;1.2952;5.53214;15.3687;-3.0271;0.910082;4.91221;-4.19112;-3.65128;-1.13044;-2.12649;-1.07793;0.21436;-0.388589;-39.883;168.97;-52.3504;-172.126;34.8726;-1.00187e-012;-5.06503e-013;-2.71054e-014;-4.13851;3.12509e-013;6.96817;3.77338;-23.5614;-0.616331;-1.08001;40.7147;182.568;74.9366;197.104;35.7669;7.4743e-013;4.96167e-013;-2.60578e-013;-2.07053;-8.11571e-014;28.2503;2.07384;-3.09745;-16.3281;20.3456;10.1423;27.5246;-3.18055e-014;-3.18055e-015;-160.545;-40.86;149.826;7.95139e-015;-1.08536e-013;-5.84427e-014;-34.6021;-0.554976;-11.7909;7.31528e-014;7.95139e-015;8.34896e-015;-4.62773;18.6767;9.06393;-2.48083e-013;-8.96519e-014;4.37326e-014;545.165;1544.21;0;-0.347198;7.47431e-014;-0.572006;-0.4079;-0.0865002;0.0449982
133;415.958;912.866;-145.793;112.466;-69.9183;109.882;-19.9987;1.23504;-9.01465;-6.24289;2.94515;-0.2601;3.88846;1.2997;5.48916;15.3987;-3.03712;0.985635;4.84031;-4.1903;-3.62497;-1.16059;-2.12311;-1.08175;0.229436;-0.416963;-39.8224;168.923;-52.0277;-172.207;34.875;3.81667e-014;-1.03368e-014;-9.72534e-014;-4.08033;-6.93529e-014;6.72706;3.75128;-23.9033;-0.617709;-1.08123;40.7419;181.856;74.8172;196.464;35.7469;9.85972e-014;1.7016e-013;-3.34149e-014;-1.93736;1.67075e-013;28.8377;1.94295;-2.82691;-16.6398;20.2447;10.3863;27.4126;1.59028e-015;0;-160.107;-41.1375;149.424;1.27222e-014;1.25234e-014;-4.41302e-014;-34.8655;-0.589844;-11.4831;6.36111e-015;7.95139e-015;-2.38542e-015;-5.91886;18.0086;8.88162;-2.8625e-014;7.35503e-015;2.18663e-014;543.295;1543.74;0;-0.263401;-6.67917e-014;-0.71199;-0.311699;-0.112;-0.0469971
134;424.269;912.757;-147.282;111.922;-70.0735;109.494;-19.6504;1.2334;-8.96555;-6.17276;2.91472;-0.235092;3.79115;1.29352;5.46838;15.4464;-3.05216;0.985991;4.76717;-4.2076;-3.50966;-1.18984;-2.13187;-1.04287;0.222752;-0.405326;-39.7918;168.999;-51.7776;-172.419;34.8778;-1.78111e-013;-9.06458e-014;1.06816e-013;-4.05726;5.73938e-014;6.56136;3.67183;-24.1579;-0.648094;-1.13274;40.7785;181.208;74.6712;195.903;35.7308;1.30403e-013;2.8943e-013;-4.49454e-014;-1.71108;3.2297e-013;29.4092;1.72016;-2.48797;-16.9461;20.114;10.623;27.2835;2.70347e-014;7.95139e-015;-159.701;-41.4063;149.022;1.59028e-015;3.02948e-013;-1.17681e-013;-35.1296;-0.686168;-11.1635;5.08889e-014;2.54444e-014;0;-7.20954;17.4782;8.818;-1.87653e-013;8.84592e-014;1.48691e-013;541.271;1543.41;0;-0.264099;4.45278e-014;-0.64801;-0.306301;-0.129099;0.0759888
135;432.481;912.627;-148.566;111.156;-70.2588;108.851;-19.2995;1.20053;-8.911;-6.11427;2.84089;-0.211656;3.68631;1.26613;5.43368;15.526;-3.08782;1.04593;4.68526;-4.24422;-3.50359;-1.23285;-2.14685;-1.04757;0.202704;-0.369363;-39.7579;169.101;-51.3988;-172.603;34.8736;-3.97569e-013;-2.0276e-013;2.71001e-013;-3.98083;1.45862e-013;6.38622;3.68504;-24.3965;-0.662678;-1.15934;40.7551;180.592;74.5585;195.322;35.7235;2.3218e-013;3.76896e-013;-2.96286e-013;-1.46344;3.3884e-013;29.9512;1.47619;-2.09412;-17.2554;19.9271;10.8157;27.1743;2.22639e-014;1.74931e-014;-159.282;-41.6382;148.608;7.95139e-015;4.57404e-013;-1.19271e-015;-35.392;-0.880295;-10.8777;6.36111e-014;9.54166e-015;1.19271e-015;-8.41339;16.7936;8.91;-2.63986e-013;1.95604e-013;1.94809e-013;538.979;1543.15;0;-0.262398;1.27222e-014;-0.615997;-0.309299;-0.109201;0.102005
136;440.695;912.574;-149.813;110.219;-70.4571;108.013;-18.9467;1.15713;-8.88093;-6.04389;2.76007;-0.203621;3.59318;1.23445;5.3956;15.5252;-3.10555;1.03536;4.6561;-4.26678;-3.42135;-1.24007;-2.1589;-1.01791;0.211009;-0.385181;-39.715;169.18;-51.1601;-172.787;34.8724;3.81667e-014;1.98785e-014;-1.59407e-015;-3.95223;-6.37627e-015;6.29596;3.62148;-24.5087;-0.67422;-1.18002;40.7449;179.672;74.4601;194.448;35.7276;-3.18055e-015;-1.1609e-013;-7.07842e-014;-1.24871;-1.81335e-013;30.4686;1.261;-1.6754;-17.5684;19.7827;10.9732;27.0636;0;3.18055e-015;-158.909;-41.8496;148.166;3.97569e-014;2.42517e-014;3.49861e-014;-35.6723;-1.13399;-10.6022;-9.54166e-015;2.38542e-015;-7.55382e-015;-9.55342;16.2285;9.21735;-3.18055e-015;7.43455e-014;-2.38542e-015;536.708;1542.94;0;-0.2803;-7.31528e-014;-0.919998;-0.313;-0.110699;0.0789948
137;448.788;912.597;-151.121;109.191;-70.6857;107.137;-18.5762;1.10596;-8.83423;-5.96709;2.66396;-0.159232;3.49848;1.19574;5.38434;15.4963;-3.1429;1.03844;4.65453;-4.3135;-3.3843;-1.23556;-2.1825;-1.00418;0.214686;-0.392577;-39.673;169.27;-50.9297;-172.937;34.8707;-6.04305e-014;3.18055e-014;-1.46653e-013;-3.94346;1.12381e-013;6.21295;3.59682;-24.5425;-0.655457;-1.14811;40.7249;178.563;74.4042;193.381;35.7325;6.99722e-014;-1.1291e-013;-3.81717e-014;-0.929908;-2.6243e-013;30.933;0.940698;-1.22014;-17.8607;19.7744;11.1724;26.9656;-3.18055e-014;-3.18055e-015;-158.652;-42.0427;147.698;-1.74931e-014;-2.8128e-013;2.90226e-014;-35.9082;-1.40344;-10.2677;-1.27222e-014;3.49861e-014;3.97569e-015;-10.5088;15.6476;9.73337;4.77083e-014;-1.90038e-013;-5.00937e-014;534.026;1542.76;0;-0.235901;-3.18054e-015;-1.10899;-0.292301;-0.0980015;0.0900116
138;456.811;912.668;-152.432;108.086;-70.8643;106.122;-18.2655;1.03359;-8.86932;-5.91189;2.55643;-0.115455;3.40789;1.1508;5.41901;15.5236;-3.16717;1.02461;4.59135;-4.34604;-3.34876;-1.26045;-2.19766;-0.987724;0.226759;-0.414614;-39.6753;169.351;-50.7269;-173.077;34.87;4.32555e-013;1.80496e-013;-9.72286e-014;-3.86992;-1.98442e-013;6.16209;3.52772;-24.5115;-0.646889;-1.134;40.7052;177.583;74.3553;192.433;35.7464;-1.01778e-013;-1.7175e-013;1.98794e-015;-0.541112;-1.57444e-013;31.3245;0.553257;-0.705112;-18.2509;19.9291;11.2561;26.9199;-2.8625e-014;-2.70347e-014;-158.532;-42.2012;147.166;7.15625e-014;-2.69055e-013;-2.18663e-014;-36.1974;-1.69065;-9.97986;-6.36111e-015;2.3059e-014;1.78906e-015;-11.2525;15.4536;10.5124;2.54444e-014;-1.79503e-013;-5.00937e-014;531.265;1542.63;0;-0.2892;6.36109e-015;-0.980011;-0.3902;-0.0456982;0.0809937
139;464.756;912.807;-153.814;106.875;-71.0386;105.034;-17.9356;0.963572;-8.87987;-5.88364;2.44264;-0.0767693;3.28051;1.10451;5.4323;15.5278;-3.20692;1.03835;4.60205;-4.39499;-3.31367;-1.25786;-2.22255;-0.975969;0.223284;-0.408772;-39.645;169.546;-50.5519;-173.297;34.871;3.05333e-013;-1.59028e-015;4.20765e-013;-3.81361;-3.21949e-013;6.10976;3.47047;-24.465;-0.649784;-1.13842;40.7193;176.623;74.3421;191.492;35.7686;-3.56222e-013;5.56597e-014;3.29587e-013;-0.185338;5.12072e-013;31.6719;0.194268;-0.166929;-18.655;20.2736;11.3441;26.869;3.49861e-014;1.59028e-014;-158.561;-42.3432;146.546;-4.13472e-014;1.55151e-013;6.55989e-014;-36.4882;-1.99434;-9.65501;-1.90833e-014;3.18055e-015;-2.78299e-015;-11.7389;15.1952;11.5631;7.95139e-014;2.97183e-014;2.8625e-014;528.124;1542.59;0;-0.290802;-1.27222e-014;-0.959991;-0.4041;-0.0509014;0.195007
140;472.658;913.059;-155.084;105.519;-71.2259;103.831;-17.5907;0.891536;-8.87709;-5.85153;2.32187;-0.00376702;3.14936;1.05539;5.47401;15.5421;-3.25481;1.03037;4.57323;-4.45825;-3.30418;-1.27066;-2.25322;-0.967389;0.26298;-0.480968;-39.669;169.631;-50.3935;-173.43;34.8641;-2.29e-013;-1.23246e-013;-5.62592e-013;-3.77991;2.39062e-014;6.08675;3.44305;-24.4169;-0.645912;-1.13286;40.6927;175.573;74.3417;190.471;35.7953;4.10292e-013;2.38542e-014;-1.11321e-014;0.337998;-4.35744e-013;31.9943;-0.327612;0.40638;-19.0505;20.5499;11.4603;26.8226;-4.29375e-014;-2.06736e-014;-158.693;-42.5088;146.019;1.09729e-013;-4.36332e-014;-1.5704e-013;-36.7663;-2.34052;-9.31014;9.22361e-014;1.74931e-014;3.37934e-015;-11.9632;14.9035;13.0123;-4.16653e-013;3.78933e-015;4.45278e-014;524.472;1542.71;0;-0.278099;1.11319e-013;-1.05;-0.3955;-0.0464001;0.0849915
141;480.464;913.425;-156.201;104.046;-71.417;102.458;-17.2579;0.796121;-8.89657;-5.81925;2.17567;0.0482499;3.02848;0.992685;5.50245;15.5622;-3.29217;1.03618;4.5613;-4.50573;-3.29289;-1.27883;-2.27637;-0.96157;0.260433;-0.475721;-39.6989;169.819;-50.2301;-173.643;34.8502;2.8943e-013;1.33583e-013;-1.11559e-014;-3.75715;-1.1395e-013;6.09817;3.42763;-24.3953;-0.650567;-1.141;40.6932;174.58;74.3337;189.516;35.8267;-2.09917e-013;-1.79701e-013;9.58224e-014;0.747649;-3.97603e-014;32.3045;-0.741775;0.967193;-19.442;20.6994;11.517;26.773;-1.90833e-014;-1.11319e-014;-158.997;-42.7126;145.659;7.95139e-015;-2.62296e-013;6.75868e-014;-36.951;-2.75389;-9.03799;-1.59028e-014;1.90833e-014;-5.96354e-016;-11.6287;14.7291;14.7752;3.81667e-014;-1.22253e-013;-9.70069e-014;519.396;1543;0;-0.1847;-1.08139e-013;-0.992996;-0.391499;-0.0495987;0.188004
142;488.282;913.94;-157.225;102.266;-71.6621;100.946;-16.8376;0.716579;-8.74036;-5.76304;2.01649;0.143524;2.89629;0.924128;5.47404;15.4775;-3.33356;1.02414;4.58986;-4.55978;-3.26185;-1.25458;-2.3044;-0.947786;0.29304;-0.53566;-39.682;169.945;-50.0402;-173.78;34.838;-1.97194e-013;-1.07344e-013;-3.80918e-013;-3.8094;2.47039e-014;6.12772;3.47278;-24.4536;-0.628271;-1.10269;40.6755;173.309;74.3226;188.266;35.8573;1.74931e-013;-1.90833e-013;1.44744e-013;1.1339;-5.18532e-013;32.6142;-1.13091;1.52647;-19.7414;20.5819;11.7888;26.677;-4.13472e-014;-2.38542e-014;-159.401;-42.993;145.569;3.02153e-014;-3.97371e-013;5.92378e-014;-36.9663;-3.2224;-8.59122;-5.08889e-014;2.38542e-014;-3.77691e-015;-10.4687;14.2005;16.276;1.20861e-013;-2.22639e-013;-2.03555e-013;512.814;1543.45;0;-0.0153008;-3.49861e-014;-1.271;-0.2994;-0.0960007;0.126007
143;495.915;914.646;-158.135;100.569;-71.9611;99.4725;-16.3783;0.647481;-8.60624;-5.68089;1.87573;0.226858;2.76683;0.864227;5.44906;15.4057;-3.37801;1.01648;4.60345;-4.61714;-3.23038;-1.23768;-2.33363;-0.934188;0.334006;-0.610627;-39.6789;170.075;-49.8522;-173.929;34.82;-2.3218e-013;-3.26007e-014;1.59393e-013;-3.88177;2.17572e-013;6.18558;3.53571;-24.5791;-0.640752;-1.12672;40.6289;172.336;74.2679;187.332;35.9139;1.46306e-013;1.44715e-013;-2.81208e-013;1.71684;7.15946e-014;32.9454;-1.70851;2.09922;-19.9499;20.2969;12.0418;26.5536;1.27222e-014;7.95139e-015;-159.894;-43.3227;145.715;-7.31528e-014;2.92213e-014;6.2816e-014;-38.0419;-3.63716;-8.25151;2.74384;4.77083e-015;-9.93923e-016;-10.6128;13.0897;17.4013;3.49861e-014;2.34566e-014;-2.38542e-014;504.579;1544.05;0;-1.0756;2.74384;-0.973007;-0.2085;-0.1234;0.12999
144;503.456;915.416;-158.885;98.7022;-72.2849;97.8668;-15.8879;0.565661;-8.42927;-5.59357;1.70981;0.342501;2.62987;0.792049;5.43048;15.3486;-3.42061;0.962937;4.59818;-4.67988;-3.20016;-1.22839;-2.36574;-0.912513;0.33898;-0.619084;-39.7037;170.303;-49.6601;-174.146;34.7925;-6.10666e-013;-2.80684e-013;3.50716e-014;-4.00076;2.31154e-013;6.2563;3.64107;-24.7543;-0.648652;-1.1434;40.5689;171.393;74.214;186.432;35.9807;4.77083e-013;3.29187e-013;-3.4134e-013;2.08064;-7.95663e-015;33.2446;-2.07478;2.63288;-20.0839;19.8417;12.3559;26.3908;-3.18055e-015;1.11319e-014;-160.424;-43.682;146.016;-1.11319e-014;2.65477e-013;9.93923e-015;-40.2335;-4.04396;-7.94113;8.21694;1.74931e-014;-4.17448e-015;-12.3026;12.4728;18.1103;-2.54444e-013;1.66184e-013;3.97569e-014;495.023;1544.8;0;-2.1916;5.4731;-0.942993;-0.134001;-0.1628;0.227997
145;510.649;916.239;-159.508;96.844;-72.6494;96.1908;-15.4119;0.473436;-8.30884;-5.46756;1.5457;0.433751;2.53883;0.717927;5.42083;15.3163;-3.45043;0.926051;4.52594;-4.72239;-3.16825;-1.24559;-2.38587;-0.893447;0.365278;-0.66777;-39.68;170.475;-49.4657;-174.285;34.7744;3.49861e-014;1.16885e-013;-1.24357e-013;-4.08423;1.47475e-013;6.35507;3.70306;-24.941;-0.64011;-1.13153;40.4996;170.457;74.1493;185.496;36.0209;8.5875e-014;4.77083e-014;-2.71404e-013;2.51451;-9.55086e-015;33.4909;-2.50801;3.15097;-20.108;19.3348;12.6054;26.1735;-1.59028e-014;-6.36111e-015;-160.952;-44.0406;146.38;5.24792e-014;3.01159e-014;-3.10104e-014;-41.4357;-4.52508;-7.71849;11.9639;3.97569e-015;4.57205e-015;-13.1518;12.1281;19.0535;-1.27222e-013;1.66979e-014;-4.29375e-014;484.164;1545.6;0;-1.2022;3.74696;-0.936005;-0.0240993;-0.2173;0.172012
146;517.68;917.092;-160.187;94.9286;-72.9847;94.4257;-14.9631;0.376703;-8.2489;-5.35711;1.38517;0.524658;2.44155;0.645824;5.44761;15.2922;-3.48976;0.894223;4.47601;-4.77712;-3.13917;-1.25721;-2.41254;-0.875495;0.39493;-0.722962;-39.6473;170.651;-49.3;-174.413;34.7638;-4.38917e-013;-1.17681e-013;-2.64699e-013;-4.20709;2.80645e-013;6.46212;3.8105;-25.0716;-0.663645;-1.17522;40.4562;169.741;74.0882;184.857;36.0969;2.22639e-013;-3.18055e-015;1.35762e-013;3.03871;-2.7232e-013;33.681;-3.02726;3.64416;-20.1372;18.9642;12.7973;25.9338;3.18055e-015;1.90833e-014;-161.519;-44.3702;146.598;-9.54166e-014;2.55438e-013;6.99722e-014;-42.3683;-5.07604;-7.49133;15.3021;0;3.97569e-016;-13.6183;11.9999;20.0562;-8.26944e-014;6.20208e-014;6.67916e-014;472.235;1546.47;0;-0.932602;3.3382;-0.716003;-0.0291996;-0.2397;0.175995
147;524.523;918.017;-160.842;93.0727;-73.2857;92.6882;-14.5534;0.277219;-8.23113;-5.25834;1.22864;0.612196;2.35003;0.575186;5.49753;15.302;-3.51467;0.874823;4.40573;-4.81141;-3.12417;-1.28185;-2.4281;-0.864629;0.4146;-0.758283;-39.6692;170.843;-49.1578;-174.607;34.7443;2.60805e-013;6.83819e-014;-6.69836e-014;-4.33838;-1.95369e-013;6.59139;3.92928;-25.1312;-0.663372;-1.1765;40.4193;168.915;74.0659;184.087;36.1454;-1.78111e-013;-1.04958e-013;1.24648e-013;3.31344;2.5487e-014;33.8059;-3.30367;4.07034;-20.159;18.7154;12.936;25.6563;-3.18055e-015;-6.36111e-015;-162.07;-44.6846;146.781;4.45278e-014;1.51076e-014;-1.70955e-014;-43.1146;-5.60026;-7.30376;18.44;2.38542e-015;2.38542e-015;-13.9262;12.2538;20.9191;-6.67916e-014;-2.38542e-015;0;459.425;1547.37;0;-0.7463;3.1379;-0.826004;-0.021801;-0.2775;0.192001
148;531.167;918.992;-161.574;91.2265;-73.5669;90.8923;-14.1828;0.170971;-8.3062;-5.16431;1.07853;0.674881;2.27067;0.507128;5.57676;15.3801;-3.56616;0.903083;4.31303;-4.87397;-3.12352;-1.32809;-2.45624;-0.863463;0.460865;-0.844199;-39.6324;170.984;-49.0507;-174.734;34.7436;-2.60805e-013;-1.27222e-014;-1.08461e-013;-4.41655;2.6238e-013;6.74565;3.97979;-25.1227;-0.676121;-1.19971;40.4072;168.25;74.0592;183.386;36.1774;2.06736e-013;1.41535e-013;-1.46998e-013;3.63128;-6.37391e-015;33.7762;-3.61725;4.43674;-20.1728;18.5828;12.9919;25.3575;-1.27222e-014;-7.95139e-015;-162.575;-44.9656;146.696;-2.38542e-014;-5.84427e-014;-5.04913e-014;-43.7052;-6.14035;-7.21061;21.4419;6.36111e-015;1.19271e-015;-14.0433;12.0831;21.6597;6.36111e-015;-4.13472e-014;-7.31528e-014;445.874;1548.33;0;-0.590599;3.0019;-0.664993;-0.0137997;-0.2988;0.140991
149;537.634;920.036;-162.349;89.5958;-73.8017;89.2406;-13.8847;0.0806305;-8.4516;-5.07779;0.963727;0.696297;2.21567;0.455038;5.65978;15.466;-3.61444;0.985608;4.22467;-4.92318;-3.1232;-1.37572;-2.47714;-0.872326;0.490348;-0.89834;-39.6289;171.215;-48.9434;-175.015;34.7482;-2.54444e-013;-1.85267e-013;1.40375e-013;-4.48805;-4.78551e-015;6.90802;3.99815;-25.0686;-0.70722;-1.25102;40.4833;167.575;74.0618;182.801;36.2215;1.43125e-013;1.62208e-013;1.99256e-014;3.94014;9.24546e-014;33.7565;-3.92443;4.74595;-20.1995;18.5491;12.955;25.0273;0;1.27222e-014;-163.132;-45.2589;146.662;1.43125e-014;1.47399e-013;-5.32743e-014;-44.1883;-6.62548;-7.20228;24.3534;-7.15625e-015;4.37326e-015;-14.1727;12.5406;22.2162;-1.43125e-013;9.30312e-014;9.85972e-014;431.912;1549.31;0;-0.483101;2.9115;-0.675003;-0.0266991;-0.3302;0.231003
150;543.911;921.128;-163.103;88.0803;-74.0085;87.7127;-13.6315;0.00349046;-8.59226;-5.0044;0.866795;0.72262;2.16827;0.411243;5.74939;15.5587;-3.66701;1.02855;4.17923;-4.98475;-3.09024;-1.40818;-2.50667;-0.863481;0.534111;-0.978343;-39.6335;171.414;-48.722;-175.259;34.7432;-4.19833e-013;-1.33583e-013;-7.81722e-014;-4.57046;2.56054e-013;6.99114;4.12177;-25.0497;-0.738241;-1.30303;40.5375;166.953;74.0921;182.123;36.2366;2.44903e-013;1.66979e-013;-2.26762e-013;3.97211;-1.59411e-015;33.626;-3.95586;4.96419;-20.2178;18.6245;12.9044;24.6639;-1.59028e-014;1.59028e-015;-163.709;-45.5464;146.582;1.74931e-014;1.11121e-013;1.19271e-015;-44.5637;-7.06808;-7.19953;27.1765;4.77083e-015;3.18055e-015;-14.1809;12.83;22.5888;-2.22639e-013;1.18476e-013;9.54166e-015;417.775;1550.34;0;-0.375401;2.8231;-0.621994;-0.018301;-0.3634;0.199005
